PV MassSpec-23.06.00
EXPORTED SCAN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\30-001-2026\MCD 256_kwinda_New_1%MeOH - Oxidative coupling_removed, Position 1, RGA PrismaPro A 100 47507368, 30-001-2026 12'30'20.isi
30/01/2026 12:30:20
SensorID:  RGA PrismaPro A 100 47507368
52 Bins
2582 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	2_amu_(_)	12_amu_(_)	13_amu_(_)	14_amu_(_)	15_amu_(_)	16_amu_(_)	17_amu_(_)	18_amu_(_)	20_amu_(_)	22_amu_(_)	24_amu_(_)	25_amu_(_)	26_amu_(_)	27_amu_(_)	28_amu_(_)	29_amu_(_)	30_amu_(_)	31_amu_(_)	32_amu_(_)	40_amu_(_)	44_amu_(_)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_MCD	Sig:_MCD_Ar	Sig:_MCD_CH2CH2	Sig:_MCD_CH3CH3	Sig:_MCD_CH4	Sig:_MCD_CO	Sig:_MCD_CO2	Sig:_MCD_H2	Sig:_MCD_H2O	Sig:_MCD_O2
3438,644	1769776059,115	30/01/2026_13:27:39,115	1	2	2,54022666e-06	6,862755981e-06	4,385349861e-10	5,813154211e-12	6,335566295e-13	1,480118328e-12	6,47225112e-12	1,020826219e-11	6,755546101e-13	2,382880568e-12	7,270731326e-12	4,983035536e-14	4,999999912e-15	6,895346246e-15	1,522312346e-14	4,999999912e-15	8,620460595e-11	1,174658569e-12	1,93606768e-13	4,999999912e-15	3,834376867e-14	6,974596595e-11	3,493668028e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	8,027699002e-09	23,75157883	0	0,2915765547	2,681882898	33,74890622	1,498766266	37,30419586	0,86405384	0,02515019632
3444,38	1769776064,851	30/01/2026_13:27:44,851	1	2	2,541551567e-06	6,831264272e-06	4,393152786e-10	5,811294154e-12	6,285105357e-13	1,456507115e-12	6,38818989e-12	1,009932155e-11	6,635465831e-13	2,349003804e-12	7,2457834e-12	4,295051999e-14	4,999999912e-15	1,474241024e-14	4,999999912e-15	1,003524487e-14	8,649246597e-11	1,162537948e-12	1,91577643e-13	4,999999912e-15	4,031559022e-14	6,978794626e-11	3,44949568e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,913930966e-09	23,73405974	0	0,2833364815	2,642429209	33,82650541	1,47743358	37,32195111	0,8504505579	0,02596348089
3450,116	1769776070,587	30/01/2026_13:27:50,587	1	2	2,549569672e-06	6,753169146e-06	4,39557668e-10	5,813995986e-12	6,157747381e-13	1,442454229e-12	6,329649912e-12	1,002806779e-11	6,631550235e-13	2,320029368e-12	7,240025853e-12	3,804980419e-14	4,999999912e-15	1,228259946e-14	4,999999912e-15	4,999999912e-15	8,617759978e-11	1,161651721e-12	1,894807011e-13	4,999999912e-15	4,044414272e-14	6,968561145e-11	3,442118118e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,9371412e-09	23,74017781	0	0,2799426142	2,624283714	33,76593034	1,477706717	37,40678734	0,84204484	0,02630455448
3455,852	1769776076,323	30/01/2026_13:27:56,323	1	2	2,549030114e-06	6,747996395e-06	4,399047238e-10	5,813153778e-12	6,09619126e-13	1,43755602e-12	6,316961277e-12	9,977694018e-12	6,667572852e-13	2,306268024e-12	7,244247303e-12	3,088718517e-14	4,999999912e-15	1,277640442e-14	4,999999912e-15	1,251640257e-14	8,619520375e-11	1,170108281e-12	1,793455114e-13	4,999999912e-15	4,488451304e-14	6,976282052e-11	3,442432537e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,878812555e-09	23,75532582	0	0,2818316772	2,610655926	33,75328112	1,476313803	37,41891141	0,8372991057	0,02755046453
3461,588	1769776082,059	30/01/2026_13:28:02,059	1	2	2,540077276e-06	6,794708042e-06	4,40103981e-10	5,816641006e-12	6,035052558e-13	1,436395707e-12	6,322093456e-12	1,00074081e-11	6,709656702e-13	2,292538338e-12	7,264977248e-12	2,594716705e-14	4,999999912e-15	9,326547645e-15	4,999999912e-15	1,733223211e-14	8,630621912e-11	1,172124355e-12	1,765456813e-13	4,999999912e-15	3,327375471e-14	6,974169853e-11	3,458265575e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,795651544e-09	23,73526741	0	0,2791892779	2,615239866	33,77745554	1,48252155	37,41438847	0,8324750255	0,02178578856
3467,324	1769776087,795	30/01/2026_13:28:07,795	1	2	2,557134167e-06	6,818188467e-06	4,398137687e-10	5,825237862e-12	6,053834734e-13	1,454459708e-12	6,363366431e-12	1,006105789e-11	6,768078936e-13	2,288303011e-12	7,275399467e-12	1,743701009e-14	4,999999912e-15	1,053729654e-14	4,999999912e-15	2,019611488e-14	8,620705538e-11	1,180997466e-12	1,693296924e-13	4,999999912e-15	3,091434444e-14	6,98744812e-11	3,469742939e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,738383364e-09	23,77976162	0	0,2781618211	2,633318304	33,7366475	1,487781326	37,38876727	0,8314554453	0,02052914993
3473,06	1769776093,531	30/01/2026_13:28:13,531	1	2	2,549490318e-06	6,786908671e-06	4,396737141e-10	5,83918764e-12	6,059970776e-13	1,46887667e-12	6,381584063e-12	1,007924386e-11	6,820841635e-13	2,292162337e-12	7,298123043e-12	1,890824194e-14	4,999999912e-15	6,210902967e-15	4,999999912e-15	2,215631175e-14	8,614473024e-11	1,191527996e-12	1,64283436e-13	4,999999912e-15	3,409692166e-14	6,98467395e-11	3,469399898e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,765659884e-09	23,77931282	0	0,2804669253	2,641404988	33,72224404	1,488595225	37,3897331	0,833490932	0,02213186658
3478,796	1769776099,267	30/01/2026_13:28:19,267	1	2	2,547020813e-06	6,818188467e-06	4,397202602e-10	5,836026974e-12	5,950407268e-13	1,474707943e-12	6,352830154e-12	1,005686073e-11	6,838133575e-13	2,281693064e-12	7,295646726e-12	1,891260077e-14	8,56303384e-15	4,999999912e-15	4,999999912e-15	2,122932736e-14	8,607946994e-11	1,197366858e-12	1,653704707e-13	7,883930257e-15	2,857531377e-14	6,983117556e-11	3,4262261e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9,980025003e-09	23,78747414	0	0,2832469422	2,635252127	33,71676322	1,471685532	37,41493631	0,830557519	0,01973366926
3484,532	1769776105,003	30/01/2026_13:28:25,003	1	2	2,548485099e-06	6,771315384e-06	4,401877196e-10	5,838295125e-12	5,938959719e-13	1,480346336e-12	6,299887261e-12	1,001780343e-11	6,739605618e-13	2,267728757e-12	7,294335275e-12	1,496990804e-14	1,687528833e-14	4,999999912e-15	9,921242701e-15	1,831499023e-14	8,622309811e-11	1,207454492e-12	1,683740902e-13	1,817917019e-14	2,420186583e-14	6,986076995e-11	3,376874518e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,502667381e-08	23,78185716	0	0,2867511485	2,617925943	33,75087463	1,450342944	37,4302389	0,8244467806	0,01823949676
3490,268	1769776110,739	30/01/2026_13:28:30,739	1	2	2,555518449e-06	6,860133908e-06	4,410644905e-10	5,844252166e-12	5,904092319e-13	1,473669602e-12	6,213274253e-12	9,886588943e-12	6,617580832e-13	2,258791678e-12	7,278943073e-12	1,642707915e-14	2,470052767e-14	4,999999912e-15	2,300858614e-14	2,354799027e-14	8,659191419e-11	1,209726438e-12	1,707587115e-13	2,663307061e-14	2,658261794e-14	6,948475822e-11	3,330829536e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,956827386e-08	23,64732992	0	0,289954076	2,576325591	33,87980117	1,42942237	37,49315201	0,8202168621	0,01855752555
3496,004	1769776116,475	30/01/2026_13:28:36,475	1	2	2,54492943e-06	6,846995802e-06	4,416427779e-10	5,841401148e-12	5,860110574e-13	1,467859146e-12	6,199727363e-12	9,85659037e-12	6,620049019e-13	2,251768216e-12	7,286122226e-12	1,867443713e-14	3,135624491e-14	4,999999912e-15	2,817027617e-14	2,07777182e-14	8,650629518e-11	1,207703425e-12	1,74253705e-13	3,362640502e-14	2,880669946e-14	6,961798499e-11	3,31852189e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,358861975e-08	23,68147245	0	0,291329131	2,567375929	33,82942733	1,423453133	37,52490827	0,8174843378	0,01946220031
3501,74	1769776122,211	30/01/2026_13:28:42,211	1	2	2,544557901e-06	6,915575341e-06	4,419291044e-10	5,833537646e-12	5,963606345e-13	1,464292771e-12	6,136220872e-12	9,818534007e-12	6,572511632e-13	2,261407858e-12	7,295062991e-12	2,752026986e-14	3,117192715e-14	4,999999912e-15	3,687252665e-14	8,92829647e-15	8,648538136e-11	1,205910588e-12	1,769934161e-13	3,256117977e-14	2,256086146e-14	6,939705061e-11	3,317610726e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,339953612e-08	23,62473272	0	0,285818625	2,551614446	33,85033947	1,424779552	37,57686509	0,8210233826	0,01727203603
3507,476	1769776127,947	30/01/2026_13:28:47,947	1	2	2,554653292e-06	6,831264272e-06	4,419754562e-10	5,828028598e-12	5,998638001e-13	1,462927761e-12	6,157281282e-12	9,850349703e-12	6,49203781e-13	2,266989114e-12	7,274156971e-12	2,798885696e-14	2,880378905e-14	4,999999912e-15	3,519125773e-14	8,671206724e-15	8,628680409e-11	1,199820842e-12	1,836379627e-13	2,484556513e-14	2,803542005e-14	6,962783128e-11	3,3387917e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,204407107e-08	23,69605238	0	0,2877780308	2,560751711	33,76221823	1,433741492	37,57163251	0,8220080789	0,02062900673
3513,212	1769776133,683	30/01/2026_13:28:53,683	1	2	2,539362413e-06	6,773910627e-06	4,418390098e-10	5,821657392e-12	6,070352554e-13	1,4516526e-12	6,185768477e-12	9,896636462e-12	6,479367824e-13	2,285025901e-12	7,263109818e-12	3,844126555e-14	1,948839175e-14	4,999999912e-15	3,00863223e-14	8,238516037e-15	8,646112298e-11	1,18772494e-12	1,925555933e-13	2,171198198e-14	2,626781307e-14	6,956648452e-11	3,349924938e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,650775959e-08	23,66147865	0	0,2881191055	2,571852879	33,81251121	1,437319805	37,53857863	0,8275458283	0,02000045234
3518,948	1769776139,419	30/01/2026_13:28:59,419	1	2	2,53969074e-06	6,931493317e-06	4,415804666e-10	5,814356809e-12	6,141638847e-13	1,45261689e-12	6,225480201e-12	9,924662654e-12	6,448691407e-13	2,290600652e-12	7,257484978e-12	3,938619179e-14	6,987027398e-15	7,19270055e-15	2,098048094e-14	4,999999912e-15	8,639606391e-11	1,176185993e-12	1,951924679e-13	1,405748585e-14	2,692945422e-14	6,954740256e-11	3,35912396e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9,082695585e-09	23,66398356	0	0,2872500581	2,585100032	33,80348017	1,441152736	37,53111811	0,8294676764	0,01967427933
3524,684	1769776145,155	30/01/2026_13:29:05,155	1	2	2,545210918e-06	6,766127626e-06	4,416687016e-10	5,813381894e-12	6,141187819e-13	1,434590944e-12	6,194667175e-12	9,863397425e-12	6,471679746e-13	2,279299796e-12	7,243635379e-12	4,268228498e-14	4,999999912e-15	1,063237091e-14	9,898933547e-15	4,999999912e-15	8,640208687e-11	1,17258243e-12	1,922446848e-13	4,999999912e-15	3,08542051e-14	6,9712916e-11	3,323715869e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,977968493e-09	23,71158071	0	0,2855250442	2,567497692	33,80115762	1,425293814	37,5264278	0,8255883742	0,02119768639
3530,42	1769776150,891	30/01/2026_13:29:10,891	1	2	2,548201337e-06	6,826030585e-06	4,420718513e-10	5,806704076e-12	6,038429305e-13	1,417805326e-12	6,118031862e-12	9,769815165e-12	6,452063276e-13	2,2528496e-12	7,22993063e-12	3,739689087e-14	4,999999912e-15	1,129595176e-14	4,999999912e-15	4,999999912e-15	8,638938176e-11	1,170382042e-12	1,908651053e-13	4,999999912e-15	3,353181177e-14	6,95578109e-11	3,265313584e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,993323531e-09	23,67838318	0	0,2832004322	2,539467759	33,83031448	1,401803858	37,59161607	0,8171568985	0,02296999089
3536,156	1769776156,627	30/01/2026_13:29:16,627	1	2	2,548701559e-06	6,886486972e-06	4,427738731e-10	5,809153939e-12	5,966774384e-13	1,389791494e-12	6,059684872e-12	9,650736807e-12	6,375614012e-13	2,215916036e-12	7,224196501e-12	3,549538999e-14	4,999999912e-15	1,545207816e-14	4,999999912e-15	5,098621652e-15	8,651285244e-11	1,172434871e-12	1,855292721e-13	4,999999912e-15	3,49948003e-14	6,974326672e-11	3,232655463e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	8,001658188e-09	23,71461776	0	0,2835590382	2,503143657	33,84304703	1,385402084	37,60991788	0,8031039504	0,02221576431
3541,892	1769776162,363	30/01/2026_13:29:22,363	1	2	2,547907798e-06	6,807738828e-06	4,431085499e-10	5,819975144e-12	5,86049926e-13	1,381469049e-12	6,009545292e-12	9,60416642e-12	6,374077156e-13	2,191370566e-12	7,23736392e-12	2,993206743e-14	4,999999912e-15	1,130904859e-14	4,999999912e-15	6,306942951e-15	8,660985817e-11	1,173722794e-12	1,839474753e-13	4,999999912e-15	3,903597077e-14	6,944436692e-11	3,224164425e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,96193811e-09	23,62836601	0	0,2810552416	2,486555458	33,90392962	1,383099015	37,66060706	0,7952418944	0,02493541832
3547,628	1769776168,099	30/01/2026_13:29:28,099	1	2	2,537491582e-06	6,831264272e-06	4,43274556e-10	5,813757895e-12	5,761455766e-13	1,392667448e-12	6,009641135e-12	9,603168954e-12	6,397816847e-13	2,178113592e-12	7,250638891e-12	2,60349671e-14	4,999999912e-15	1,182420047e-14	4,999999912e-15	1,192121624e-14	8,666734691e-11	1,183702658e-12	1,763618277e-13	4,999999912e-15	3,884485303e-14	6,954840176e-11	3,233031464e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,924288323e-09	23,64732906	0	0,2832817999	2,484304542	33,89857411	1,385478136	37,64840882	0,790370051	0,02468318722
3553,364	1769776173,835	30/01/2026_13:29:33,835	1	2	2,536109605e-06	6,92087724e-06	4,432466061e-10	5,820613089e-12	5,721539236e-13	1,388580765e-12	6,004934831e-12	9,607413823e-12	6,447425059e-13	2,183590548e-12	7,269494902e-12	1,922790201e-14	4,999999912e-15	1,175386286e-14	4,999999912e-15	2,031059647e-14	8,663957746e-11	1,188816949e-12	1,730084853e-13	4,999999912e-15	3,429629288e-14	6,952313725e-11	3,262629533e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,850023237e-09	23,64178784	0	0,2837296699	2,483903947	33,88706304	1,398561957	37,64976758	0,7927447587	0,02242972157
3559,1	1769776179,571	30/01/2026_13:29:39,571	1	2	2,534441819e-06	6,865393971e-06	4,431932321e-10	5,829829675e-12	5,674317353e-13	1,404716838e-12	6,038275782e-12	9,653338025e-12	6,526284504e-13	2,193936656e-12	7,255737244e-12	1,428061974e-14	4,999999912e-15	6,42627634e-15	4,999999912e-15	2,101346441e-14	8,670258955e-11	1,200532946e-12	1,668446468e-13	4,999999912e-15	3,13009506e-14	6,952659976e-11	3,290358654e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,89562521e-09	23,63128412	0	0,2861336729	2,496714833	33,89291483	1,409731192	37,62737105	0,7965297558	0,02074132039
3564,836	1769776185,307	30/01/2026_13:29:45,307	1	2	2,537343789e-06	6,78430888e-06	4,429584755e-10	5,836261162e-12	5,732981906e-13	1,413389046e-12	6,038130065e-12	9,675209418e-12	6,507744105e-13	2,203844746e-12	7,288500532e-12	1,253725652e-14	8,13665609e-15	4,999999912e-15	4,999999912e-15	2,182353961e-14	8,645326122e-11	1,207080551e-12	1,607220216e-13	1,040680603e-14	2,924713965e-14	6,969712307e-11	3,283299414e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9,704240861e-09	23,7018208	0	0,2816791664	2,503920751	33,81542022	1,408690254	37,62661403	0,8001401225	0,02047596137
3570,572	1769776191,043	30/01/2026_13:29:51,043	1	2	2,54838892e-06	6,931493317e-06	4,429585587e-10	5,839037587e-12	5,660991424e-13	1,428800329e-12	6,012633967e-12	9,65715008e-12	6,571148248e-13	2,204938706e-12	7,282041289e-12	1,335363874e-14	2,036200967e-14	4,999999912e-15	4,999999912e-15	2,199962929e-14	8,661813627e-11	1,211267089e-12	1,672875299e-13	2,169694376e-14	2,262828359e-14	6,96137939e-11	3,253084e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,716182141e-08	23,67000768	0	0,2875053293	2,496304998	33,87272271	1,395836493	37,6210242	0,8009585078	0,01720367379
3576,308	1769776196,779	30/01/2026_13:29:56,779	1	2	2,543575647e-06	6,915575341e-06	4,433285405e-10	5,843133703e-12	5,649656632e-13	1,426296906e-12	5,961975271e-12	9,60396606e-12	6,462177256e-13	2,193970049e-12	7,282891304e-12	1,170583948e-14	2,985542789e-14	4,999999912e-15	1,380524621e-14	1,876077689e-14	8,655741401e-11	1,214068451e-12	1,63986595e-13	2,884646935e-14	2,435272239e-14	6,953058962e-11	3,196944662e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,271369026e-08	23,65602238	0	0,2815849651	2,48063242	33,87400501	1,373552114	37,67466233	0,7968059636	0,01867079256
3582,044	1769776202,515	30/01/2026_13:30:02,515	1	2	2,5463155e-06	6,897043022e-06	4,442839985e-10	5,844413495e-12	5,624852797e-13	1,415116288e-12	5,888736547e-12	9,506575215e-12	6,36616519e-13	2,178831117e-12	7,272747075e-12	1,873312974e-14	2,811255257e-14	4,999999912e-15	2,578418436e-14	1,672297487e-14	8,669147344e-11	1,21182296e-12	1,710837282e-13	3,140717531e-14	2,529911231e-14	6,95852681e-11	3,160468632e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,158994135e-08	23,65008776	0	0,2835528519	2,446865511	33,88979287	1,356524581	37,71749071	0,7901062371	0,01895095394
3587,78	1769776208,251	30/01/2026_13:30:08,251	1	2	2,544680683e-06	6,812965239e-06	4,445515622e-10	5,840316512e-12	5,689149781e-13	1,413625618e-12	5,872777091e-12	9,484498256e-12	6,309989423e-13	2,169495486e-12	7,252799056e-12	2,657728502e-14	2,686444613e-14	4,999999912e-15	3,032982733e-14	1,167964414e-14	8,667864343e-11	1,211659679e-12	1,737123493e-13	3,165699582e-14	2,395787629e-14	6,94831484e-11	3,147657482e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,085440955e-08	23,62297832	0	0,2845900236	2,441153604	33,89608066	1,351476351	37,75282622	0,7867242937	0,01815914898
3593,516	1769776213,987	30/01/2026_13:30:13,987	1	2	2,553526201e-06	6,923537512e-06	4,445742385e-10	5,829133183e-12	5,704808913e-13	1,408270419e-12	5,865048898e-12	9,474710946e-12	6,280728975e-13	2,175535793e-12	7,255009093e-12	2,311578663e-14	2,705071884e-14	4,999999912e-15	3,251073049e-14	7,659339471e-15	8,669619189e-11	1,203386024e-12	1,821371287e-13	2,972058024e-14	2,098533614e-14	6,95058594e-11	3,14391525e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,101900059e-08	23,62809245	0	0,2864076452	2,437602592	33,89858332	1,349391696	37,75061953	0,7884566378	0,01654667935
3599,252	1769776219,723	30/01/2026_13:30:19,723	1	2	2,551876605e-06	6,841757568e-06	4,445157575e-10	5,808869878e-12	5,777337701e-13	1,398689216e-12	5,864933973e-12	9,48877435e-12	6,193552073e-13	2,181802915e-12	7,264022717e-12	3,234968581e-14	1,390517323e-14	4,999999912e-15	2,877565062e-14	4,999999912e-15	8,668702561e-11	1,19373901e-12	1,868947434e-13	2,173234804e-14	2,391713062e-14	6,953371212e-11	3,16360306e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,315352356e-08	23,63472792	0	0,2858279571	2,439209775	33,89150564	1,357192762	37,74084994	0,7897399254	0,01866367749
3604,988	1769776225,459	30/01/2026_13:30:25,459	1	2	2,548449629e-06	6,810354535e-06	4,445573076e-10	5,815458792e-12	5,847468777e-13	1,39903551e-12	5,923809186e-12	9,53445916e-12	6,18577997e-13	2,192995785e-12	7,254802661e-12	3,557349998e-14	1,204927407e-14	4,999999912e-15	2,189048401e-14	4,999999912e-15	8,667326579e-11	1,18578476e-12	1,929242492e-13	1,213464652e-14	2,612422573e-14	6,956749066e-11	3,192373449e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,218502752e-08	23,63629451	0	0,2894075284	2,456252011	33,87101691	1,368364526	37,72926957	0,7931169115	0,01891314294
3610,724	1769776231,195	30/01/2026_13:30:31,195	1	2	2,542137963e-06	6,902330369e-06	4,44202064e-10	5,807885423e-12	5,886993909e-13	1,388942238e-12	5,940298167e-12	9,552028439e-12	6,185644987e-13	2,19418342e-12	7,238385672e-12	4,542829464e-14	4,999999912e-15	5,477467302e-15	1,09064335e-14	4,999999912e-15	8,650671152e-11	1,180476181e-12	1,886885559e-13	4,999999912e-15	3,204020369e-14	6,958091048e-11	3,188118172e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,990447158e-09	23,65984022	0	0,285247457	2,464935888	33,84002543	1,367792905	37,73032862	0,7941569564	0,0223048254
3616,46	1769776236,931	30/01/2026_13:30:36,931	1	2	2,546463065e-06	6,881195986e-06	4,443262147e-10	5,800268252e-12	5,877995573e-13	1,371345962e-12	5,921038399e-12	9,509215464e-12	6,16620741e-13	2,182685239e-12	7,239582198e-12	3,69166774e-14	4,999999912e-15	7,649147971e-15	4,999999912e-15	5,736015639e-15	8,653506384e-11	1,175827664e-12	1,926899531e-13	4,999999912e-15	3,492980238e-14	6,958250642e-11	3,149133948e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	8,108692727e-09	23,66229792	0	0,2883534166	2,453814637	33,85561441	1,350881173	37,7439323	0,7901646499	0,02349991092
3622,196	1769776242,667	30/01/2026_13:30:42,667	1	2	2,540766218e-06	6,868032415e-06	4,447416879e-10	5,806108198e-12	5,716416923e-13	1,364173748e-12	5,851970384e-12	9,414207261e-12	6,200929527e-13	2,160466034e-12	7,218837941e-12	3,277896888e-14	4,999999912e-15	7,399822129e-15	4,999999912e-15	4,999999912e-15	8,684127029e-11	1,18033968e-12	1,88352399e-13	4,999999912e-15	3,435451115e-14	6,941810321e-11	3,103929223e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	8,099206576e-09	23,59578287	0	0,2876676804	2,42223356	33,96408194	1,330603751	37,76242677	0,7826252968	0,02274785008
3627,932	1769776248,403	30/01/2026_13:30:48,403	1	2	2,549814553e-06	6,883841252e-06	4,452866964e-10	5,804314061e-12	5,645504138e-13	1,346891891e-12	5,778680052e-12	9,31598635e-12	6,15267982e-13	2,126146264e-12	7,231731273e-12	2,451765326e-14	4,999999912e-15	1,163016894e-14	4,999999912e-15	1,065225585e-14	8,692727788e-11	1,179474704e-12	1,805354369e-13	4,999999912e-15	3,618275384e-14	6,95056096e-11	3,080888626e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,909746551e-09	23,61151294	0	0,2814030791	2,389154119	33,9804444	1,319707729	37,78598919	0,7701422104	0,0234523069
3633,668	1769776254,139	30/01/2026_13:30:54,139	1	2	2,556248091e-06	6,95278186e-06	4,457613167e-10	5,811127621e-12	5,550743242e-13	1,343912069e-12	5,751244099e-12	9,286064105e-12	6,195874976e-13	2,101353596e-12	7,243340476e-12	2,472575232e-14	4,999999912e-15	9,905721669e-15	4,999999912e-15	1,770185357e-14	8,664952783e-11	1,180284386e-12	1,756735084e-13	4,999999912e-15	3,330188637e-14	6,940696629e-11	3,065193715e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,774973922e-09	23,60783968	0	0,277233744	2,383246907	33,91531448	1,315712424	37,87294859	0,7630311302	0,02221820389
3639,404	1769776259,875	30/01/2026_13:30:59,875	1	2	2,54709721e-06	6,987510915e-06	4,458343694e-10	5,814419692e-12	5,475964192e-13	1,347912992e-12	5,743777849e-12	9,282397767e-12	6,260079803e-13	2,094799377e-12	7,230930698e-12	1,706544384e-14	4,999999912e-15	1,01618441e-14	4,999999912e-15	1,874186434e-14	8,674663765e-11	1,18519734e-12	1,698817139e-13	4,999999912e-15	3,356576762e-14	6,925427593e-11	3,082901556e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,726794585e-09	23,55711658	0	0,2756206211	2,38058521	33,95481595	1,323151008	37,88090135	0,7613890827	0,02237796406
3645,14	1769776265,611	30/01/2026_13:31:05,611	1	2	2,550066256e-06	6,84962788e-06	4,458741432e-10	5,818022279e-12	5,481751663e-13	1,360250129e-12	5,764332154e-12	9,306405473e-12	6,290587083e-13	2,100779837e-12	7,266195892e-12	1,257606927e-14	4,999999912e-15	8,497554806e-15	4,999999912e-15	2,151310373e-14	8,692778442e-11	1,200852026e-12	1,667932285e-13	4,999999912e-15	3,163372613e-14	6,928701363e-11	3,122037568e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,851806406e-09	23,54414622	0	0,2846760059	2,384614781	33,98089063	1,337811368	37,84396556	0,7628579186	0,02096257959
3650,876	1769776271,347	30/01/2026_13:31:11,347	1	2	2,548052635e-06	6,912925983e-06	4,455784075e-10	5,828524729e-12	5,495061871e-13	1,368434012e-12	5,797496597e-12	9,363737216e-12	6,268816304e-13	2,116664916e-12	7,263587301e-12	1,080650902e-14	4,999999912e-15	4,999999912e-15	4,999999912e-15	2,167220024e-14	8,684677977e-11	1,199940104e-12	1,633356129e-13	4,999999912e-15	2,750863332e-14	6,948511211e-11	3,148322748e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,763652969e-09	23,60090201	0	0,2788662782	2,400460806	33,93766565	1,349091192	37,80310014	0,7677165572	0,0191423777
3656,612	1769776277,083	30/01/2026_13:31:17,083	1	2	2,545237521e-06	6,771315384e-06	4,451099767e-10	5,841893375e-12	5,506626513e-13	1,38680495e-12	5,827709842e-12	9,397856625e-12	6,34361487e-13	2,129278958e-12	7,274261488e-12	1,277979594e-14	1,353651485e-14	4,999999912e-15	4,999999912e-15	2,538788136e-14	8,689814146e-11	1,209269121e-12	1,642242521e-13	1,269442179e-14	2,772012559e-14	6,942649233e-11	3,136495621e-12	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,296696519e-08	23,58780679	0	0,2847659189	2,413336027	33,96277257	1,344728983	37,77344692	0,7728242792	0,01914346809
