PV MassSpec-23.06.00
EXPORTED SCAN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\04-002-2026\MCD 256_kwinda_New_1%MeOH - Oxidative coupling_removed, Position 1, RGA PrismaPro A 100 47507368, 04-002-2026 12'42'48.isi
04/02/2026 12:42:48
SensorID:  RGA PrismaPro A 100 47507368
52 Bins
171 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	2_amu_(_)	12_amu_(_)	13_amu_(_)	14_amu_(_)	15_amu_(_)	16_amu_(_)	17_amu_(_)	18_amu_(_)	20_amu_(_)	22_amu_(_)	24_amu_(_)	25_amu_(_)	26_amu_(_)	27_amu_(_)	28_amu_(_)	29_amu_(_)	30_amu_(_)	31_amu_(_)	32_amu_(_)	40_amu_(_)	44_amu_(_)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_MCD	Sig:_MCD_Ar	Sig:_MCD_CH2CH2	Sig:_MCD_CH3CH3	Sig:_MCD_CH4	Sig:_MCD_CO	Sig:_MCD_CO2	Sig:_MCD_H2	Sig:_MCD_H2O	Sig:_MCD_O2
65,917	1770205433,956	04/02/2026_12:43:53,956	1	2	2,777176178e-06	2,200983772e-06	3,00241971e-12	7,005908007e-12	5,960417056e-12	1,207648911e-11	7,017130627e-11	9,313580462e-11	9,721026067e-13	8,716952263e-14	1,147175757e-11	6,255743536e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,298983131e-14	7,421915513e-12	9,460282628e-14	1,13017658e-14	4,999999912e-15	2,853941313e-14	1,105367881e-10	6,829518895e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,131568722e-09	39,71290981	0	0,2660540979	30,10320896	0	30,58251372	0,2710195727	0,0294532777	0
71,653	1770205439,692	04/02/2026_12:43:59,692	1	2	2,779280749e-06	2,241853508e-06	3,004000911e-12	7,020385141e-12	5,943541232e-12	1,206894133e-11	7,010365899e-11	9,318668059e-11	9,752332405e-13	8,545331868e-14	1,146840348e-11	6,23023768e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,415498781e-14	7,417751309e-12	9,774902513e-14	4,999999912e-15	4,999999912e-15	1,617290151e-14	1,106047406e-10	6,838447864e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,856230209e-09	39,71398875	0	0,2481446141	30,08211917	0	30,60793854	0,2708654286	0,02911240566	0
77,389	1770205445,428	04/02/2026_12:44:05,428	1	2	2,787664243e-06	2,232421366e-06	2,991847005e-12	7,013749824e-12	5,950723855e-12	1,209365941e-11	7,015020509e-11	9,3173462e-11	9,74516366e-13	8,988595052e-14	1,148165504e-11	6,225997907e-13	1,657357011e-14	4,999999912e-15	4,999999912e-15	1,920074105e-14	7,446442768e-12	1,078298624e-13	5,149072629e-15	1,448192728e-14	1,666670986e-14	1,105001646e-10	6,80868209e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,290325836e-08	39,7287598	0	0,2571435427	30,13549638	0	30,51384576	0,2701599566	0,03064124061	0
83,125	1770205451,164	04/02/2026_12:44:11,164	1	2	2,771058462e-06	2,207743819e-06	2,997129671e-12	7,030288244e-12	5,954776169e-12	1,211932985e-11	7,018015336e-11	9,320414579e-11	9,749756341e-13	1,026565307e-13	1,14760753e-11	6,248248446e-13	2,013353609e-14	4,999999912e-15	5,208735936e-15	1,40836778e-14	7,44334195e-12	1,059686464e-13	4,999999912e-15	2,218249862e-14	1,61132365e-14	1,105329231e-10	6,830737365e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,510323915e-08	39,69846659	0	0,2590801617	30,11014869	0	30,57967444	0,2703768451	0,03523319882	0
88,861	1770205456,900	04/02/2026_12:44:16,900	1	2	2,770882475e-06	2,200143172e-06	3,008266162e-12	7,001082439e-12	5,962688242e-12	1,212370395e-11	7,004882091e-11	9,323092298e-11	9,692313141e-13	1,121649973e-13	1,145957374e-11	6,331458795e-13	2,410049462e-14	4,999999912e-15	2,112406489e-14	1,351419892e-14	7,452208989e-12	1,072851389e-13	1,297091707e-14	2,717781275e-14	1,637420566e-14	1,104287078e-10	6,83148399e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,709349564e-08	39,67327407	0	0,2463558813	30,10193526	0	30,59590163	0,2712576622	0,03820388304	0
94,597	1770205462,636	04/02/2026_12:44:22,636	1	2	2,78839525e-06	2,211130322e-06	3,008590989e-12	7,001361296e-12	5,962849138e-12	1,212026573e-11	7,012056213e-11	9,322699557e-11	9,670669213e-13	1,212853873e-13	1,148377574e-11	6,394159833e-13	2,571190873e-14	4,999999912e-15	2,813728932e-14	6,844412461e-15	7,491657468e-12	1,000604154e-13	1,674383221e-14	2,303041587e-14	1,901398554e-14	1,104737274e-10	6,810915026e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,810039818e-08	39,70175769	0	0,2478500848	30,12801775	0	30,51162369	0,2713842692	0,04125569249	0
100,333	1770205468,372	04/02/2026_12:44:28,372	1	2	2,783693844e-06	2,22643871e-06	2,999128506e-12	6,9892204e-12	5,989163158e-12	1,213933641e-11	7,019228948e-11	9,322184691e-11	9,586890743e-13	1,261327604e-13	1,147007402e-11	6,463005586e-13	2,393702234e-14	4,999999912e-15	2,841136208e-14	4,999999912e-15	7,492425083e-12	9,361327496e-14	2,48373235e-14	2,291254277e-14	1,996716188e-14	1,105847219e-10	6,830763039e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,730007245e-08	39,69625391	0	0,2666992973	30,1008626	0	30,5626275	0,2703680611	0,04217717777	0
106,069	1770205474,108	04/02/2026_12:44:34,108	1	2	2,77993081e-06	2,18752848e-06	3,001893005e-12	6,992540661e-12	5,98835391e-12	1,208408981e-11	7,0071067e-11	9,326674849e-11	9,577177376e-13	1,309470924e-13	1,14562344e-11	6,49184428e-13	1,527599695e-14	4,999999912e-15	2,719333039e-14	4,999999912e-15	7,470464351e-12	8,397044182e-14	2,903661469e-14	1,603271247e-14	2,302556576e-14	1,108574205e-10	6,834064564e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,176602345e-08	39,75046469	0	0,2418929334	30,05456288	0	30,54952265	0,2701713668	0,0438193782	0
111,805	1770205479,844	04/02/2026_12:44:39,844	1	2	2,775568646e-06	2,18752848e-06	2,999514916e-12	6,988198215e-12	5,981172588e-12	1,210312232e-11	6,99964392e-11	9,323958272e-11	9,481491113e-13	1,3275256e-13	1,14547408e-11	6,538033461e-13	4,999999912e-15	7,199488672e-15	2,226399674e-14	4,999999912e-15	7,473858338e-12	7,786917541e-14	3,13640139e-14	7,634113136e-15	2,805385319e-14	1,102298183e-10	6,826977178e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,447991174e-09	39,62950079	0	0,2332317423	30,11566763	0	30,59812166	0,2705932273	0,04376540667	0
117,541	1770205485,580	04/02/2026_12:44:45,580	1	2	2,777728469e-06	2,204362318e-06	2,978515438e-12	6,979112167e-12	5,990678006e-12	1,210080647e-11	7,00386138e-11	9,317421834e-11	9,539942621e-13	1,209273973e-13	1,145131819e-11	6,597453703e-13	4,999999912e-15	9,127176418e-15	8,711950703e-15	4,999999912e-15	7,481381833e-12	7,109267466e-14	3,451021614e-14	4,999999912e-15	3,103319332e-14	1,105981487e-10	6,818345194e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,777502598e-09	39,72768381	0	0,2452154163	30,08695156	0	30,53162323	0,2686521731	0,04000853304	0
123,277	1770205491,316	04/02/2026_12:44:51,316	1	2	2,781599278e-06	2,210285629e-06	2,964728072e-12	6,963262866e-12	5,985237913e-12	1,208663118e-11	7,009372249e-11	9,324487016e-11	9,60833843e-13	1,106903604e-13	1,146118703e-11	6,507677426e-13	4,999999912e-15	1,267793176e-14	4,999999912e-15	4,999999912e-15	7,449311133e-12	7,110430951e-14	3,020662469e-14	4,999999912e-15	3,114184054e-14	1,107959627e-10	6,822654247e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,817664805e-09	39,76186048	0	0,2442372688	30,08204718	0	30,52233447	0,2671899506	0,03683690011	0
129,013	1770205497,052	04/02/2026_12:44:57,052	1	2	2,773728966e-06	2,25132294e-06	2,951283749e-12	6,970000532e-12	5,984311137e-12	1,211059465e-11	7,005644675e-11	9,314521376e-11	9,717333275e-13	1,040186139e-13	1,143832425e-11	6,466359024e-13	4,999999912e-15	1,329591514e-14	4,999999912e-15	7,700086838e-15	7,447912079e-12	7,109751291e-14	1,971443604e-14	4,999999912e-15	3,571027886e-14	1,102185149e-10	6,809560554e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,623257375e-09	39,66720249	0	0,2380950609	30,14397961	0	30,54892173	0,2666348799	0,03558859992	0
134,749	1770205502,788	04/02/2026_12:45:02,788	1	2	2,775941311e-06	2,210285629e-06	2,933534925e-12	6,982473627e-12	5,961988715e-12	1,20821738e-11	7,00776312e-11	9,301823894e-11	9,682511954e-13	9,638014535e-14	1,144725894e-11	6,351477504e-13	4,999999912e-15	9,136393831e-15	4,999999912e-15	1,286953569e-14	7,436141113e-12	7,946846848e-14	1,313341356e-14	4,999999912e-15	2,897015988e-14	1,103721212e-10	6,811379932e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,896506647e-09	39,71717914	0	0,2555744643	30,11603816	0	30,55020472	0,2651439164	0,03258256621	0
140,485	1770205508,524	04/02/2026_12:45:08,524	1	2	2,78319726e-06	2,219624321e-06	2,927473802e-12	6,988140535e-12	5,957550425e-12	1,207670942e-11	7,006425301e-11	9,31539984e-11	9,75456803e-13	8,441769554e-14	1,144158466e-11	6,287248283e-13	4,999999912e-15	1,137307411e-14	4,999999912e-15	1,852891348e-14	7,423759524e-12	9,042099751e-14	1,336382516e-14	4,999999912e-15	2,859132608e-14	1,105188926e-10	6,824569382e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,77061848e-09	39,71925596	0	0,2491997769	30,09999588	0	30,57398434	0,2642024995	0,02881589398	0
146,221	1770205514,260	04/02/2026_12:45:14,260	1	2	2,777843747e-06	2,221323484e-06	2,918297114e-12	6,999742366e-12	5,938812376e-12	1,206625945e-11	7,005145769e-11	9,315602456e-11	9,765225737e-13	8,830848379e-14	1,144684608e-11	6,262359338e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,700237715e-14	7,427695611e-12	9,757147347e-14	9,81549572e-15	4,999999912e-15	1,850029393e-14	1,104942457e-10	6,812467951e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,782602978e-09	39,732391	0	0,2451991078	30,11782033	0	30,53798245	0,2635288738	0,03032788499	0
151,957	1770205519,996	04/02/2026_12:45:19,996	1	2	2,775215307e-06	2,225585831e-06	2,911607804e-12	7,006804859e-12	5,940158521e-12	1,209200535e-11	7,003876645e-11	9,314474886e-11	9,7018075e-13	8,431826065e-14	1,146143597e-11	6,192596349e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,362139771e-14	7,420176452e-12	1,035097843e-13	4,999999912e-15	5,316910513e-15	1,8076337e-14	1,104548814e-10	6,81616083e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,773111022e-09	39,72271599	0	0,2444236271	30,11599931	0	30,5574984	0,2629487217	0,02833035414	0
157,693	1770205525,732	04/02/2026_12:45:25,732	1	2	2,781450803e-06	2,238419711e-06	2,912906678e-12	7,013421094e-12	5,950550816e-12	1,209992957e-11	7,006142888e-11	9,29819069e-11	9,711683497e-13	9,118304256e-14	1,146567303e-11	6,247409274e-13	1,094378426e-14	4,999999912e-15	4,999999912e-15	1,726140999e-14	7,429469366e-12	1,061835217e-13	4,999999912e-15	1,69199168e-14	1,743603431e-14	1,105053757e-10	6,819578929e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9,652734193e-09	39,74436823	0	0,2680089109	30,08815933	0	30,57116573	0,2632383244	0,03099067092	0
163,429	1770205531,468	04/02/2026_12:45:31,468	1	2	2,777791224e-06	2,214524557e-06	2,913742381e-12	7,01158966e-12	5,96957813e-12	1,213783848e-11	7,015830972e-11	9,323852801e-11	9,643191193e-13	1,109469707e-13	1,146467209e-11	6,235321504e-13	2,373037341e-14	4,999999912e-15	2,277186415e-14	7,7267616e-15	7,456060075e-12	1,010572444e-13	9,205272856e-15	2,561246706e-14	1,434707455e-14	1,102157879e-10	6,821669618e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,693086394e-08	39,63957767	0	0,2484972192	30,15806294	0	30,58206195	0,2630836951	0,03728679468	0
169,165	1770205537,204	04/02/2026_12:45:37,204	1	2	2,782396905e-06	2,216222128e-06	2,927099318e-12	7,007709083e-12	5,966904054e-12	1,210193838e-11	7,014933079e-11	9,307934284e-11	9,662609254e-13	1,184670987e-13	1,146483949e-11	6,385923149e-13	1,84173423e-14	4,999999912e-15	2,421108493e-14	4,999999912e-15	7,455415625e-12	1,014351228e-13	1,40516625e-14	2,897258239e-14	1,540599449e-14	1,104366459e-10	6,801390701e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,404018613e-08	39,73285873	0	0,2644967698	30,13899466	0	30,50010225	0,2645395178	0,04028121607	0
174,901	1770205542,940	04/02/2026_12:45:42,940	1	2	2,778753242e-06	2,236702585e-06	2,924199511e-12	6,996455932e-12	5,980940569e-12	1,212518193e-11	7,002910057e-11	9,311851984e-11	9,633639372e-13	1,258712779e-13	1,146519771e-11	6,438892388e-13	2,503377246e-14	4,999999912e-15	2,942661577e-14	4,999999912e-15	7,474128087e-12	8,978942264e-14	2,588362433e-14	2,251137949e-14	1,567763456e-14	1,102054004e-10	6,810212116e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,765214397e-08	39,66596917	0	0,2480268187	30,13610454	0	30,55487235	0,2641906527	0,04275148521	0
180,637	1770205548,676	04/02/2026_12:45:48,676	1	2	2,784437129e-06	2,211130322e-06	2,918206041e-12	6,972823794e-12	5,986770975e-12	1,209240173e-11	6,992433715e-11	9,30389446e-11	9,55899639e-13	1,338653038e-13	1,144778283e-11	6,47112084e-13	7,219858121e-15	4,999999912e-15	2,736795132e-14	4,999999912e-15	7,464827367e-12	8,24104443e-14	3,046856116e-14	1,057270082e-14	2,01461518e-14	1,104661571e-10	6,838842687e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,990597243e-09	39,69509252	0	0,2517399565	30,04412582	0	30,63352324	0,2632733105	0,04502093754	0
186,373	1770205554,412	04/02/2026_12:45:54,412	1	2	2,774891527e-06	2,231566214e-06	2,914588059e-12	6,970053874e-12	5,987284887e-12	1,210681208e-11	6,998950725e-11	9,310292121e-11	9,520485528e-13	1,255593801e-13	1,143026472e-11	6,512066819e-13	4,999999912e-15	4,999999912e-15	2,406993028e-14	4,999999912e-15	7,463165502e-12	7,77580989e-14	3,661980251e-14	4,999999912e-15	2,150484685e-14	1,100751088e-10	6,797556962e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,632870638e-09	39,66035917	0	0,2470737608	30,16066873	0	30,53106706	0,2636369603	0,04167831311	0
192,109	1770205560,148	04/02/2026_12:46:00,148	1	2	2,776714155e-06	2,22643871e-06	2,904117485e-12	6,970847077e-12	5,986505562e-12	1,207931671e-11	7,000543895e-11	9,290763298e-11	9,578301693e-13	1,24208437e-13	1,141323234e-11	6,559308218e-13	4,999999912e-15	8,430603627e-15	7,790307706e-15	4,999999912e-15	7,471403704e-12	7,210745401e-14	3,29870781e-14	4,999999912e-15	2,914527886e-14	1,104222894e-10	6,815817355e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,175557704e-09	39,72895857	0	0,2708689029	30,07519804	0	30,56516879	0,262608332	0,04178937747	0
197,845	1770205565,884	04/02/2026_12:46:05,884	1	2	2,786528512e-06	2,238419711e-06	2,890963944e-12	6,965645942e-12	5,988698686e-12	1,206425237e-11	6,996588725e-11	9,289174291e-11	9,601565419e-13	1,166432131e-13	1,141959964e-11	6,519241527e-13	4,999999912e-15	1,333957291e-14	4,999999912e-15	4,999999912e-15	7,470054957e-12	7,213073048e-14	3,15396106e-14	4,999999912e-15	3,711215905e-14	1,10344317e-10	6,825284782e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,163519009e-09	39,70234367	0	0,268915201	30,06236043	0	30,6084544	0,2614263397	0,0393110496	0
203,581	1770205571,620	04/02/2026_12:46:11,620	1	2	2,775741677e-06	2,25132294e-06	2,87388841e-12	6,984459885e-12	5,981077612e-12	1,204750015e-11	6,991721785e-11	9,302690562e-11	9,665653694e-13	1,039536228e-13	1,142635639e-11	6,453211988e-13	4,999999912e-15	1,919928077e-14	4,999999912e-15	4,999999912e-15	7,46173609e-12	7,15176006e-14	3,18190095e-14	4,999999912e-15	3,332855774e-14	1,104431477e-10	6,798169666e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,710628102e-09	39,75101894	0	0,2369210234	30,09935261	0	30,50354132	0,2597486726	0,03524277338	0
209,317	1770205577,356	04/02/2026_12:46:17,356	1	2	2,783876198e-06	2,200983772e-06	2,862328647e-12	6,977751276e-12	5,963138403e-12	1,205785732e-11	7,006287217e-11	9,298171261e-11	9,686310998e-13	9,606581481e-14	1,142272995e-11	6,417913076e-13	4,999999912e-15	1,059550126e-14	4,999999912e-15	9,990130197e-15	7,439334739e-12	7,698487301e-14	2,233821038e-14	4,999999912e-15	3,384420091e-14	1,102772457e-10	6,804638797e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,069031683e-09	39,71222424	0	0,2624259681	30,12927135	0	30,54269646	0,2590244585	0,03255564775	0
215,053	1770205583,092	04/02/2026_12:46:23,092	1	2	2,787917992e-06	2,240997219e-06	2,847784725e-12	6,993099676e-12	5,957524838e-12	1,205099388e-11	6,997216695e-11	9,305468202e-11	9,743426769e-13	8,677855255e-14	1,142144105e-11	6,304027396e-13	4,999999912e-15	8,347662161e-15	4,999999912e-15	1,546080768e-14	7,42301446e-12	9,106079199e-14	1,083125085e-14	4,999999912e-15	2,804949266e-14	1,107057779e-10	6,795889546e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,650286279e-09	39,81562137	0	0,2374905884	30,09380347	0	30,47084154	0,2571848703	0,02967645283	0
220,789	1770205588,828	04/02/2026_12:46:28,828	1	2	2,786323194e-06	2,20605466e-06	2,839012228e-12	7,000933687e-12	5,943551207e-12	1,205459864e-11	6,985902828e-11	9,307846854e-11	9,759128184e-13	8,337188091e-14	1,144287963e-11	6,231582091e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,871712759e-14	7,408750696e-12	9,599549074e-14	4,999999912e-15	4,999999912e-15	2,46156482e-14	1,102591143e-10	6,811398667e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,355928323e-09	39,70262061	0	0,2215270261	30,10912896	0	30,57850418	0,2565408498	0,02867940346	0
