PV MassSpec-23.06.00
EXPORTED SCAN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\30-001-2026\MCD 256_kwinda_New_1%MeOH - Oxidative coupling_removed, Position 1, RGA PrismaPro A 100 47507368, 30-001-2026 12'09'37.isi
30/01/2026 12:09:37
SensorID:  RGA PrismaPro A 100 47507368
52 Bins
209 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	2_amu_(_)	12_amu_(_)	13_amu_(_)	14_amu_(_)	15_amu_(_)	16_amu_(_)	17_amu_(_)	18_amu_(_)	20_amu_(_)	22_amu_(_)	24_amu_(_)	25_amu_(_)	26_amu_(_)	27_amu_(_)	28_amu_(_)	29_amu_(_)	30_amu_(_)	31_amu_(_)	32_amu_(_)	40_amu_(_)	44_amu_(_)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_MCD	Sig:_MCD_Ar	Sig:_MCD_CH2CH2	Sig:_MCD_CH3CH3	Sig:_MCD_CH4	Sig:_MCD_CO	Sig:_MCD_CO2	Sig:_MCD_H2	Sig:_MCD_H2O	Sig:_MCD_O2
180,578	1769771557,630	30/01/2026_12:12:37,630	1	2	2,831490065e-06	2,194246917e-06	2,827199412e-12	6,935604435e-12	5,876187991e-12	1,193269095e-11	6,975515304e-11	9,286429264e-11	9,756328774e-13	9,418082091e-14	1,135321524e-11	6,176627677e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,509216031e-14	7,344296178e-12	9,408572283e-14	4,999999912e-15	4,999999912e-15	2,537575693e-14	1,095061056e-10	6,792706675e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,72069544e-09	39,60483719	0	0,2340564727	30,17944357	0	30,62656013	0,2567898462	0,03288870404	0
186,314	1769771563,366	30/01/2026_12:12:43,366	1	2	2,834456382e-06	2,212825393e-06	2,818909169e-12	6,934247447e-12	5,876621672e-12	1,195676978e-11	6,979936767e-11	9,260781725e-11	9,767685792e-13	9,445293533e-14	1,137423402e-11	6,204087266e-13	1,187949648e-14	4,999999912e-15	4,999999912e-15	1,57135369e-14	7,355054933e-12	1,010131174e-13	7,672920798e-15	4,999999912e-15	2,115802413e-14	1,098830749e-10	6,806299968e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,053122427e-08	39,69605558	0	0,2800306604	30,0966362	0	30,64552602	0,2560908763	0,03320047735	0
192,05	1769771569,102	30/01/2026_12:12:49,102	1	2	2,835580972e-06	2,193404043e-06	2,822947822e-12	6,936710754e-12	5,882896167e-12	1,193552895e-11	6,969547856e-11	9,25593005e-11	9,7222729e-13	1,010121416e-13	1,139416859e-11	6,201439102e-13	1,46143558e-14	4,999999912e-15	4,999999912e-15	1,648480445e-14	7,337975713e-12	1,082184269e-13	4,999999912e-15	1,42068923e-14	2,088152886e-14	1,093866803e-10	6,803217018e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,205779246e-08	39,60427723	0	0,2726224633	30,13341707	0	30,69979021	0,2569453268	0,03532383499	0
197,786	1769771574,838	30/01/2026_12:12:54,838	1	2	2,831837037e-06	2,245289807e-06	2,819593951e-12	6,928787839e-12	5,887333589e-12	1,19826666e-11	6,958937593e-11	9,263491363e-11	9,702705219e-13	1,138171588e-13	1,13701765e-11	6,219124608e-13	2,768908692e-14	4,999999912e-15	1,612876092e-14	1,006337737e-14	7,360029253e-12	1,082931149e-13	5,907247585e-15	2,220967144e-14	2,135981957e-14	1,100312827e-10	6,787610751e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,937251161e-08	39,75319691	0	0,2434152645	30,0748187	0	30,57173656	0,2558279452	0,03970611385	0
203,522	1769771580,574	30/01/2026_12:13:00,574	1	2	2,842336244e-06	2,22473318e-06	2,820344002e-12	6,924213806e-12	5,885959255e-12	1,198574139e-11	6,967822846e-11	9,275123725e-11	9,657623009e-13	1,121494458e-13	1,13808624e-11	6,229573064e-13	2,915497569e-14	4,999999912e-15	2,659766464e-14	9,573448432e-15	7,369043743e-12	1,023198927e-13	7,120908579e-15	3,186364136e-14	1,68146611e-14	1,099528454e-10	6,792791329e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,009112071e-08	39,71257305	0	0,2395189059	30,10368462	0	30,58489516	0,255728324	0,03856280469	0
209,258	1769771586,310	30/01/2026_12:13:06,310	1	2	2,822107717e-06	2,212825393e-06	2,819376243e-12	6,910993479e-12	5,905040779e-12	1,198514378e-11	6,961497351e-11	9,249485206e-11	9,652236692e-13	1,31070339e-13	1,135621892e-11	6,377841506e-13	2,906475313e-14	4,999999912e-15	2,831192041e-14	4,999999912e-15	7,384959831e-12	9,751861184e-14	1,98133949e-14	2,915788609e-14	2,256086824e-14	1,097958044e-10	6,774763389e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2,040810978e-08	39,72935195	0	0,2638060061	30,09987385	0	30,55679686	0,2563058679	0,04563323408	0
214,994	1769771592,046	30/01/2026_12:13:12,046	1	2	2,822292345e-06	2,214524557e-06	2,823695487e-12	6,893548232e-12	5,901807688e-12	1,196743052e-11	6,966330984e-11	9,265890832e-11	9,528097712e-13	1,408591397e-13	1,135931106e-11	6,455182526e-13	1,770816566e-14	4,999999912e-15	2,884550373e-14	4,999999912e-15	7,387689419e-12	8,879697108e-14	3,07237112e-14	2,112309757e-14	1,879473275e-14	1,096350094e-10	6,781979839e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,354373587e-08	39,66451398	0	0,2597961319	30,13440006	0	30,58537577	0,2566407022	0,04792567581	0
220,73	1769771597,782	30/01/2026_12:13:17,782	1	2	2,831487791e-06	2,22473318e-06	2,813442838e-12	6,893417694e-12	5,91813187e-12	1,196213614e-11	6,959668952e-11	9,261754558e-11	9,535334761e-13	1,377274895e-13	1,134448351e-11	6,50149639e-13	8,811881956e-15	4,999999912e-15	2,757848305e-14	4,999999912e-15	7,403853572e-12	8,049053232e-14	3,906119541e-14	7,985313325e-15	2,495908109e-14	1,094867877e-10	6,773197975e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	8,107997658e-09	39,64808848	0	0,2549202712	30,14458427	0	30,57574167	0,2559179462	0,04695310901	0
226,466	1769771603,518	30/01/2026_12:13:23,518	1	2	2,83584086e-06	2,195931756e-06	2,800902088e-12	6,879408935e-12	5,902013253e-12	1,195493097e-11	6,963964128e-11	9,245498811e-11	9,528862074e-13	1,360404167e-13	1,134753836e-11	6,529504585e-13	4,999999912e-15	7,291652633e-15	7,811656324e-15	4,999999912e-15	7,38747518e-12	7,43019402e-14	3,632246007e-14	4,999999912e-15	2,976423632e-14	1,095987606e-10	6,786449874e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,4263268e-09	39,67464385	0	0,2815426788	30,10340498	0	30,61892095	0,2550100517	0,04635711987	0
232,202	1769771609,254	30/01/2026_12:13:29,254	1	2	2,822833267e-06	2,209436389e-06	2,786900702e-12	6,884204578e-12	5,916744091e-12	1,19214803e-11	6,946373338e-11	9,221361175e-11	9,564603883e-13	1,259721765e-13	1,133684292e-11	6,522559185e-13	4,999999912e-15	1,015554387e-14	4,999999912e-15	4,999999912e-15	7,392121637e-12	7,037865299e-14	3,791350643e-14	4,999999912e-15	3,738961994e-14	1,09860579e-10	6,78902351e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,445018989e-09	39,75994563	0	0,2824808926	30,01404927	0	30,62361986	0,2537012004	0,04326648328	0
237,938	1769771614,990	30/01/2026_12:13:34,990	1	2	2,832039627e-06	2,207743819e-06	2,768653579e-12	6,895256501e-12	5,90132717e-12	1,191103726e-11	6,959956916e-11	9,234937814e-11	9,592307417e-13	1,145433032e-13	1,133313669e-11	6,438965572e-13	4,999999912e-15	1,759417705e-14	4,999999912e-15	6,650870515e-15	7,358899948e-12	7,290055468e-14	3,086584672e-14	4,999999912e-15	3,575152598e-14	1,096389854e-10	6,791169016e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,434638043e-09	39,69661564	0	0,2808401101	30,07784216	0	30,64554216	0,2521492794	0,03923137554	0
243,674	1769771620,726	30/01/2026_12:13:40,726	1	2	2,827688832e-06	2,22985409e-06	2,763968091e-12	6,894082961e-12	5,885279243e-12	1,192658645e-11	6,955833132e-11	9,242654558e-11	9,624537495e-13	1,061093149e-13	1,134258572e-11	6,311357144e-13	4,999999912e-15	1,274390038e-14	4,999999912e-15	1,173883141e-14	7,358014371e-12	7,751895778e-14	2,596512245e-14	4,999999912e-15	3,758365147e-14	1,09785861e-10	6,779035666e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,12627178e-09	39,73863567	0	0,2637612657	30,08207534	0	30,58578612	0,2514989134	0,03641436097	0
249,41	1769771626,462	30/01/2026_12:13:46,462	1	2	2,829896857e-06	2,18752848e-06	2,741798108e-12	6,894422533e-12	5,881296318e-12	1,192388722e-11	6,955389042e-11	9,24228194e-11	9,67057814e-13	9,749968573e-14	1,136348914e-11	6,259758337e-13	4,999999912e-15	8,864752058e-15	4,999999912e-15	1,571401971e-14	7,346951172e-12	8,264668518e-14	1,26444604e-14	4,999999912e-15	3,339017769e-14	1,091345625e-10	6,777641642e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,952697375e-09	39,60443291	0	0,2563262192	30,15617487	0	30,65589483	0,2500281047	0,03379482246	0
255,146	1769771632,198	30/01/2026_12:13:52,198	1	2	2,824803687e-06	2,192566171e-06	2,735637671e-12	6,915830755e-12	5,869478514e-12	1,190886625e-11	6,956522858e-11	9,249247895e-11	9,744605296e-13	9,055390715e-14	1,133462768e-11	6,197790762e-13	4,999999912e-15	7,210164676e-15	4,999999912e-15	1,326390576e-14	7,34434475e-12	8,617270038e-14	8,948672695e-15	4,999999912e-15	2,629885852e-14	1,095360191e-10	6,782953366e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,89584638e-09	39,67746852	0	0,2473132296	30,11770819	0	30,6275131	0,2489997646	0,0318425624	0
260,882	1769771637,934	30/01/2026_12:13:57,934	1	2	2,834570068e-06	2,227292043e-06	2,727071607e-12	6,938014399e-12	5,866866454e-12	1,192682758e-11	6,957973087e-11	9,242765581e-11	9,73275063e-13	9,553272615e-14	1,135804038e-11	6,161139307e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,440480663e-14	7,342721917e-12	9,447331155e-14	4,999999912e-15	4,999999912e-15	2,345048831e-14	1,097593197e-10	6,775346256e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,001682195e-09	39,74387915	0	0,2548099513	30,09853221	0	30,58117593	0,2481881908	0,03355600027	0
266,618	1769771643,670	30/01/2026_12:14:03,670	1	2	2,831811798e-06	2,171655296e-06	2,729087572e-12	6,932688798e-12	5,864227073e-12	1,194221284e-11	6,948993464e-11	9,226451547e-11	9,738842762e-13	9,977810949e-14	1,136658562e-11	6,123303362e-13	1,51925659e-14	4,999999912e-15	4,999999912e-15	1,722600402e-14	7,346677086e-12	1,115402123e-13	4,999999912e-15	1,331435843e-14	1,735405846e-14	1,097235289e-10	6,77043005e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,235931222e-08	39,76580029	0	0,2723973947	30,07638643	0	30,58432974	0,2486938057	0,03532869987	0
272,354	1769771649,406	30/01/2026_12:14:09,406	1	2	2,841395826e-06	2,196773494e-06	2,730148139e-12	6,921499398e-12	5,869881838e-12	1,196003366e-11	6,947742381e-11	9,235773951e-11	9,646571736e-13	1,102275958e-13	1,136596026e-11	6,206998348e-13	2,018011443e-14	4,999999912e-15	1,399442933e-14	1,55893551e-14	7,348803857e-12	1,040593799e-13	4,999999912e-15	2,418101357e-14	1,759562717e-14	1,093958396e-10	6,774267952e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,497469108e-08	39,67673608	0	0,2553515226	30,1149584	0	30,62555546	0,2487687909	0,0382621005	0
278,09	1769771655,142	30/01/2026_12:14:15,142	1	2	2,830578978e-06	2,217071597e-06	2,731471082e-12	6,913193108e-12	5,883771768e-12	1,193879197e-11	6,959988141e-11	9,240146842e-11	9,629051029e-13	1,207615144e-13	1,134980391e-11	6,246947946e-13	2,552176339e-14	4,999999912e-15	2,743102308e-14	1,590950814e-14	7,374717156e-12	1,005881779e-13	9,995467351e-15	3,308118008e-14	2,019758194e-14	1,094832766e-10	6,791082974e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,831941519e-08	39,65691823	0	0,2717370749	30,10175411	0	30,6588968	0,2486340403	0,04180584824	0
283,826	1769771660,878	30/01/2026_12:14:20,878	1	2	2,829964387e-06	2,196773494e-06	2,739697358e-12	6,911185166e-12	5,894968541e-12	1,196227492e-11	6,952802223e-11	9,229850217e-11	9,619382114e-13	1,29771763e-13	1,135102949e-11	6,300223472e-13	2,663889142e-14	4,999999912e-15	3,158278896e-14	4,999999912e-15	7,377609808e-12	9,859693899e-14	1,873022611e-14	2,609560788e-14	1,738365379e-14	1,0943009e-10	6,78253842e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,90839062e-08	39,6702931	0	0,2756174649	30,09542658	0	30,64524942	0,2496286244	0,04512118143	0
289,562	1769771666,614	30/01/2026_12:14:26,614	1	2	2,823016075e-06	2,192566171e-06	2,742030995e-12	6,885582382e-12	5,902648596e-12	1,195637166e-11	6,960570315e-11	9,231537756e-11	9,565705433e-13	1,387796399e-13	1,135144409e-11	6,355396352e-13	1,997298438e-14	4,999999912e-15	3,085808789e-14	4,999999912e-15	7,386591339e-12	8,850057053e-14	3,204554677e-14	1,893298208e-14	1,83780603e-14	1,093193105e-10	6,783573009e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,535687207e-08	39,63906691	0	0,2931347794	30,11844773	0	30,65390115	0,2500431229	0,04786757429	0
295,298	1769771672,350	30/01/2026_12:14:32,350	1	2	2,820094551e-06	2,211980018e-06	2,734159036e-12	6,913270303e-12	5,906274168e-12	1,194273933e-11	6,957492915e-11	9,224145753e-11	9,538909376e-13	1,36736488e-13	1,132976438e-11	6,489588055e-13	9,408038991e-15	4,999999912e-15	2,458508725e-14	4,999999912e-15	7,372915646e-12	8,487415144e-14	3,451166965e-14	1,232237274e-14	2,441821498e-14	1,095420699e-10	6,777527845e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9,086484524e-09	39,70587174	0	0,2931776021	30,08944311	0	30,61744594	0,2493032935	0,04692318152	0
301,034	1769771678,086	30/01/2026_12:14:38,086	1	2	2,822038823e-06	2,195931756e-06	2,724415962e-12	6,881783338e-12	5,907959885e-12	1,191136339e-11	6,945308217e-11	9,23184168e-11	9,553224097e-13	1,341282229e-13	1,133264749e-11	6,476194906e-13	4,999999912e-15	9,888748823e-15	1,638100225e-14	4,999999912e-15	7,374894098e-12	7,515664387e-14	3,573745846e-14	4,999999912e-15	3,111566045e-14	1,093580781e-10	6,747092468e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,991608608e-09	39,70308654	0	0,2587945797	30,13956705	0	30,53426168	0,2485937216	0,04617242919	0
306,77	1769771683,822	30/01/2026_12:14:43,822	1	2	2,823231625e-06	2,217071597e-06	2,709167526e-12	6,885392864e-12	5,9051917e-12	1,192007777e-11	6,933544017e-11	9,234870507e-11	9,555164819e-13	1,310334491e-13	1,130244509e-11	6,502060175e-13	4,999999912e-15	1,038158986e-14	7,137397769e-15	4,999999912e-15	7,380782617e-12	7,237424906e-14	3,64514869e-14	4,999999912e-15	3,643596248e-14	1,095517149e-10	6,783362066e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,890134035e-09	39,69253151	0	0,2476584079	30,05490094	0	30,63948137	0,2466671245	0,04504708674	0
312,506	1769771689,558	30/01/2026_12:14:49,558	1	2	2,822067017e-06	2,223026513e-06	2,696059521e-12	6,863227001e-12	5,897019418e-12	1,192552394e-11	6,942645764e-11	9,229766257e-11	9,639998218e-13	1,183172077e-13	1,131656921e-11	6,411064171e-13	4,999999912e-15	1,813746398e-14	4,999999912e-15	4,999999912e-15	7,351866511e-12	6,537218005e-14	2,793986457e-14	4,999999912e-15	3,327569611e-14	1,093831345e-10	6,767478938e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,942346614e-09	39,68880407	0	0,2526404048	30,10792279	0	30,6074532	0,2458560477	0,04122708678	0
318,242	1769771695,294	30/01/2026_12:14:55,294	1	2	2,828198603e-06	2,202673613e-06	2,676304274e-12	6,879361664e-12	5,892560745e-12	1,191772462e-11	6,958177784e-11	9,231526654e-11	9,598641326e-13	1,069324886e-13	1,133521142e-11	6,363013415e-13	4,999999912e-15	1,251543696e-14	4,999999912e-15	4,999999912e-15	7,351746815e-12	7,225734496e-14	2,99354725e-14	4,999999912e-15	3,172442303e-14	1,093630325e-10	6,767644778e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,404164009e-09	39,68116675	0	0,2777906757	30,13783727	0	30,60408098	0,2442949973	0,03661156623	0
323,978	1769771701,030	30/01/2026_12:15:01,030	1	2	2,818337862e-06	2,204362318e-06	2,66715686e-12	6,884346392e-12	5,878984365e-12	1,191943766e-11	6,944705921e-11	9,242876603e-11	9,683115854e-13	9,838495714e-14	1,132316983e-11	6,340034834e-13	4,999999912e-15	7,312997864e-15	4,999999912e-15	8,644045766e-15	7,344572867e-12	7,355491812e-14	1,164764154e-14	4,999999912e-15	3,199753017e-14	1,095035382e-10	6,769745875e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,630230707e-09	39,70004015	0	0,2313661074	30,11383859	0	30,59590039	0,2428796491	0,03424689109	0
329,714	1769771706,766	30/01/2026_12:15:06,766	1	2	2,830475296e-06	2,217923793e-06	2,651403619e-12	6,906011353e-12	5,867920299e-12	1,190427271e-11	6,938563613e-11	9,220650632e-11	9,688200762e-13	9,202077848e-14	1,133194667e-11	6,206250791e-13	4,999999912e-15	5,638515371e-15	4,999999912e-15	1,522749076e-14	7,328805098e-12	8,832644089e-14	7,873747227e-15	4,999999912e-15	2,402869841e-14	1,092316654e-10	6,76384504e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,904091206e-09	39,68311486	0	0,2523604823	30,11879643	0	30,62905106	0,2420832067	0,03221137016	0
335,45	1769771712,502	30/01/2026_12:15:12,502	1	2	2,821709586e-06	2,222177272e-06	2,647162871e-12	6,922265712e-12	5,862791589e-12	1,190421199e-11	6,940470421e-11	9,223289493e-11	9,692634065e-13	9,376803804e-14	1,131293236e-11	6,11646313e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,156905382e-14	7,329957821e-12	9,946862398e-14	5,600680103e-15	4,999999912e-15	2,389385415e-14	1,093323002e-10	6,752319537e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,987453035e-09	39,71687786	0	0,2525723091	30,12953461	0	30,57669151	0,2417300777	0,03285113458	0
341,186	1769771718,238	30/01/2026_12:15:18,238	1	2	2,834268344e-06	2,193404043e-06	2,646952969e-12	6,918169596e-12	5,862874856e-12	1,192205709e-11	6,943884356e-11	9,225466918e-11	9,643769073e-13	9,694137583e-14	1,134306971e-11	6,15052551e-13	7,318820368e-15	4,999999912e-15	4,999999912e-15	1,303882878e-14	7,333047364e-12	9,97625783e-14	6,461206285e-15	8,874940171e-15	1,925944213e-14	1,093599308e-10	6,77003939e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,476132509e-09	39,69542963	0	0,2610008481	30,11108912	0	30,630385	0,2415600201	0,03351441659	0
346,922	1769771723,974	30/01/2026_12:15:23,974	1	2	2,829617642e-06	2,207743819e-06	2,652306543e-12	6,923883342e-12	5,861758561e-12	1,190440021e-11	6,951465098e-11	9,222443642e-11	9,681899379e-13	1,004072517e-13	1,133559132e-11	6,172029034e-13	1,978380804e-14	4,999999912e-15	1,104080342e-14	1,449066188e-14	7,339957635e-12	1,029257585e-13	4,999999912e-15	2,105276504e-14	1,836738599e-14	1,094002527e-10	6,75033987e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,506539541e-08	39,73088808	0	0,2689126968	30,13933744	0	30,55603537	0,2422118704	0,03510789964	0
352,658	1769771729,710	30/01/2026_12:15:29,710	1	2	2,827100616e-06	2,215370614e-06	2,654418569e-12	6,990602975e-12	5,87617021e-12	1,194015806e-11	6,944318037e-11	9,22379742e-11	9,580295541e-13	1,164370521e-13	1,132695673e-11	6,202656661e-13	2,518075809e-14	4,999999912e-15	1,821118804e-14	1,196730076e-14	7,364849182e-12	1,053035968e-13	7,473558888e-15	2,565419529e-14	1,924731601e-14	1,092222215e-10	6,757453624e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,79941946e-08	39,67392644	0	0,2530648014	30,13451158	0	30,59783997	0,2422818858	0,04005672443	0
358,394	1769771735,446	30/01/2026_12:15:35,446	1	2	2,824803232e-06	2,217923793e-06	2,662610583e-12	6,906307123e-12	5,883229234e-12	1,195747494e-11	6,935430008e-11	9,225269854e-11	9,621081059e-13	1,251742308e-13	1,132543018e-11	6,273225212e-13	2,568523227e-14	4,999999912e-15	2,749748298e-14	4,999999912e-15	7,35694318e-12	1,014462765e-13	1,417536065e-14	2,833181044e-14	1,875835607e-14	1,093193036e-10	6,769866612e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,81872726e-08	39,68058847	0	0,2528519801	30,09722334	0	30,63164346	0,2427957409	0,04363076182	0
364,13	1769771741,182	30/01/2026_12:15:41,182	1	2	2,826298214e-06	2,216222128e-06	2,662001262e-12	6,900788101e-12	5,889962996e-12	1,195592843e-11	6,942173919e-11	9,227765774e-11	9,553700062e-13	1,373171189e-13	1,130773426e-11	6,289857957e-13	1,95834695e-14	4,999999912e-15	3,003005898e-14	4,999999912e-15	7,38757059e-12	9,244569086e-14	2,688677392e-14	1,843481151e-14	1,985899577e-14	1,092639035e-10	6,78403167e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,473501196e-08	39,63736859	0	0,2685045474	30,09279368	0	30,67592496	0,2427175945	0,04737070406	0
369,866	1769771746,918	30/01/2026_12:15:46,918	1	2	2,822037914e-06	2,263440365e-06	2,662530136e-12	6,883536709e-12	5,891542029e-12	1,194012163e-11	6,943281367e-11	9,232411363e-11	9,523938712e-13	1,393219307e-13	1,129828089e-11	6,460337365e-13	1,113587609e-14	4,999999912e-15	2,522635556e-14	4,999999912e-15	7,377828383e-12	8,229839878e-14	3,140427168e-14	1,491558613e-14	1,943648896e-14	1,092857957e-10	6,766655986e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9,592503162e-09	39,66255553	0	0,2603641342	30,12241182	0	30,61218325	0,2428488121	0,0478009301	0
375,602	1769771752,654	30/01/2026_12:15:52,654	1	2	2,827265234e-06	2,234986823e-06	2,655679713e-12	6,871633037e-12	5,898412401e-12	1,193415332e-11	6,939707836e-11	9,21172652e-11	9,506408247e-13	1,338532014e-13	1,131548587e-11	6,47472527e-13	4,999999912e-15	7,708336092e-15	1,475939325e-14	4,999999912e-15	7,36522128e-12	7,761742366e-14	4,014242958e-14	5,690424091e-15	3,103465361e-14	1,095139743e-10	6,768903493e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,40295601e-09	39,73614922	0	0,287179545	30,06467804	0	30,61114389	0,2424337277	0,04579116601	0
381,338	1769771758,390	30/01/2026_12:15:58,390	1	2	2,823719115e-06	2,198455149e-06	2,646629227e-12	6,869971605e-12	5,898156529e-12	1,192698891e-11	6,935151758e-11	9,232342668e-11	9,565404024e-13	1,283534233e-13	1,126903345e-11	6,493303616e-13	4,999999912e-15	1,24223023e-14	5,235420861e-15	4,999999912e-15	7,368257914e-12	7,150450886e-14	3,504622536e-14	4,999999912e-15	3,244233766e-14	1,091177218e-10	6,754406062e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,876767989e-09	39,64657155	0	0,2463576624	30,14528078	0	30,59422509	0,241676122	0,04427211359	0
387,074	1769771764,126	30/01/2026_12:16:04,126	1	2	2,823587465e-06	2,197610456e-06	2,632891734e-12	6,871429207e-12	5,894308045e-12	1,189985697e-11	6,938861985e-11	9,208391688e-11	9,540335102e-13	1,230350457e-13	1,129399005e-11	6,459639139e-13	4,999999912e-15	1,325275203e-14	4,999999912e-15	8,0294556e-15	7,357951921e-12	6,769763108e-14	3,303607388e-14	4,999999912e-15	3,669936262e-14	1,089619714e-10	6,75863393e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,299738645e-09	39,63605906	0	0,2759686406	30,133406	0	30,64125486	0,2409172679	0,04228849683	0
392,81	1769771769,862	30/01/2026_12:16:09,862	1	2	2,824880994e-06	2,184178129e-06	2,621231574e-12	6,876271687e-12	5,885530778e-12	1,189313752e-11	6,923150941e-11	9,220249564e-11	9,629521572e-13	1,103736108e-13	1,129123531e-11	6,353476772e-13	4,999999912e-15	1,197311734e-14	4,999999912e-15	9,30714212e-15	7,353163217e-12	7,2044882e-14	2,66262791e-14	4,999999912e-15	3,540420859e-14	1,093920926e-10	6,729608537e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,596025379e-09	39,76352121	0	0,2295608184	30,11798477	0	30,4974502	0,2393325113	0,03844327752	0
398,546	1769771775,598	30/01/2026_12:16:15,598	1	2	2,82828023e-06	2,22473318e-06	2,603730816e-12	6,878546777e-12	5,881039145e-12	1,189620277e-11	6,92091176e-11	9,208175195e-11	9,693656468e-13	1,022078472e-13	1,130935276e-11	6,267569471e-13	4,999999912e-15	8,24288588e-15	4,999999912e-15	1,358260191e-14	7,339166601e-12	7,566840085e-14	2,303187446e-14	4,999999912e-15	3,341637134e-14	1,092400961e-10	6,768201971e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,838066727e-09	39,69576824	0	0,2501319958	30,06743833	0	30,65771786	0,2377855201	0,03616082776	0
404,282	1769771781,334	30/01/2026_12:16:21,334	1	2	2,820382406e-06	2,179159992e-06	2,590418331e-12	6,874870031e-12	5,865725006e-12	1,189503791e-11	6,938886271e-11	9,223812686e-11	9,68420873e-13	9,228900332e-14	1,129730684e-11	6,220322651e-13	4,999999912e-15	8,500951408e-15	4,999999912e-15	1,859052327e-14	7,325161311e-12	8,581810528e-14	1,049558186e-14	4,999999912e-15	2,886637123e-14	1,093095545e-10	6,752730319e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,846518689e-09	39,71383387	0	0,2510290019	30,13150352	0	30,58194969	0,2365426283	0,03224650238	0
