Dauer (s);MFC-1 (mln/min);MFC-2 (mln/min);MFC-3 (mln/min);MFC-4 (mln/min);MFC-5 (mln/min);MFC-6 (mln/min);MFC-7 (mln/min);MFC-8 (mln/min);TIC-1 (°C);TIC-2 (°C);TIC-3 (°C);TIC-4 (°C);TIR-1 (°C);TIR-2 (°C);HIR-1 (°C);PIR-1 (bar)
105;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,54;179,80;455,95;180,45;446,42;449,70;77,86;-0,01
110;0,00;0,00;0,00;0,00;49,00;0,00;71,03;79,97;30,54;179,81;455,38;180,34;446,30;449,29;77,86;-0,01
115;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,53;179,80;455,68;180,28;446,26;449,34;77,86;-0,01
120;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;30,54;179,81;457,46;180,17;446,22;449,91;77,86;-0,01
125;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,03;30,53;179,81;458,68;180,12;446,22;451,72;77,86;-0,01
130;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,54;179,81;460,65;180,07;446,25;453,47;77,86;-0,01
135;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,53;179,81;461,88;180,06;446,35;454,13;77,86;-0,01
140;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,53;179,81;462,19;180,06;446,42;454,98;77,86;-0,01
145;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;30,54;179,80;462,21;180,11;446,56;455,12;77,86;-0,01
150;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;30,53;179,81;461,99;180,16;446,63;454,93;77,86;-0,01
155;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;30,53;179,80;461,19;180,27;446,75;454,65;77,86;-0,01
160;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;30,53;179,79;460,67;180,32;446,77;453,86;77,86;-0,01
165;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,53;179,78;459,46;180,44;446,78;453,36;77,86;-0,01
170;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,53;179,78;458,81;180,48;446,76;452,24;77,86;-0,01
175;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;30,52;179,78;457,44;180,54;446,66;451,64;77,86;-0,01
180;0,00;0,00;0,00;0,00;49,00;0,00;71,04;80,02;30,53;179,80;456,74;180,56;446,60;450,39;77,86;-0,01
185;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,03;30,52;179,81;455,59;180,55;446,45;449,80;77,86;-0,01
190;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,02;30,52;179,83;455,44;180,51;446,40;449,21;77,86;-0,01
195;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,52;179,83;456,40;180,42;446,35;449,37;77,86;-0,01
200;0,00;0,00;0,00;0,00;48,99;0,00;71,01;79,98;30,52;179,81;457,44;180,36;446,33;450,76;77,86;-0,01
205;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,03;30,52;179,79;459,92;180,25;446,35;451,77;77,86;-0,01
210;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,00;30,51;179,77;460,89;180,19;446,39;453,69;77,86;-0,01
215;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,02;30,52;179,77;462,05;180,11;446,51;454,83;77,86;-0,01
220;0,00;0,00;0,00;0,00;48,99;0,00;71,01;79,98;30,51;179,80;462,27;180,10;446,59;455,07;77,86;-0,01
225;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,51;179,82;462,14;180,10;446,73;455,05;77,86;-0,01
230;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,51;179,82;461,87;180,13;446,79;454,84;77,86;-0,01
235;0,00;0,00;0,00;0,00;49,01;0,00;71,03;79,98;30,51;179,82;460,99;180,19;446,89;454,14;77,86;-0,01
240;0,00;0,00;0,00;0,00;48,98;0,00;70,98;80,00;30,51;179,81;460,46;180,26;446,92;453,69;77,86;-0,01
245;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,03;30,51;179,80;459,25;180,38;446,93;452,61;77,86;-0,00
250;0,00;0,00;0,00;0,00;49,03;0,00;71,04;80,08;30,51;179,80;458,59;180,43;446,91;452,03;77,86;0,06
255;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;30,51;179,79;457,16;180,55;446,70;450,80;77,86;0,12
260;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;30,50;179,78;456,48;180,60;446,39;450,19;77,86;0,12
265;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;30,50;179,78;455,55;180,67;445,86;449,32;77,86;0,12
270;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,51;179,81;455,53;180,68;445,68;449,28;77,86;0,12
275;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;30,51;179,84;456,79;180,66;445,42;450,22;77,86;0,12
280;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;30,52;179,84;459,12;180,62;445,32;451,13;77,86;0,12
285;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,51;179,83;460,23;180,51;445,20;453,14;77,86;0,12
290;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,52;179,80;461,69;180,39;445,19;453,90;77,86;0,12
295;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,52;179,79;462,11;180,32;445,19;454,90;77,86;0,12
300;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;30,52;179,80;462,30;180,21;445,22;455,12;77,86;0,12
305;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,54;179,81;462,13;180,16;445,26;455,05;77,86;0,12
310;0,00;0,00;0,00;0,00;48,98;0,00;71,00;79,98;30,54;179,83;461,42;180,15;445,27;454,83;77,86;0,12
315;0,00;0,00;0,00;0,00;48,99;0,00;71,03;79,98;30,53;179,83;460,94;180,16;445,25;454,10;77,86;0,12
320;0,00;0,00;0,00;0,00;49,01;0,00;71,03;80,03;30,54;179,84;459,81;180,24;445,17;453,64;77,86;0,12
325;0,00;0,00;0,00;0,00;49,01;0,00;71,03;79,98;30,54;179,83;459,18;180,31;445,10;452,54;77,86;0,12
330;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,02;30,54;179,82;457,78;180,44;444,92;451,95;77,86;0,12
335;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,54;179,81;457,07;180,52;444,81;450,70;77,86;0,12
340;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,03;30,54;179,82;455,82;180,63;444,57;450,09;77,86;0,12
345;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;30,54;179,82;455,48;180,68;444,45;449,28;77,86;0,12
350;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,54;179,85;456,03;180,70;444,29;449,29;77,86;0,12
355;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,02;30,53;179,85;456,91;180,67;444,23;450,37;77,86;0,12
360;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,53;179,85;459,40;180,57;444,15;451,34;77,86;0,12
365;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;30,53;179,84;460,51;180,50;444,15;453,37;77,86;0,12
370;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,52;179,83;462,01;180,30;444,21;454,17;77,86;0,12
375;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,03;30,52;179,82;462,34;180,21;444,27;455,12;77,86;0,12
380;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,51;179,80;462,40;180,02;444,37;455,26;77,86;0,12
385;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,51;179,81;462,19;179,95;444,42;455,11;77,86;0,12
390;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;30,51;179,83;461,42;179,86;444,48;454,50;77,86;0,12
395;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,50;179,84;460,92;179,85;444,48;454,07;77,86;0,12
400;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,50;179,85;459,76;179,90;444,45;453,07;77,86;0,12
405;0,00;0,00;0,00;0,00;49,01;0,00;70,98;80,00;30,50;179,85;459,07;179,96;444,41;452,49;77,86;0,12
410;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;30,50;179,84;457,70;180,11;444,26;451,26;77,86;0,12
415;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,48;179,83;456,99;180,19;444,16;450,64;77,86;0,12
420;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,03;30,48;179,83;455,76;180,36;443,97;449,55;77,86;0,12
425;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,05;30,47;179,84;455,53;180,43;443,90;449,31;77,86;0,12
430;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,47;179,85;456,32;180,53;443,78;449,85;77,86;0,12
435;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,98;30,46;179,87;457,30;180,56;443,75;450,66;77,86;0,12
440;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,45;179,88;459,73;180,54;443,73;452,71;77,86;0,12
445;0,00;0,00;0,00;0,00;49,00;0,00;71,03;79,97;30,46;179,88;460,87;180,49;443,75;453,66;77,86;0,12
450;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;30,45;179,88;462,19;180,36;443,86;454,94;77,86;0,12
455;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,44;179,87;462,47;180,27;443,94;455,25;77,86;0,12
460;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;30,45;179,87;462,44;180,07;444,08;455,32;77,86;0,12
465;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,44;179,86;462,19;179,98;444,14;455,15;77,86;0,12
470;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;30,44;179,85;461,40;179,83;444,22;454,50;77,86;0,12
475;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,45;179,86;460,28;179,77;444,24;454,06;77,86;0,12
480;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;30,44;179,86;459,66;179,73;444,22;453,02;77,86;0,12
485;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,03;30,44;179,88;458,33;179,75;444,17;452,44;77,86;0,12
490;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;30,44;179,89;457,58;179,83;444,04;451,19;77,86;0,12
495;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;30,43;179,89;456,22;179,90;443,96;450,55;77,86;0,12
500;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;30,44;179,89;455,75;180,07;443,79;449,53;77,86;0,12
505;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;30,44;179,90;455,81;180,14;443,73;449,36;77,86;0,12
510;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,44;179,91;456,53;180,30;443,63;450,05;77,86;0,12
515;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;30,44;179,92;458,79;180,35;443,60;450,89;77,86;0,12
520;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,45;179,93;459,99;180,40;443,60;452,94;77,86;0,12
525;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;30,45;179,92;461,78;180,40;443,64;453,87;77,86;0,12
530;0,00;0,00;0,00;0,00;48,98;0,00;71,02;80,02;30,46;179,91;462,23;180,33;443,76;455,00;77,86;0,12
535;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;30,46;179,89;462,48;180,28;443,84;455,25;77,86;0,12
540;0,00;0,00;0,00;0,00;48,99;0,00;71,02;79,98;30,46;179,89;462,33;180,13;443,99;455,24;77,86;0,12
545;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,46;179,92;461,68;179,96;444,07;455,04;77,86;0,12
550;0,00;0,00;0,00;0,00;49,00;0,00;71,03;79,98;30,47;179,93;461,21;179,89;444,15;454,37;77,86;0,12
555;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,47;179,94;460,24;179,75;444,17;453,52;77,86;0,12
560;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;30,47;179,93;459,14;179,68;444,16;453,05;77,86;0,12
565;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;30,47;179,93;458,64;179,66;444,14;452,13;77,86;0,12
570;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,48;179,92;458,49;179,68;444,14;451,89;77,86;0,12
575;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;30,48;179,93;459,15;179,72;444,21;452,48;77,86;0,12
580;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,49;179,95;461,71;179,84;444,28;453,39;77,86;0,12
585;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,49;179,96;463,34;179,91;444,47;455,98;77,86;0,12
590;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,50;179,95;466,25;180,06;444,59;457,34;77,86;0,12
595;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;30,49;179,94;467,17;180,12;444,93;459,40;77,86;0,12
600;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,50;179,92;468,14;180,23;445,13;460,03;77,86;0,12
605;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,50;179,92;468,25;180,26;445,53;460,59;77,86;0,12
610;0,00;0,00;0,00;0,00;49,01;0,00;71,02;80,02;30,50;179,94;467,94;180,25;445,73;460,58;77,86;0,12
615;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;30,51;179,95;467,60;180,23;446,08;460,17;77,86;0,12
620;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,03;30,51;179,97;466,64;180,13;446,35;459,81;77,86;0,12
625;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,51;179,98;466,01;180,06;446,45;458,87;77,86;0,12
630;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,52;179,98;464,71;179,89;446,59;458,33;77,86;0,12
635;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;30,51;179,97;464,07;179,81;446,64;457,19;77,86;0,12
640;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,52;179,97;463,33;179,68;446,78;456,74;77,86;0,12
645;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;30,52;179,98;463,61;179,62;446,88;456,76;77,86;0,12
650;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;30,52;179,97;465,81;179,57;447,15;457,45;77,86;0,12
655;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,05;30,52;179,98;467,73;179,57;447,32;460,09;77,86;0,12
660;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;30,52;179,99;471,42;179,63;447,72;461,74;77,86;0,12
665;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;30,52;180,00;472,86;179,69;447,97;464,70;77,86;0,12
670;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,03;30,52;180,00;474,70;179,82;448,54;465,73;77,86;0,12
675;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,52;179,98;475,11;179,89;448,84;466,89;77,86;0,12
680;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,52;179,98;475,21;180,04;449,41;467,14;77,86;0,12
685;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;30,52;180,00;474,98;180,09;449,69;467,01;77,86;0,12
690;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;30,53;180,00;474,17;180,15;450,17;466,39;77,86;0,12
695;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,53;180,02;473,63;180,16;450,36;465,94;77,86;0,12
700;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,53;180,03;472,32;180,11;450,67;464,86;77,86;0,12
705;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;30,54;180,03;471,63;180,06;450,80;464,25;77,86;0,12
710;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,54;180,03;470,37;179,94;451,02;463,19;77,86;0,12
715;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,54;180,01;470,08;179,87;451,15;462,93;77,86;0,12
720;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,54;180,01;471,13;179,72;451,50;463,75;77,86;0,12
725;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,55;180,02;472,56;179,65;451,72;464,95;77,86;0,12
730;0,00;0,00;0,00;0,00;49,01;0,00;71,02;80,02;30,55;180,04;476,60;179,54;452,21;468,38;77,86;0,12
735;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;30,56;180,05;478,78;179,51;452,49;470,22;77,86;0,12
740;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,00;30,56;180,05;481,75;179,51;453,17;473,00;77,86;0,12
745;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;30,57;180,04;482,70;179,54;453,53;473,90;77,86;0,12
750;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,57;180,02;483,47;179,64;454,27;474,80;77,86;0,12
755;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,57;180,01;483,49;179,71;454,63;474,90;77,86;0,12
760;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;30,59;180,01;482,97;179,86;455,29;474,60;77,86;0,12
765;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,58;180,04;482,52;179,93;455,59;474,25;77,86;0,12
770;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;30,58;180,04;481,36;180,05;456,07;473,29;77,86;0,12
775;0,00;0,00;0,00;0,00;49,01;0,00;71,02;80,00;30,59;180,06;479,90;180,09;456,28;472,71;77,86;0,12
780;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;30,59;180,07;479,16;180,11;456,61;471,45;77,86;0,12
785;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;30,59;180,06;478,08;180,09;456,77;470,89;77,86;0,12
790;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,97;30,59;180,06;478,16;180,01;457,15;470,60;77,86;0,12
795;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;30,60;180,04;480,34;179,95;457,38;471,18;77,86;0,12
800;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;30,60;180,04;482,32;179,80;457,94;474,04;77,86;0,12
805;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,00;30,60;180,04;487,04;179,73;458,25;475,99;77,86;0,12
810;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,98;30,60;180,05;488,98;179,59;458,95;479,75;77,86;0,12
815;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,60;180,07;491,56;179,53;459,36;481,20;77,86;0,12
820;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;30,60;180,08;492,25;179,47;460,23;483,02;77,86;0,12
825;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;30,61;180,08;492,72;179,47;460,66;483,43;77,86;0,12
830;0,00;0,00;0,00;0,00;48,99;0,00;71,01;79,97;30,60;180,07;492,59;179,52;461,50;483,58;77,86;0,12
835;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,61;180,05;491,82;179,56;461,88;483,38;77,86;0,12
840;0,00;0,00;0,00;0,00;48,99;0,00;71,01;80,00;30,60;180,04;491,28;179,69;462,55;482,61;77,86;0,12
845;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,61;180,03;489,95;179,75;462,83;482,09;77,86;0,12
850;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,61;180,05;489,13;179,89;463,30;480,85;77,86;0,12
855;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,61;180,07;487,61;179,98;463,50;480,18;77,86;0,12
860;0,00;0,00;0,00;0,00;48,99;0,00;71,03;80,00;30,61;180,08;487,11;180,01;463,90;479,14;77,86;0,12
865;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;30,61;180,10;487,72;180,04;464,14;479,11;77,86;0,12
870;0,00;0,00;0,00;0,00;49,01;0,00;70,99;80,00;30,61;180,09;489,09;180,02;464,73;480,78;77,86;0,12
875;0,00;0,00;0,00;0,00;49,01;0,00;70,99;80,02;30,61;180,07;493,49;179,96;465,06;482,46;77,86;0,12
880;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;30,63;180,07;495,93;179,91;465,78;486,56;77,86;0,12
885;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;30,63;180,06;499,93;179,77;466,19;488,56;77,86;0,12
890;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;30,63;180,07;501,14;179,70;467,11;491,35;77,86;0,12
895;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;30,63;180,09;502,38;179,58;467,59;492,18;77,86;0,12
900;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;30,64;180,10;502,52;179,53;468,56;492,93;77,86;0,12
905;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,02;30,65;180,09;502,13;179,48;469,01;492,93;77,86;0,12
910;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,64;180,09;501,65;179,47;469,82;492,42;77,86;0,12
915;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;30,64;180,08;500,43;179,51;470,17;491,96;77,86;0,12
920;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;30,63;180,09;499,70;179,54;470,79;490,81;77,86;0,13
925;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,64;180,09;498,02;179,65;471,02;490,14;77,86;0,13
930;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,63;180,09;497,25;179,71;471,46;488,79;77,86;0,13
935;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;30,63;180,08;496,65;179,82;471,96;488,35;77,86;0,13
940;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,64;180,08;497,33;179,88;472,27;488,85;77,86;0,13
945;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,02;30,64;180,09;500,83;179,95;473,00;490,03;77,86;0,13
950;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,64;180,10;503,53;179,97;473,40;493,92;77,86;0,13
955;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;30,64;180,10;508,28;179,96;474,24;496,18;77,86;0,13
960;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,65;180,09;510,02;179,94;474,73;499,83;77,86;0,13
965;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;30,67;180,09;512,13;179,87;475,74;501,06;77,86;0,13
970;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,68;180,09;512,55;179,83;476,26;502,41;77,86;0,13
975;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;30,69;180,09;512,51;179,76;477,21;502,62;77,86;0,13
980;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,70;180,09;512,18;179,73;477,65;502,39;77,86;0,13
985;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,71;180,09;511,09;179,69;478,42;502,04;77,86;0,13
990;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;30,74;180,07;510,38;179,68;478,75;500,98;77,86;0,13
995;0,00;0,00;0,00;0,00;48,99;0,00;71,01;80,02;30,75;179,91;508,70;179,70;479,30;500,31;77,86;0,13
1000;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,77;179,90;507,85;179,72;479,54;498,88;77,86;0,13
1005;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;30,78;180,01;506,63;179,79;480,05;498,24;77,86;0,13
1010;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,09;30,79;180,14;506,76;179,83;480,36;498,00;77,86;0,13
1015;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,95;30,80;180,19;509,30;179,93;481,10;500,07;77,86;0,13
1020;0,00;0,00;0,00;0,00;48,98;0,00;70,95;79,95;30,81;180,19;511,61;179,98;481,52;502,07;77,86;0,13
1025;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;30,80;180,14;516,99;180,06;482,39;506,63;77,86;0,13
