Dauer (s);MFC-1 (mln/min);MFC-2 (mln/min);MFC-3 (mln/min);MFC-4 (mln/min);MFC-5 (mln/min);MFC-6 (mln/min);MFC-7 (mln/min);MFC-8 (mln/min);TIC-1 (°C);TIC-2 (°C);TIC-3 (°C);TIC-4 (°C);TIR-1 (°C);TIR-2 (°C);HIR-1 (°C);PIR-1 (bar)
3590;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,03;31,35;180,13;851,16;180,14;796,92;839,25;77,87;0,31
3595;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,35;180,15;855,22;180,12;797,47;840,92;77,87;0,31
3600;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,35;180,15;856,68;180,07;798,04;843,63;77,86;0,31
3605;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,98;31,35;180,15;857,30;180,01;798,16;844,25;77,86;0,31
3610;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,35;180,15;856,53;179,98;798,11;843,60;77,87;0,31
3615;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;31,35;180,14;853,55;179,91;797,92;842,51;77,87;0,31
3620;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,36;180,12;851,65;179,89;797,33;839,78;77,87;0,31
3625;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,35;180,12;849,56;179,87;797,25;838,70;77,87;0,31
3630;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,37;180,13;849,76;179,87;797,65;838,39;77,87;0,31
3635;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,37;180,13;852,61;179,88;798,06;839,30;77,87;0,31
3640;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,37;180,14;854,84;179,91;799,11;842,43;77,87;0,32
3645;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;31,37;180,15;857,94;179,97;799,61;843,89;77,87;0,32
3650;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,02;31,38;180,13;858,43;180,01;799,68;845,38;77,86;0,32
3655;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,37;180,10;857,27;180,07;799,56;845,22;77,86;0,32
3660;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;31,38;180,10;855,88;180,09;799,32;843,37;77,87;0,32
3665;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,38;180,12;852,28;180,12;798,75;841,92;77,86;0,32
3670;0,00;0,00;0,00;0,00;49,01;0,00;71,02;80,00;31,38;180,13;850,99;180,13;798,69;839,59;77,87;0,32
3675;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,38;180,15;850,82;180,13;799,10;839,21;77,87;0,32
3680;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,39;180,15;852,16;180,11;799,55;840,62;77,86;0,32
3685;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,38;180,15;856,15;180,06;800,59;842,17;77,87;0,32
3690;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,98;31,39;180,14;857,93;180,02;800,85;845,25;77,87;0,32
3695;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,02;31,38;180,14;859,40;179,95;801,05;846,16;77,87;0,32
3700;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;31,39;180,13;858,97;179,92;801,01;846,14;77,86;0,32
3705;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,39;180,13;856,31;179,88;800,58;845,29;77,87;0,32
3710;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,03;31,39;180,12;854,53;179,86;800,25;842,55;77,87;0,32
3715;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,39;180,12;851,68;179,87;800,04;841,28;77,87;0,32
3720;0,00;0,00;0,00;0,00;49,01;0,00;70,99;79,98;31,40;180,12;851,43;179,88;800,22;840,28;77,87;0,32
3725;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,05;31,39;180,13;853,54;179,93;801,06;842,09;77,87;0,32
3730;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,38;180,15;855,70;179,96;801,58;843,74;77,87;0,32
3735;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,39;180,14;859,21;180,02;802,17;846,48;77,87;0,32
3740;0,00;0,00;0,00;0,00;48,99;0,00;70,98;80,00;31,39;180,14;860,03;180,05;802,27;847,19;77,87;0,32
3745;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,03;31,39;180,12;859,43;180,11;802,20;846,79;77,86;0,32
3750;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;31,39;180,10;858,24;180,13;802,01;845,80;77,86;0,32
3755;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,39;180,09;854,72;180,15;801,36;843,03;77,87;0,32
3760;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;31,40;180,12;853,19;180,14;801,20;841,85;77,86;0,32
3765;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,40;180,13;852,25;180,11;801,45;841,21;77,87;0,32
3770;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;31,41;180,16;853,21;180,08;801,83;842,00;77,87;0,32
3775;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;31,41;180,15;856,90;180,03;802,84;845,03;77,87;0,32
3780;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,41;180,13;858,86;180,00;803,17;846,51;77,87;0,32
3785;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;31,41;180,12;860,89;179,93;803,40;848,15;77,87;0,32
3790;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,41;180,09;859,89;179,90;803,39;848,05;77,86;0,32
3795;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,97;31,41;180,10;858,44;179,87;803,02;846,26;77,86;0,32
3800;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;31,41;180,13;854,97;179,86;802,68;844,86;77,87;0,32
3805;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,42;180,15;853,58;179,87;802,28;842,41;77,87;0,32
3810;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,41;180,16;853,19;179,89;802,38;841,94;77,87;0,32
3815;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,41;180,16;854,35;179,95;803,05;843,15;77,87;0,32
3820;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,42;180,13;858,25;179,98;803,58;844,65;77,86;0,32
3825;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,97;31,42;180,12;860,05;180,05;804,28;847,67;77,87;0,32
3830;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,43;180,09;861,63;180,07;804,41;848,62;77,87;0,32
3835;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,43;180,08;861,25;180,13;804,42;848,74;77,87;0,32
3840;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;31,42;180,11;858,82;180,15;804,27;847,96;77,86;0,32
3845;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,97;31,42;180,14;857,06;180,15;803,63;845,36;77,87;0,32
3850;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,42;180,15;854,01;180,11;803,35;843,94;77,87;0,32
3855;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,42;180,15;853,47;180,09;803,38;842,62;77,87;0,32
3860;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;31,43;180,13;855,19;180,03;803,65;842,98;77,87;0,32
3865;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,02;31,43;180,11;857,09;179,99;804,60;845,59;77,86;0,32
3870;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,43;180,10;860,89;179,93;805,23;847,21;77,87;0,32
3875;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,44;180,09;861,96;179,90;805,34;849,43;77,87;0,32
3880;0,00;0,00;0,00;0,00;49,01;0,00;71,01;79,98;31,43;180,11;861,74;179,87;805,30;849,69;77,87;0,32
3885;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;31,44;180,13;860,68;179,86;805,13;848,48;77,86;0,32
3890;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,44;180,14;857,40;179,88;804,47;847,23;77,86;0,32
3895;0,00;0,00;0,00;0,00;48,99;0,00;70,98;79,98;31,43;180,14;855,71;179,90;804,21;844,46;77,87;0,32
3900;0,00;0,00;0,00;0,00;48,99;0,00;70,98;80,02;31,43;180,14;854,11;179,96;804,29;843,59;77,87;0,32
3905;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,97;31,43;180,14;854,69;179,99;804,59;843,84;77,87;0,32
3910;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;31,43;180,12;858,05;180,06;805,56;845,03;77,87;0,32
3915;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,43;180,12;860,24;180,09;805,93;848,19;77,87;0,32
3920;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,44;180,11;862,66;180,14;806,20;850,18;77,87;0,32
3925;0,00;0,00;0,00;0,00;49,00;0,00;70,97;80,00;31,43;180,12;862,75;180,15;806,21;850,31;77,87;0,32
3930;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,44;180,12;860,88;180,15;805,91;848,89;77,87;0,32
3935;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,44;180,11;859,28;180,14;805,58;847,53;77,87;0,32
3940;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,00;31,44;180,10;855,88;180,10;805,00;844,84;77,86;0,32
3945;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,94;31,45;180,09;854,88;180,07;805,00;844,12;77,87;0,32
3950;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;31,45;180,10;855,47;180,00;805,49;844,71;77,87;0,32
3955;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,45;180,12;857,13;179,97;805,97;846,01;77,87;0,32
3960;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,03;31,45;180,12;861,10;179,91;806,77;849,10;77,87;0,32
3965;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,46;180,12;863,18;179,89;806,91;850,23;77,87;0,32
3970;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,97;31,47;180,11;863,10;179,87;806,95;850,78;77,87;0,32
3975;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,46;180,11;861,10;179,87;806,83;850,20;77,87;0,32
3980;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,97;31,46;180,11;859,34;179,90;806,24;847,77;77,86;0,32
3985;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,46;180,11;856,04;179,92;805,89;846,34;77,86;0,32
3990;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,46;180,12;855,21;179,97;805,74;844,56;77,87;0,32
3995;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,02;31,46;180,13;856,20;180,00;805,95;844,65;77,87;0,32
4000;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,45;180,13;858,02;180,07;806,79;846,87;77,87;0,32
4005;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,46;180,11;861,90;180,12;807,24;848,48;77,87;0,32
4010;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,46;180,10;863,15;180,13;807,63;850,92;77,87;0,32
4015;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,47;180,09;863,40;180,15;807,67;851,36;77,87;0,32
4020;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,47;180,09;862,53;180,14;807,46;850,47;77,87;0,32
4025;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,03;31,47;180,11;859,35;180,10;807,19;849,32;77,87;0,32
4030;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;31,47;180,13;857,60;180,08;806,50;846,52;77,86;0,32
4035;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;31,47;180,11;855,60;180,02;806,37;845,49;77,87;0,32
4040;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,48;180,10;855,85;179,99;806,66;845,30;77,87;0,32
4045;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,48;180,08;858,94;179,93;807,56;846,29;77,87;0,32
4050;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;31,49;180,09;860,99;179,91;807,97;849,38;77,87;0,32
4055;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,48;180,11;863,85;179,88;808,29;850,75;77,87;0,32
4060;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,49;180,11;864,19;179,87;808,31;851,97;77,87;0,32
4065;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,49;180,13;862,73;179,90;808,05;851,66;77,87;0,32
4070;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,97;31,49;180,13;861,14;179,92;807,74;849,55;77,87;0,32
4075;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;31,49;180,12;857,64;179,98;807,04;848,09;77,87;0,32
4080;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,50;180,11;856,32;180,01;806,95;845,77;77,87;0,32
4085;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;31,50;180,08;856,46;180,08;807,34;845,48;77,87;0,32
4090;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;31,51;180,08;857,84;180,11;807,77;847,14;77,87;0,32
4095;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,03;31,51;180,09;861,95;180,18;808,64;848,71;77,87;0,32
4100;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,51;180,10;863,53;180,21;808,81;851,52;77,87;0,32
4105;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,53;180,11;864,50;180,25;808,86;852,25;77,87;0,32
4110;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,03;31,52;180,11;863,86;180,27;808,76;851,92;77,87;0,32
4115;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,03;31,53;180,09;861,12;180,28;808,19;850,93;77,87;0,32
4120;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;31,54;180,08;859,31;180,27;807,81;848,20;77,86;0,32
4125;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,56;180,07;856,56;180,25;807,51;846,88;77,86;0,32
4130;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,55;180,08;856,39;180,22;807,66;846,01;77,87;0,32
4135;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,55;180,10;858,67;180,17;808,44;847,94;77,87;0,32
4140;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,56;180,11;860,68;180,14;808,90;849,54;77,87;0,32
4145;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,56;180,11;864,15;180,10;809,34;852,15;77,87;0,32
4150;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,57;180,09;864,80;180,09;809,39;852,72;77,86;0,32
4155;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;31,57;180,08;863,86;180,11;809,23;852,04;77,87;0,32
4160;0,00;0,00;0,00;0,00;49,01;0,00;71,02;80,03;31,58;180,06;862,57;180,13;808,98;850,96;77,87;0,32
4165;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,59;180,05;859,14;180,21;808,26;848,17;77,87;0,32
4170;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,58;180,04;857,66;180,27;808,06;847,04;77,86;0,32
4175;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,58;180,04;856,94;180,37;808,29;846,57;77,87;0,32
4180;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,59;180,06;857,96;180,42;808,67;847,42;77,87;0,32
4185;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;31,59;180,06;861,71;180,51;809,55;850,41;77,87;0,32
4190;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,58;180,07;864,69;180,53;809,79;851,79;77,87;0,32
4195;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,58;180,06;865,14;180,56;809,92;853,14;77,87;0,32
4200;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;31,57;180,04;863,88;180,56;809,85;852,93;77,87;0,32
4205;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,57;180,03;862,48;180,52;809,40;851,01;77,87;0,32
4210;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;31,56;180,02;859,00;180,48;809,00;849,52;77,87;0,32
4215;0,00;0,00;0,00;0,00;48,99;0,00;70,99;80,02;31,56;180,02;857,53;180,40;808,52;847,14;77,86;0,32
4220;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,55;180,05;857,27;180,36;808,58;846,69;77,86;0,32
4225;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,55;180,06;858,47;180,24;809,19;847,97;77,87;0,32
4230;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,54;180,07;862,36;180,19;809,67;849,48;77,87;0,32
4235;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,54;180,07;864,08;180,08;810,25;852,40;77,87;0,32
4240;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,54;180,04;865,47;180,01;810,34;853,27;77,86;0,32
4245;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,54;180,04;865,02;179,99;810,24;853,18;77,87;0,32
4250;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;31,52;180,02;862,40;179,99;810,04;852,36;77,87;0,32
4255;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;31,52;180,02;860,64;180,01;809,32;849,62;77,87;0,32
4260;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,51;180,05;857,70;180,08;809,02;848,28;77,87;0,32
4265;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,02;31,52;180,06;857,24;180,13;808,99;847,04;77,86;0,32
4270;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,51;180,07;859,11;180,24;809,25;847,48;77,87;0,32
4275;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,50;180,06;861,04;180,30;810,15;850,16;77,87;0,32
4280;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,49;180,05;864,75;180,40;810,50;851,72;77,87;0,32
4285;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,50;180,04;865,61;180,44;810,73;853,71;77,87;0,32
4290;0,00;0,00;0,00;0,00;49,01;0,00;71,01;80,00;31,49;180,03;865,12;180,46;810,63;853,86;77,87;0,32
4295;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;31,49;180,03;863,98;180,45;810,42;852,48;77,87;0,32
4300;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;31,49;180,05;860,67;180,39;809,70;851,18;77,87;0,32
4305;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,49;180,06;858,88;180,34;809,41;848,42;77,87;0,32
4310;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,03;31,49;180,05;857,53;180,22;809,45;847,58;77,87;0,32
4315;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,02;31,49;180,05;858,18;180,16;809,75;848,00;77,87;0,32
4320;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,48;180,03;861,75;180,05;810,64;849,24;77,87;0,32
4325;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,97;31,48;180,02;863,69;179,99;810,94;852,25;77,87;0,32
4330;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,49;180,01;865,84;179,93;811,12;853,41;77,87;0,32
4335;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,48;180,03;865,80;179,92;811,08;854,03;77,87;0,32
4340;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,02;31,47;180,05;863,78;179,94;810,71;852,47;77,87;0,32
4345;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,48;180,06;862,16;179,97;810,34;851,11;77,87;0,32
4350;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,98;31,48;180,06;858,85;180,07;809,73;848,44;77,87;0,32
4355;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,47;180,04;857,91;180,13;809,70;847,76;77,87;0,32
4360;0,00;0,00;0,00;0,00;48,99;0,00;70,98;80,02;31,49;180,04;858,75;180,24;810,19;848,54;77,86;0,32
4365;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,50;180,03;860,40;180,29;810,67;849,89;77,87;0,32
4370;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,49;180,04;864,30;180,38;811,34;852,92;77,87;0,32
4375;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,49;180,03;865,67;180,40;811,45;853,95;77,87;0,32
4380;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;31,49;180,02;865,94;180,41;811,43;854,27;77,87;0,32
4385;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,00;31,50;180,02;865,09;180,38;811,28;853,58;77,87;0,32
4390;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,49;180,03;862,09;180,31;810,61;851,06;77,87;0,32
4395;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,50;180,05;860,19;180,26;810,25;849,63;77,87;0,32
4400;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,50;180,06;857,99;180,13;810,06;847,95;77,86;0,32
4405;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;31,51;180,06;859,18;180,07;810,26;848,11;77,87;0,32
4410;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,50;180,06;861,10;179,97;811,12;850,47;77,87;0,32
4415;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,00;31,50;180,04;864,90;179,94;811,51;852,06;77,86;0,32
4420;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;31,50;180,03;866,09;179,90;811,81;854,37;77,87;0,32
4425;0,00;0,00;0,00;0,00;48,99;0,00;71,03;79,98;31,51;180,01;866,00;179,90;811,81;854,70;77,87;0,32
4430;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,51;180,02;865,02;179,94;811,56;853,62;77,87;0,32
4435;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,52;180,02;861,87;179,98;811,25;852,42;77,87;0,32
4440;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,51;180,02;860,02;180,08;810,51;849,53;77,87;0,32
4445;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,51;180,03;858,15;180,13;810,37;848,55;77,87;0,32
4450;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,51;180,03;858,58;180,24;810,69;848,56;77,86;0,32
4455;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,51;180,05;861,75;180,28;811,09;849,64;77,87;0,32
4460;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,52;180,05;863,77;180,36;811,91;852,71;77,86;0,32
4465;0,00;0,00;0,00;0,00;49,01;0,00;71,03;80,03;31,51;180,05;866,40;180,37;812,07;853,98;77,87;0,32
4470;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,51;180,06;866,54;180,35;812,13;854,92;77,87;0,32
4475;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,51;180,06;864,92;180,33;812,02;854,51;77,87;0,32
4480;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,03;31,51;180,06;863,41;180,24;811,47;852,33;77,87;0,32
4485;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,52;180,06;859,83;180,12;811,07;850,88;77,87;0,32
4490;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,52;180,05;858,65;180,06;810,65;848,64;77,87;0,32
4495;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,52;180,03;858,87;179,94;810,75;848,40;77,87;0,32
4500;0,00;0,00;0,00;0,00;48,99;0,00;70,98;80,02;31,52;180,03;860,27;179,90;811,44;850,10;77,87;0,32
4505;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,53;180,07;864,34;179,86;811,91;851,71;77,87;0,32
4510;0,00;0,00;0,00;0,00;49,00;0,00;70,97;80,00;31,54;180,08;865,84;179,86;812,36;854,40;77,87;0,32
4515;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,54;180,07;866,65;179,90;812,41;855,05;77,87;0,32
4520;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,98;31,53;180,06;865,98;179,93;812,26;854,59;77,87;0,32
4525;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;31,54;180,05;863,23;180,03;812,01;853,57;77,87;0,32
4530;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,03;31,55;180,05;861,30;180,09;811,25;850,77;77,87;0,32
4535;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,55;180,04;858,67;180,20;810,97;849,53;77,87;0,32
4540;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,55;180,05;858,50;180,25;811,03;848,66;77,87;0,32
4545;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,56;180,06;861,07;180,31;811,37;849,38;77,86;0,32
4550;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,55;180,07;863,10;180,33;812,25;852,29;77,87;0,32
4555;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,55;180,05;866,27;180,31;812,50;853,73;77,87;0,32
4560;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,00;31,56;180,05;866,84;180,28;812,64;855,30;77,87;0,32
4565;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,56;180,05;865,81;180,19;812,59;855,19;77,86;0,32
4570;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,55;180,05;864,50;180,14;812,15;853,43;77,87;0,32
4575;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;31,56;180,06;861,09;180,03;811,40;852,09;77,86;0,32
4580;0,00;0,00;0,00;0,00;49,01;0,00;71,02;80,02;31,57;180,06;859,58;179,97;811,16;849,47;77,87;0,32
4585;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,57;180,05;858,84;179,90;811,35;848,89;77,87;0,32
4590;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,59;180,04;859,85;179,89;811,69;849,88;77,87;0,32
4595;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;31,57;180,02;863,72;179,89;812,55;851,27;77,86;0,32
4600;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,59;180,03;865,46;179,91;812,75;854,19;77,87;0,32
4605;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;31,59;180,05;866,95;179,98;812,84;855,12;77,87;0,32
4610;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,59;180,07;866,61;180,02;812,76;855,20;77,87;0,32
4615;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,59;180,08;864,18;180,12;812,26;854,43;77,87;0,32
