PV MassSpec-23.06.00
EXPORTED SCAN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\05-002-2026\MCD 256_kwinda_New_1%MeOH - Oxidative coupling_removed, Position 1, RGA PrismaPro A 100 47507368, 05-002-2026 12'37'34.isi
05/02/2026 12:37:34
SensorID:  RGA PrismaPro A 100 47507368
52 Bins
195 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	2_amu_(_)	12_amu_(_)	13_amu_(_)	14_amu_(_)	15_amu_(_)	16_amu_(_)	17_amu_(_)	18_amu_(_)	20_amu_(_)	22_amu_(_)	24_amu_(_)	25_amu_(_)	26_amu_(_)	27_amu_(_)	28_amu_(_)	29_amu_(_)	30_amu_(_)	31_amu_(_)	32_amu_(_)	40_amu_(_)	44_amu_(_)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_MCD	Sig:_MCD_Ar	Sig:_MCD_CH2CH2	Sig:_MCD_CH3CH3	Sig:_MCD_CH4	Sig:_MCD_CO	Sig:_MCD_CO2	Sig:_MCD_H2	Sig:_MCD_H2O	Sig:_MCD_O2
66,059	1770291520,305	05/02/2026_12:38:40,305	1	2	2,750212843e-06	1,983840093e-06	2,91310422e-12	6,816440207e-12	5,861316207e-12	1,182514416e-11	6,86005211e-11	9,106730647e-11	9,497841966e-13	1,011697914e-13	1,121043362e-11	6,315998614e-13	4,999999912e-15	1,27036409e-14	4,999999912e-15	8,070201273e-15	7,291455634e-12	7,05013779e-14	2,512157759e-14	4,999999912e-15	3,459025736e-14	1,080098927e-10	6,680165449e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,990887259e-09	39,68577071	0	0,2642848199	30,10032099	0	30,59146305	0,2689002861	0,03526662348	0
71,795	1770291526,041	05/02/2026_12:38:46,041	1	2	2,743116283e-06	1,984602477e-06	2,894784889e-12	6,840946212e-12	5,849446795e-12	1,18233574e-11	6,864224467e-11	9,12952422e-11	9,509039606e-13	9,248109684e-14	1,11718395e-11	6,176453663e-13	4,999999912e-15	1,00919893e-14	4,999999912e-15	1,405797035e-14	7,274872111e-12	8,117690005e-14	1,456244962e-14	4,999999912e-15	3,002277788e-14	1,079599118e-10	6,691840831e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,653290333e-09	39,63419262	0	0,2430451166	30,12856232	0	30,62459663	0,2668284374	0,03198430675	0
77,531	1770291531,777	05/02/2026_12:38:51,777	1	2	2,743551931e-06	1,980801471e-06	2,884266393e-12	6,8607303e-12	5,839519406e-12	1,183161555e-11	6,867105495e-11	9,121828293e-11	9,506157797e-13	8,952115714e-14	1,116794678e-11	6,081833713e-13	4,999999912e-15	5,680714552e-15	4,999999912e-15	1,206043119e-14	7,272921848e-12	8,517101954e-14	8,191465898e-15	4,999999912e-15	2,636045475e-14	1,080104062e-10	6,695607957e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,818648783e-09	39,64924353	0	0,2520176504	30,11425687	0	30,63716844	0,2659280318	0,03090051789	0
83,267	1770291537,513	05/02/2026_12:38:57,513	1	2	2,749434771e-06	1,990697683e-06	2,878757129e-12	6,86044407e-12	5,83118406e-12	1,184708234e-11	6,854130458e-11	9,119990874e-11	9,528878337e-13	8,593936652e-14	1,116557714e-11	6,152964423e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,76058119e-14	7,277378353e-12	9,375104317e-14	4,999999912e-15	4,999999912e-15	2,028343551e-14	1,0825945e-10	6,688630205e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,524804554e-09	39,72101762	0	0,2379962992	30,07553152	0	30,59445812	0,2651462674	0,02985111139	0
89,003	1770291543,249	05/02/2026_12:39:03,249	1	2	2,748389534e-06	2,006785962e-06	2,871008552e-12	6,893278049e-12	5,827533768e-12	1,184929845e-11	6,864105118e-11	9,121591676e-11	9,510424132e-13	9,0984166e-14	1,119166392e-11	6,01570768e-13	1,244848917e-14	4,999999912e-15	4,999999912e-15	1,277834074e-14	7,272958277e-12	9,793431528e-14	4,999999912e-15	9,78639675e-15	1,898342967e-14	1,082125223e-10	6,672890712e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,021170452e-08	39,72864062	0	0,2444679843	30,11948165	0	30,54019041	0,2646954082	0,03147881637	0
94,739	1770291548,985	05/02/2026_12:39:08,985	1	2	2,740660193e-06	1,984602477e-06	2,876179546e-12	6,856118104e-12	5,833514661e-12	1,187599064e-11	6,866520547e-11	9,127205242e-11	9,531535717e-13	1,050940341e-13	1,114648391e-11	6,078128452e-13	1,804820704e-14	4,999999912e-15	1,110192193e-14	6,026088848e-15	7,291091342e-12	1,001462639e-13	4,999999912e-15	1,73186474e-14	1,362431659e-14	1,080682765e-10	6,674439473e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,356470638e-08	39,68325433	0	0,2459147655	30,14261743	0	30,55307467	0,2652148977	0,03682982345	0
100,475	1770291554,721	05/02/2026_12:39:14,721	1	2	2,749001169e-06	1,99298529e-06	2,881389355e-12	6,860311798e-12	5,851417441e-12	1,186702386e-11	6,865241015e-11	9,121730454e-11	9,467791134e-13	1,135358219e-13	1,118613101e-11	6,124942675e-13	2,074861923e-14	4,999999912e-15	2,454772801e-14	4,999999912e-15	7,311810879e-12	9,727800705e-14	1,006531454e-14	2,364743025e-14	1,113636059e-14	1,080547873e-10	6,678909509e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,511119007e-08	39,67707385	0	0,2503748066	30,12539977	0	30,57049339	0,2656327822	0,03939266704	0
106,211	1770291560,457	05/02/2026_12:39:20,457	1	2	2,748963652e-06	1,982322374e-06	2,888300493e-12	6,870815548e-12	5,856584748e-12	1,188262162e-11	6,867055535e-11	9,12907111e-11	9,363399812e-13	1,293953551e-13	1,120124566e-11	6,235980699e-13	1,633006677e-14	4,999999912e-15	2,618292342e-14	4,999999912e-15	7,300776303e-12	9,004214339e-14	2,122350486e-14	1,806469538e-14	1,451394004e-14	1,078951026e-10	6,676469794e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,239367e-08	39,63541115	0	0,2475863579	30,15741334	0	30,57328685	0,266346028	0,04422697294	0
111,947	1770291566,193	05/02/2026_12:39:26,193	1	2	2,744811582e-06	1,966430318e-06	2,885702961e-12	6,855325769e-12	5,851530632e-12	1,185936332e-11	6,862779095e-11	9,122016337e-11	9,351296864e-13	1,332997162e-13	1,118139088e-11	6,333291639e-13	1,271576702e-14	4,999999912e-15	2,040712773e-14	4,999999912e-15	7,323509854e-12	7,959798998e-14	3,097013341e-14	1,346084262e-14	1,905667261e-14	1,081122553e-10	6,675463654e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,039354056e-08	39,68953628	0	0,2537052438	30,1155712	0	30,54923957	0,2660383064	0,04559625068	0
117,683	1770291571,929	05/02/2026_12:39:31,929	1	2	2,747146482e-06	1,989933025e-06	2,876749186e-12	6,836170952e-12	5,868262907e-12	1,185627898e-11	6,854198459e-11	9,11287365e-11	9,354836784e-13	1,317639845e-13	1,118176125e-11	6,352102546e-13	4,999999912e-15	4,999999912e-15	1,656047668e-14	4,999999912e-15	7,315141548e-12	7,210744724e-14	3,018139327e-14	4,999999912e-15	2,902885587e-14	1,081560744e-10	6,679390374e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,674868725e-09	39,70675406	0	0,2499780765	30,08057372	0	30,56754208	0,2651916636	0,04517236326	0
123,419	1770291577,665	05/02/2026_12:39:37,665	1	2	2,752604132e-06	1,970956646e-06	2,870408772e-12	6,834624013e-12	5,861609375e-12	1,182298096e-11	6,854881246e-11	9,124102168e-11	9,377979079e-13	1,300793105e-13	1,117879487e-11	6,423481538e-13	4,999999912e-15	1,166072311e-14	4,999999912e-15	4,999999912e-15	7,324234101e-12	7,213995297e-14	3,740077367e-14	4,999999912e-15	3,116076326e-14	1,079277778e-10	6,678380765e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,803089191e-09	39,64435682	0	0,2460024341	30,12026864	0	30,58154331	0,2648148079	0,04471775725	0
129,155	1770291583,401	05/02/2026_12:39:43,401	1	2	2,742797051e-06	1,995279945e-06	2,856506264e-12	6,843501894e-12	5,866683875e-12	1,183897511e-11	6,865630287e-11	9,102594373e-11	9,424852392e-13	1,164831442e-13	1,115075653e-11	6,39612007e-13	4,999999912e-15	9,388145575e-15	4,999999912e-15	4,999999912e-15	7,318820897e-12	7,160976456e-14	3,558611061e-14	4,999999912e-15	3,34401357e-14	1,082102533e-10	6,677603609e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,342490432e-09	39,73113509	0	0,2830175103	30,08324939	0	30,55857343	0,2637184998	0,04020285421	0
134,891	1770291589,137	05/02/2026_12:39:49,137	1	2	2,761744554e-06	1,975493433e-06	2,841950416e-12	6,854421978e-12	5,856099893e-12	1,182609826e-11	6,841410771e-11	9,124145189e-11	9,498182406e-13	1,068228351e-13	1,116111543e-11	6,307121709e-13	4,999999912e-15	1,537058851e-14	4,999999912e-15	9,518637777e-15	7,279767067e-12	7,598175561e-14	2,374492204e-14	4,999999912e-15	3,340762996e-14	1,079342171e-10	6,682077808e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,255472242e-09	39,65335723	0	0,2159854286	30,1012307	0	30,60835497	0,2619684055	0,03734065594	0
140,627	1770291594,873	05/02/2026_12:39:54,873	1	2	2,744960057e-06	1,986124062e-06	2,817817811e-12	6,837041783e-12	5,854448003e-12	1,181582263e-11	6,855795098e-11	9,111495586e-11	9,553897387e-13	9,848053633e-14	1,116835183e-11	6,240228603e-13	4,999999912e-15	8,714381688e-15	4,999999912e-15	1,622723528e-14	7,285369356e-12	7,947720308e-14	1,488065957e-14	4,999999912e-15	3,924697346e-14	1,082815712e-10	6,697253863e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,753139982e-09	39,71871293	0	0,2529274318	30,04874938	0	30,62218309	0,2596106686	0,0347465449	0
146,363	1770291600,609	05/02/2026_12:40:00,609	1	2	2,752283535e-06	1,981562946e-06	2,808898513e-12	6,838524538e-12	5,838278212e-12	1,182661694e-11	6,861544666e-11	9,12933687e-11	9,521087261e-13	8,65884106e-14	1,117385438e-11	6,134405592e-13	4,999999912e-15	7,563780602e-15	4,999999912e-15	1,749424241e-14	7,271894458e-12	8,810184841e-14	1,238737235e-14	4,999999912e-15	2,772351711e-14	1,080269207e-10	6,692954524e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,641011171e-09	39,65368938	0	0,2439376746	30,11925178	0	30,62650456	0,2589137036	0,02993831791	0
152,099	1770291606,345	05/02/2026_12:40:06,345	1	2	2,760888492e-06	1,985363042e-06	2,799900286e-12	6,863046589e-12	5,826156398e-12	1,18073511e-11	6,849065759e-11	9,100616788e-11	9,528469593e-13	8,208790093e-14	1,117295579e-11	6,061403007e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,470700426e-14	7,259230109e-12	8,99480482e-14	4,999999912e-15	4,999999912e-15	2,008552118e-14	1,078182127e-10	6,684161558e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,737339142e-09	39,6616126	0	0,248801478	30,1020045	0	30,64919977	0,2586851414	0,02865157703	0
157,835	1770291612,081	05/02/2026_12:40:12,081	1	2	2,745533266e-06	1,996044602e-06	2,79240563e-12	6,860974896e-12	5,818089066e-12	1,183169274e-11	6,856693685e-11	9,111209703e-11	9,527485138e-13	9,160166657e-14	1,118619693e-11	6,059622205e-13	8,607176116e-15	4,999999912e-15	4,999999912e-15	1,621704547e-14	7,272764422e-12	9,650675306e-14	4,999999912e-15	8,851660317e-15	1,661286736e-14	1,080658202e-10	6,687386062e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,974501737e-09	39,69466037	0	0,2534309278	30,09410605	0	30,61957037	0,2576546288	0,03200013603	0
163,571	1770291617,817	05/02/2026_12:40:17,817	1	2	2,743437108e-06	1,950665819e-06	2,797309693e-12	6,853649592e-12	5,830634586e-12	1,1848981e-11	6,856749196e-11	9,115950356e-11	9,52318736e-13	9,856248847e-14	1,11785789e-11	6,063551354e-13	1,959219733e-14	4,999999912e-15	5,482320801e-15	8,342327548e-15	7,301982803e-12	9,983535537e-14	4,999999912e-15	1,649547537e-14	1,448920329e-14	1,07907891e-10	6,668211122e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,452278275e-08	39,67602876	0	0,2447456772	30,14011102	0	30,56353603	0,2583197578	0,03451074283	0
169,307	1770291623,553	05/02/2026_12:40:23,553	1	2	2,752824003e-06	1,955905191e-06	2,803946962e-12	6,864926162e-12	5,833932296e-12	1,185323541e-11	6,852818313e-11	9,123582445e-11	9,438667296e-13	1,123987784e-13	1,118338581e-11	6,116541735e-13	2,088832545e-14	4,999999912e-15	2,334474133e-14	4,999999912e-15	7,304967395e-12	9,736340152e-14	6,200235434e-15	2,189339781e-14	1,34996452e-14	1,079937528e-10	6,684619525e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,488453066e-08	39,66056127	0	0,228552597	30,10925391	0	30,60497317	0,2584064501	0,03877120763	0
175,043	1770291629,289	05/02/2026_12:40:29,289	1	2	2,748258112e-06	1,992224043e-06	2,806590247e-12	6,854454504e-12	5,850629009e-12	1,186031481e-11	6,86958615e-11	9,116771921e-11	9,422316443e-13	1,227333393e-13	1,118201452e-11	6,180459248e-13	2,273015116e-14	4,999999912e-15	2,907881726e-14	4,999999912e-15	7,317892819e-12	9,163416553e-14	1,729342276e-14	2,462776924e-14	1,565580822e-14	1,080016701e-10	6,671435626e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,645938118e-08	39,6803073	0	0,2629451473	30,14154849	0	30,55160324	0,258999353	0,04238749153	0
180,779	1770291635,025	05/02/2026_12:40:35,025	1	2	2,745302254e-06	1,9581571e-06	2,811400635e-12	6,837251251e-12	5,856789446e-12	1,186805168e-11	6,863735275e-11	9,116526284e-11	9,334692307e-13	1,318896164e-13	1,116508448e-11	6,342668361e-13	1,456923605e-14	4,999999912e-15	2,314537688e-14	4,999999912e-15	7,323058826e-12	8,329862272e-14	2,692120581e-14	1,532595834e-14	2,153492669e-14	1,078557521e-10	6,677708386e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,158095161e-08	39,6386475	0	0,2629180751	30,13781402	0	30,59029662	0,2595416234	0,04500301628	0
186,515	1770291640,761	05/02/2026_12:40:40,761	1	2	2,749563919e-06	1,977767852e-06	2,807273511e-12	6,879419777e-12	5,863805101e-12	1,186265582e-11	6,858143914e-11	9,109618615e-11	9,385489348e-13	1,358517113e-13	1,114007237e-11	6,410831067e-13	7,452214505e-15	4,999999912e-15	2,405343516e-14	4,999999912e-15	7,321082976e-12	7,353500946e-14	3,543525065e-14	4,999999912e-15	2,428627435e-14	1,079677459e-10	6,676597469e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	7,22156832e-09	39,67192155	0	0,2579943424	30,10850401	0	30,58155519	0,2590844467	0,04699933483	0
192,251	1770291646,497	05/02/2026_12:40:46,497	1	2	2,748837005e-06	1,955905191e-06	2,801248166e-12	6,836337919e-12	5,870819022e-12	1,183156264e-11	6,850000428e-11	9,10897538e-11	9,358493798e-13	1,296500206e-13	1,114492179e-11	6,411990622e-13	4,999999912e-15	8,051283639e-15	1,051546681e-14	4,999999912e-15	7,317008111e-12	6,898453163e-14	3,735372946e-14	4,999999912e-15	3,039579764e-14	1,079075718e-10	6,679271719e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,815215583e-09	39,66066458	0	0,2534854012	30,09853593	0	30,60255653	0,2586371471	0,04452828467	0
197,987	1770291652,233	05/02/2026_12:40:52,233	1	2	2,74930926e-06	1,983082029e-06	2,794574901e-12	6,86276513e-12	5,860739845e-12	1,183208653e-11	6,853380363e-11	9,124406092e-11	9,464041963e-13	1,219387682e-13	1,11532476e-11	6,41972803e-13	4,999999912e-15	1,459931758e-14	4,999999912e-15	4,999999912e-15	7,317445261e-12	6,959135958e-14	3,961757747e-14	4,999999912e-15	3,142173072e-14	1,076300923e-10	6,634595651e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,558884926e-09	39,64415599	0	0,2292014331	30,21440674	0	30,46847643	0,2584407518	0,0425987121	0
203,723	1770291657,969	05/02/2026_12:40:57,969	1	2	2,748316774e-06	1,985363042e-06	2,775359586e-12	6,85422075e-12	5,854691731e-12	1,178390979e-11	6,853281137e-11	9,103174464e-11	9,503770384e-13	1,101504616e-13	1,112522661e-11	6,308538219e-13	4,999999912e-15	1,465849638e-14	4,999999912e-15	9,683560174e-15	7,300616708e-12	7,354278184e-14	3,179912117e-14	4,999999912e-15	3,337853269e-14	1,076453371e-10	6,667153635e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,972567529e-09	39,63083094	0	0,2591602277	30,14444427	0	30,59739326	0,2567712265	0,03876232555	0
209,459	1770291663,705	05/02/2026_12:41:03,705	1	2	2,740510581e-06	1,990697683e-06	2,75530228e-12	6,862625052e-12	5,845986889e-12	1,180495372e-11	6,856178125e-11	9,11262385e-11	9,531824115e-13	9,594309667e-14	1,115971118e-11	6,205290188e-13	4,999999912e-15	8,608146815e-15	4,999999912e-15	1,43203981e-14	7,28432592e-12	7,835424746e-14	1,776249266e-14	4,999999912e-15	3,454611e-14	1,079873621e-10	6,666597135e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,674689278e-09	39,69946656	0	0,2431116878	30,12721123	0	30,55235243	0,2544053229	0,0336480049	0
215,195	1770291669,441	05/02/2026_12:41:09,441	1	2	2,741182243e-06	2,005246188e-06	2,74631793e-12	6,853389817e-12	5,827480859e-12	1,183593588e-11	6,847589856e-11	9,095724868e-11	9,523784756e-13	9,30612602e-14	1,115527115e-11	6,139063325e-13	4,999999912e-15	1,272498444e-14	4,999999912e-15	1,521633195e-14	7,274645296e-12	9,084154598e-14	8,180798365e-15	4,999999912e-15	2,653993934e-14	1,080357817e-10	6,662597557e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,72022284e-09	39,74243619	0	0,2512592449	30,09734341	0	30,55191013	0,2537666132	0,03267856057	0
220,931	1770291675,177	05/02/2026_12:41:15,177	1	2	2,746493692e-06	1,981562946e-06	2,739822041e-12	6,929955741e-12	5,824132843e-12	1,182308418e-11	6,860574608e-11	9,10015327e-11	9,499627647e-13	9,097736263e-14	1,116908649e-11	6,041718232e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,132602482e-14	7,270393922e-12	9,833694053e-14	4,999999912e-15	4,999999912e-15	2,466754252e-14	1,078506659e-10	6,672307151e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,002593168e-09	39,67908358	0	0,2603095644	30,12986192	0	30,59869566	0,2533390109	0,03159923261	0
