Dauer (s);MFC-1 (mln/min);MFC-2 (mln/min);MFC-3 (mln/min);MFC-4 (mln/min);MFC-5 (mln/min);MFC-6 (mln/min);MFC-7 (mln/min);MFC-8 (mln/min);TIC-1 (°C);TIC-2 (°C);TIC-3 (°C);TIC-4 (°C);TIR-1 (°C);TIR-2 (°C);HIR-1 (°C);PIR-1 (bar)
5;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,56;180,10;461,59;179,95;446,92;454,72;77,87;-0,01
10;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,55;180,14;460,74;179,98;446,98;454,41;77,87;-0,01
15;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,55;180,13;460,19;180,01;446,99;453,55;77,87;-0,01
20;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,56;180,12;458,96;180,07;446,98;453,03;77,87;-0,01
25;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,00;31,55;180,12;458,30;180,10;446,95;451,88;77,87;-0,01
30;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,56;180,11;456,92;180,16;446,82;451,26;77,87;-0,01
35;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,56;180,11;456,23;180,19;446,75;450,07;77,87;-0,01
40;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,56;180,10;455,53;180,20;446,63;449,60;77,87;-0,01
45;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,55;180,11;455,70;180,21;446,58;449,50;77,87;-0,01
50;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,55;180,13;457,29;180,18;446,54;449,95;77,87;-0,01
55;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,56;180,14;458,46;180,16;446,53;451,68;77,87;-0,01
60;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,55;180,14;460,63;180,10;446,53;453,59;77,87;-0,01
65;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,55;180,11;461,38;180,07;446,56;454,29;77,87;-0,01
70;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,55;180,09;462,15;180,00;446,67;455,06;77,87;-0,01
75;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,55;180,08;462,20;179,97;446,73;455,15;77,87;-0,01
80;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,56;180,08;461,84;179,93;446,85;454,90;77,87;-0,01
85;0,00;0,00;0,00;0,00;49,00;0,00;71,03;79,98;31,55;180,10;461,45;179,92;446,90;454,61;77,87;-0,01
90;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,56;180,12;460,49;179,93;446,97;453,80;77,87;-0,01
95;0,00;0,00;0,00;0,00;49,01;0,00;71,03;80,00;31,55;180,13;459,92;179,95;446,97;453,28;77,87;-0,01
100;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,55;180,13;458,62;179,99;446,94;452,18;77,87;-0,01
105;0,00;0,00;0,00;0,00;49,02;0,00;71,00;80,02;31,57;180,12;457,95;180,03;446,89;451,57;77,87;-0,01
110;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,57;180,11;456,53;180,11;446,76;450,33;77,87;-0,01
115;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,02;31,56;180,10;455,95;180,14;446,69;449,82;77,87;-0,01
120;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,56;180,10;455,57;180,20;446,59;449,41;77,87;-0,01
125;0,00;0,00;0,00;0,00;49,01;0,00;71,01;79,98;31,56;180,12;455,98;180,23;446,55;449,70;77,87;-0,01
130;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,57;180,13;457,83;180,25;446,51;451,21;77,86;-0,01
135;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,57;180,14;459,01;180,25;446,50;452,22;77,86;-0,01
140;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,58;180,14;461,05;180,22;446,52;454,00;77,87;-0,01
145;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;31,58;180,12;461,66;180,20;446,56;454,57;77,87;-0,01
150;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,57;180,11;462,17;180,12;446,67;455,12;77,87;-0,01
155;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,58;180,11;462,12;180,08;446,72;455,12;77,87;-0,01
160;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,59;180,10;461,60;180,01;446,84;454,73;77,87;-0,01
165;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;31,59;180,11;461,18;179,97;446,89;454,40;77,87;-0,01
170;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,00;31,59;180,11;460,16;179,92;446,94;453,52;77,87;-0,01
175;0,00;0,00;0,00;0,00;49,01;0,00;70,99;79,98;31,59;180,12;459,52;179,92;446,95;452,99;77,87;-0,01
180;0,00;0,00;0,00;0,00;49,03;0,00;71,06;80,11;31,60;180,12;458,23;179,95;446,89;451,83;77,87;-0,01
185;0,00;0,00;0,00;0,00;49,10;0,00;71,26;80,25;31,61;180,11;456,85;179,99;446,84;451,21;77,87;0,33
190;0,00;0,00;0,00;0,00;49,10;0,00;71,28;80,27;31,61;180,11;456,16;180,14;446,70;450,01;77,87;0,49
195;0,00;0,00;0,00;0,00;48,86;0,00;70,65;79,64;31,62;180,12;455,48;180,23;446,57;449,56;77,87;0,54
200;0,00;0,00;0,00;0,00;48,97;0,00;70,92;79,92;31,62;180,13;455,65;180,41;444,80;449,46;77,87;0,36
205;0,00;0,00;0,00;0,00;48,99;0,00;70,94;79,92;31,62;180,12;457,26;180,50;444,16;449,91;77,87;0,24
210;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,63;180,11;458,44;180,61;443,42;451,67;77,87;0,22
215;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,62;180,11;460,65;180,63;443,15;452,69;77,87;0,21
220;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,03;31,64;180,12;461,43;180,62;442,70;454,35;77,86;0,21
225;0,00;0,00;0,00;0,00;48,99;0,00;71,02;79,98;31,65;180,13;462,23;180,58;442,52;454,84;77,87;0,21
230;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;31,66;180,13;462,30;180,45;442,16;455,24;77,87;0,21
235;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,66;180,12;461,95;180,36;441,99;455,20;77,87;0,21
240;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,66;180,10;461,60;180,20;441,63;454,72;77,87;0,21
245;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;31,68;180,09;460,61;180,07;441,44;454,36;77,87;0,21
250;0,00;0,00;0,00;0,00;48,99;0,00;71,01;80,00;31,67;180,10;460,05;180,03;441,05;453,42;77,87;0,21
255;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;31,68;180,11;458,79;180,01;440,82;452,88;77,87;0,21
260;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,68;180,11;458,06;180,03;440,36;451,70;77,87;0,21
265;0,00;0,00;0,00;0,00;49,01;0,00;71,03;80,00;31,69;180,11;456,67;180,13;440,11;451,08;77,87;0,21
270;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,69;180,11;456,00;180,20;439,60;449,87;77,87;0,21
275;0,00;0,00;0,00;0,00;49,01;0,00;71,01;79,97;31,69;180,10;455,46;180,36;439,36;449,47;77,87;0,21
280;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;31,70;180,09;455,75;180,45;438,94;449,52;77,87;0,21
285;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;31,69;180,08;457,56;180,60;438,76;450,07;77,87;0,21
290;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,69;180,08;458,79;180,62;438,47;451,98;77,87;0,21
295;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,69;180,10;460,93;180,63;438,36;453,00;77,87;0,21
300;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,69;180,12;461,64;180,61;438,21;454,54;77,87;0,21
305;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;31,68;180,14;462,32;180,48;438,16;454,98;77,87;0,21
310;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,68;180,12;462,32;180,40;438,11;455,27;77,86;0,21
315;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,66;180,09;461,88;180,21;438,08;455,17;77,87;0,21
320;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,66;180,08;461,49;180,10;438,00;454,64;77,87;0,21
325;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,64;180,06;460,49;179,92;437,88;454,24;77,87;0,21
330;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,64;180,07;459,91;179,85;437,80;453,27;77,87;0,21
335;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;31,63;180,08;458,57;179,77;437,60;452,72;77,87;0,21
340;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,63;180,09;457,88;179,77;437,47;451,51;77,87;0,21
345;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,62;180,09;456,45;179,83;437,20;450,88;77,87;0,21
350;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,61;180,10;455,88;179,89;437,06;449,73;77,87;0,21
355;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;31,61;180,07;455,57;180,06;436,82;449,41;77,87;0,21
360;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,59;180,06;456,02;180,15;436,73;449,72;77,87;0,20
365;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,59;180,06;457,97;180,34;436,59;450,41;77,87;0,20
370;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,58;180,07;459,28;180,42;436,55;452,33;77,87;0,20
375;0,00;0,00;0,00;0,00;48,99;0,00;71,02;79,98;31,58;180,08;461,22;180,52;436,53;453,30;77,87;0,20
380;0,00;0,00;0,00;0,00;49,00;0,00;70,97;80,02;31,57;180,08;461,82;180,55;436,56;454,69;77,87;0,20
385;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,57;180,10;462,29;180,52;436,63;455,04;77,87;0,20
390;0,00;0,00;0,00;0,00;49,01;0,00;70,99;80,00;31,57;180,10;462,23;180,46;436,68;455,20;77,87;0,21
395;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,56;180,08;461,70;180,31;436,75;455,05;77,87;0,21
400;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,56;180,07;461,28;180,20;436,76;454,45;77,87;0,21
405;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,03;31,55;180,07;460,20;180,00;436,75;453,53;77,87;0,20
410;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;31,55;180,07;459,59;179,90;436,71;453,00;77,87;0,21
415;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,56;180,08;458,23;179,74;436,59;451,83;77,87;0,20
420;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,56;180,10;457,53;179,70;436,50;451,20;77,87;0,20
425;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;31,56;180,11;456,19;179,67;436,28;449,97;77,87;0,20
430;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,55;180,10;455,67;179,70;436,18;449,54;77,87;0,20
435;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,55;180,08;455,70;179,80;436,03;449,47;77,87;0,20
440;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;31,56;180,05;456,31;179,88;435,98;449,96;77,87;0,20
445;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;31,56;180,07;458,57;180,08;435,92;451,74;77,87;0,20
450;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;31,56;180,08;459,76;180,17;435,91;452,77;77,87;0,20
455;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,56;180,10;461,49;180,32;435,96;454,37;77,87;0,20
460;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,56;180,12;462,26;180,42;436,06;454,82;77,87;0,20
465;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;31,56;180,13;462,37;180,43;436,12;455,26;77,87;0,20
470;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,55;180,10;462,11;180,41;436,24;455,12;77,87;0,20
475;0,00;0,00;0,00;0,00;49,01;0,00;70,98;79,98;31,54;180,06;461,79;180,37;436,28;454,86;77,87;0,20
480;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,54;180,06;460,84;180,22;436,34;454,09;77,87;0,20
485;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;31,54;180,09;460,29;180,13;436,35;453,61;77,87;0,20
490;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,54;180,11;459,33;179,93;436,37;452,82;77,87;0,20
495;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,03;31,53;180,11;459,24;179,84;436,40;452,72;77,87;0,20
500;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,05;31,53;180,11;460,38;179,70;436,53;453,67;77,87;0,20
505;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,97;31,54;180,10;461,76;179,65;436,62;454,74;77,87;0,20
510;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,54;180,09;464,98;179,62;436,85;457,48;77,87;0,20
515;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;31,53;180,08;466,44;179,64;437,01;458,81;77,87;0,20
520;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,53;180,08;468,50;179,74;437,40;460,70;77,87;0,21
525;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,53;180,10;469,02;179,80;437,60;461,24;77,87;0,21
530;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,52;180,11;469,33;179,96;438,02;461,67;77,87;0,21
535;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,53;180,10;469,20;180,05;438,23;461,61;77,87;0,21
540;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,54;180,09;468,52;180,19;438,59;461,12;77,87;0,21
545;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,54;180,07;468,04;180,25;438,73;460,73;77,86;0,21
550;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,55;180,07;466,89;180,32;438,97;459,74;77,87;0,21
555;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,54;180,08;465,55;180,32;439,05;459,19;77,87;0,21
560;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,55;180,09;464,98;180,26;439,20;458,14;77,87;0,21
565;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,98;31,55;180,11;464,80;180,21;439,29;457,88;77,87;0,21
570;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;31,56;180,10;465,54;180,06;439,53;458,53;77,87;0,21
575;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,55;180,10;468,54;179,97;439,69;459,60;77,87;0,21
580;0,00;0,00;0,00;0,00;48,99;0,00;71,00;79,98;31,56;180,09;470,49;179,79;440,09;462,73;77,87;0,21
585;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,56;180,09;474,15;179,71;440,31;464,46;77,87;0,21
590;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,05;31,55;180,11;475,38;179,60;440,84;467,10;77,87;0,21
595;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,55;180,11;476,83;179,57;441,15;467,96;77,87;0,21
600;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,56;180,12;477,08;179,58;441,78;468,84;77,87;0,21
605;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;31,55;180,11;476,96;179,62;442,08;468,94;77,87;0,21
610;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,56;180,10;476,64;179,74;442,64;468,67;77,87;0,21
615;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,56;180,09;475,71;179,81;442,89;468,35;77,87;0,21
620;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,56;180,09;475,12;179,98;443,31;467,44;77,87;0,21
625;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,56;180,09;473,78;180,06;443,47;466,89;77,87;0,21
630;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,57;180,08;473,02;180,19;443,74;465,69;77,87;0,21
635;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,03;31,56;180,09;471,97;180,25;443,86;465,13;77,87;0,21
640;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,57;180,10;472,01;180,25;444,14;464,81;77,86;0,21
645;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,58;180,13;474,04;180,19;444,34;465,35;77,87;0,21
650;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,57;180,13;475,91;180,13;444,82;467,99;77,87;0,21
655;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,58;180,13;480,27;179,98;445,07;469,85;77,87;0,21
660;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,57;180,13;482,17;179,89;445,66;473,43;77,87;0,21
665;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,58;180,10;484,82;179,73;446,01;474,84;77,87;0,21
670;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,57;180,09;485,50;179,66;446,74;476,63;77,87;0,21
675;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,58;180,10;485,99;179,56;447,13;477,07;77,87;0,21
680;0,00;0,00;0,00;0,00;48,99;0,00;70,99;80,02;31,58;180,11;485,88;179,54;447,88;477,26;77,87;0,21
685;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,58;180,13;485,20;179,55;448,53;477,09;77,87;0,21
690;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,58;180,14;484,69;179,58;448,82;476,39;77,87;0,21
695;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,05;31,57;180,14;483,37;179,70;449,29;475,90;77,87;0,21
700;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,58;180,14;482,66;179,77;449,48;474,70;77,87;0,21
705;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;31,58;180,13;481,20;179,93;449,81;474,06;77,87;0,21
710;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,97;31,58;180,13;480,68;180,00;449,98;473,04;77,87;0,21
715;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;31,59;180,13;481,08;180,11;450,40;472,95;77,87;0,21
720;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,59;180,12;482,27;180,14;450,67;474,37;77,87;0,21
725;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,59;180,14;486,47;180,15;451,27;475,90;77,87;0,21
730;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,59;180,14;488,80;180,14;451,59;479,81;77,87;0,21
735;0,00;0,00;0,00;0,00;48,99;0,00;71,00;79,97;31,59;180,14;492,58;180,04;452,34;481,70;77,87;0,21
740;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,03;31,60;180,14;493,90;179,98;452,74;484,51;77,87;0,21
745;0,00;0,00;0,00;0,00;49,00;0,00;71,03;79,98;31,60;180,12;495,17;179,84;453,61;485,35;77,87;0,21
750;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;31,61;180,12;495,35;179,76;454,04;486,13;77,87;0,21
755;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,61;180,13;495,02;179,64;454,83;486,16;77,87;0,21
760;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,61;180,13;494,61;179,59;455,19;485,72;77,87;0,21
765;0,00;0,00;0,00;0,00;49,01;0,00;71,01;80,02;31,61;180,13;493,43;179,55;455,81;484,80;77,87;0,21
770;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;31,62;180,12;492,73;179,55;456,06;484,23;77,87;0,22
775;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,62;180,12;491,20;179,61;456,47;482,93;77,87;0,22
780;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,62;180,11;490,44;179,66;456,66;482,30;77,87;0,22
785;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,02;31,62;180,12;489,74;179,79;457,08;481,71;77,87;0,22
790;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,63;180,14;490,26;179,85;457,34;482,13;77,87;0,22
795;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,64;180,15;493,41;179,99;457,99;484,83;77,87;0,22
800;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,63;180,14;495,96;180,04;458,33;486,83;77,87;0,22
805;0,00;0,00;0,00;0,00;49,01;0,00;71,01;80,03;31,63;180,12;500,66;180,10;459,08;490,97;77,87;0,22
810;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,63;180,12;502,44;180,11;459,50;492,64;77,87;0,22
815;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,03;31,63;180,12;504,69;180,08;460,42;494,82;77,87;0,22
820;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,64;180,14;505,17;180,03;460,91;495,38;77,87;0,22
825;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,00;31,64;180,15;505,26;179,91;461,79;495,67;77,86;0,22
830;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,65;180,15;504,98;179,83;462,21;495,52;77,87;0,22
835;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,65;180,14;503,99;179,68;462,96;494,75;77,87;0,22
840;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,65;180,11;503,28;179,61;463,27;494,22;77,87;0,22
845;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,65;180,10;501,75;179,52;463,78;492,93;77,87;0,22
850;0,00;0,00;0,00;0,00;49,00;0,00;70,97;80,02;31,65;180,14;500,92;179,50;463,99;492,23;77,87;0,22
855;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,98;31,66;180,15;499,60;179,49;464,42;491,17;77,87;0,22
860;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,66;180,15;500,25;179,52;464,68;491,14;77,87;0,22
865;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,67;180,15;501,66;179,59;465,32;492,92;77,86;0,22
870;0,00;0,00;0,00;0,00;48,98;0,00;71,01;79,97;31,67;180,16;506,45;179,65;465,69;494,68;77,86;0,22
875;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,67;180,14;508,98;179,78;466,45;498,97;77,87;0,22
880;0,00;0,00;0,00;0,00;49,01;0,00;70,98;80,02;31,67;180,11;512,98;179,84;466,87;501,05;77,87;0,22
885;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,68;180,12;514,25;179,95;467,80;503,95;77,87;0,22
890;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;31,67;180,12;515,54;179,98;468,29;504,80;77,87;0,22
895;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;31,67;180,13;515,65;180,02;469,26;505,52;77,87;0,22
900;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,66;180,15;515,19;180,01;469,72;505,51;77,87;0,22
905;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,67;180,15;514,66;179,96;470,54;504,94;77,87;0,22
910;0,00;0,00;0,00;0,00;49,00;0,00;71,03;79,98;31,66;180,12;513,33;179,91;470,90;504,46;77,87;0,22
915;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,67;180,11;512,54;179,78;471,48;503,19;77,87;0,22
920;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;31,67;180,10;510,75;179,71;471,71;502,47;77,87;0,22
925;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,66;180,11;510,01;179,58;472,14;501,12;77,87;0,22
930;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,66;180,14;509,81;179,48;472,38;500,80;77,87;0,22
935;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,66;180,15;510,86;179,45;473,02;501,81;77,87;0,23
940;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,66;180,16;515,05;179,43;473,41;503,28;77,87;0,23
945;0,00;0,00;0,00;0,00;49,01;0,00;70,99;80,03;31,65;180,15;517,73;179,44;474,22;507,59;77,87;0,23
950;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;31,66;180,15;522,65;179,52;474,65;509,93;77,87;0,23
955;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,65;180,14;524,28;179,58;475,64;513,48;77,87;0,23
960;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,05;31,66;180,12;526,14;179,71;476,17;514,63;77,87;0,23
965;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,65;180,12;526,43;179,78;477,22;515,79;77,87;0,23
970;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,66;180,12;526,20;179,90;477,73;515,91;77,87;0,23
975;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;31,65;180,12;525,77;179,94;478,64;515,51;77,87;0,23
980;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,97;31,65;180,13;524,44;179,98;479,04;515,07;77,86;0,23
985;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,65;180,14;523,64;179,98;479,69;513,85;77,87;0,23
990;0,00;0,00;0,00;0,00;48,99;0,00;71,00;79,98;31,66;180,14;521,86;179,93;479,97;513,12;77,87;0,23
995;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,66;180,14;520,90;179,88;480,42;511,59;77,87;0,23
1000;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,65;180,13;520,06;179,75;480,95;511,05;77,87;0,23
1005;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;31,65;180,12;520,62;179,68;481,29;511,41;77,86;0,23
1010;0,00;0,00;0,00;0,00;48,98;0,00;71,00;80,00;31,65;180,13;524,34;179,54;482,13;512,59;77,86;0,23
1015;0,00;0,00;0,00;0,00;48,99;0,00;71,01;80,00;31,67;180,13;527,03;179,47;482,56;516,70;77,87;0,23
1020;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,94;31,67;180,15;532,33;179,39;483,47;519,11;77,87;0,23
1025;0,00;0,00;0,00;0,00;49,01;0,00;71,02;80,00;31,67;180,16;534,47;179,37;483,98;523,22;77,86;0,23
1030;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,67;180,16;536,82;179,39;485,06;524,64;77,86;0,23
1035;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,98;31,66;180,15;537,31;179,43;485,63;526,22;77,86;0,23
1040;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,97;31,66;180,14;537,33;179,53;486,67;526,48;77,86;0,23
