PV MassSpec-23.06.00
EXPORTED SCAN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\05-002-2026\MCD 256_kwinda_New_1%MeOH - Oxidative coupling_removed, Position 1, RGA PrismaPro A 100 47507368, 05-002-2026 12'57'34.isi
05/02/2026 12:57:34
SensorID:  RGA PrismaPro A 100 47507368
52 Bins
2562 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	2_amu_(_)	12_amu_(_)	13_amu_(_)	14_amu_(_)	15_amu_(_)	16_amu_(_)	17_amu_(_)	18_amu_(_)	20_amu_(_)	22_amu_(_)	24_amu_(_)	25_amu_(_)	26_amu_(_)	27_amu_(_)	28_amu_(_)	29_amu_(_)	30_amu_(_)	31_amu_(_)	32_amu_(_)	40_amu_(_)	44_amu_(_)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_MCD	Sig:_MCD_Ar	Sig:_MCD_CH2CH2	Sig:_MCD_CH3CH3	Sig:_MCD_CH4	Sig:_MCD_CO	Sig:_MCD_CO2	Sig:_MCD_H2	Sig:_MCD_H2O	Sig:_MCD_O2
65,926	1770292720,701	05/02/2026_12:58:40,701	1	2	2,734579084e-06	1,991460749e-06	2,259759437e-12	6,77440222e-12	5,794436111e-12	1,171439248e-11	6,77055495e-11	9,00855987e-11	9,453092606e-13	8,247836279e-14	1,100874947e-11	6,045400183e-13	4,999999912e-15	7,400316796e-15	4,999999912e-15	1,83707826e-14	7,211995324e-12	8,375896141e-14	1,522749076e-14	4,999999912e-15	3,444424921e-14	1,061057076e-10	6,579866513e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,389885953e-09	39,58889042	0	0,2347963105	30,2170197	0	30,6050379	0,2118526052	0,02943747447	0
71,662	1770292726,437	05/02/2026_12:58:46,437	1	2	2,735991984e-06	1,94693007e-06	2,256160319e-12	6,820121291e-12	5,769508135e-12	1,170791762e-11	6,774455302e-11	8,986038996e-11	9,406489259e-13	8,208838204e-14	1,099620221e-11	5,956864234e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,370823383e-14	7,209026778e-12	9,073822829e-14	7,080160365e-15	4,999999912e-15	2,440318015e-14	1,060000976e-10	6,588420087e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,864344914e-09	39,58030701	0	0,2611544237	30,19660712	0	30,66341284	0,2119317402	0,02900722596	0
77,398	1770292732,173	05/02/2026_12:58:52,173	1	2	2,724657861e-06	1,97928648e-06	2,253655379e-12	6,794719735e-12	5,760367443e-12	1,170020764e-11	6,777782502e-11	9,005712148e-11	9,436271209e-13	8,482030724e-14	1,100968188e-11	5,924615182e-13	9,623903643e-15	4,999999912e-15	4,999999912e-15	1,211136836e-14	7,19848443e-12	9,57422821e-14	4,999999912e-15	1,166121778e-14	1,791675261e-14	1,064590222e-10	6,580713058e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	8,468578706e-09	39,67339532	0	0,2449222265	30,18846604	0	30,57153271	0,2111909959	0,0301014727	0
83,134	1770292737,909	05/02/2026_12:58:57,909	1	2	2,734514055e-06	2,002175052e-06	2,259011337e-12	6,780508446e-12	5,77446771e-12	1,173016892e-11	6,788838242e-11	9,003153778e-11	9,305522932e-13	9,413669388e-14	1,101266908e-11	5,938305403e-13	1,216278495e-14	4,999999912e-15	6,268142066e-15	8,965164426e-15	7,220231791e-12	9,724503375e-14	5,872325263e-15	1,66332385e-14	1,030009174e-14	1,063667071e-10	6,579937289e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,030218153e-08	39,65097792	0	0,2665921183	30,21316375	0	30,57242653	0,211910077	0,03231815636	0
88,87	1770292743,645	05/02/2026_12:59:03,645	1	2	2,732504527e-06	1,983840093e-06	2,26577394e-12	6,804762049e-12	5,775620867e-12	1,173700373e-11	6,769605709e-11	8,999398449e-11	9,374700452e-13	1,08192711e-13	1,09893223e-11	5,937708008e-13	1,921044975e-14	4,999999912e-15	1,772029517e-14	4,999999912e-15	7,230927229e-12	9,463777147e-14	9,027739832e-15	2,314925798e-14	1,272207573e-14	1,062635813e-10	6,568554034e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,397228571e-08	39,64792866	0	0,2353808641	30,2011386	0	30,55311641	0,2124274768	0,03837746703	0
94,606	1770292749,381	05/02/2026_12:59:09,381	1	2	2,728787422e-06	1,988408485e-06	2,278680499e-12	6,778361726e-12	5,786805063e-12	1,173282652e-11	6,769330929e-11	8,991878075e-11	9,309390281e-13	1,154572043e-13	1,099064589e-11	6,066331248e-13	2,059194354e-14	4,999999912e-15	2,050657279e-14	7,013708936e-15	7,238080794e-12	9,501030334e-14	1,407640518e-14	2,119731799e-14	8,499980708e-15	1,059162757e-10	6,567833777e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,497154902e-08	39,58003913	0	0,2515491979	30,23066223	0	30,5939632	0,2140442974	0,04059404334	0
100,342	1770292755,117	05/02/2026_12:59:15,117	1	2	2,741488515e-06	2,006014938e-06	2,290371668e-12	6,79162759e-12	5,797625401e-12	1,173627775e-11	6,775469075e-11	8,995475198e-11	9,258094508e-13	1,263854744e-13	1,099035099e-11	6,181357509e-13	1,325032359e-14	4,999999912e-15	2,470587415e-14	4,999999912e-15	7,252826378e-12	8,528599241e-14	2,354168835e-14	1,927690795e-14	1,293599813e-14	1,061856159e-10	6,572838107e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,060841909e-08	39,62105752	0	0,2563615315	30,20347563	0	30,57126515	0,2148512719	0,04409019887	0
106,078	1770292760,853	05/02/2026_12:59:20,853	1	2	2,735311909e-06	1,996809715e-06	2,283228728e-12	6,759018258e-12	5,793756534e-12	1,171124569e-11	6,770028288e-11	9,000114543e-11	9,199978019e-13	1,302578379e-13	1,097462139e-11	6,278309036e-13	5,100568134e-15	4,999999912e-15	2,700270393e-14	4,999999912e-15	7,250013957e-12	7,703145982e-14	3,418570765e-14	7,63848552e-15	2,309881378e-14	1,062297056e-10	6,567032335e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,594896622e-09	39,63464673	0	0,249370001	30,202266	0	30,54464353	0,2141218418	0,04498936823	0
111,814	1770292766,589	05/02/2026_12:59:26,589	1	2	2,731624591e-06	1,986124062e-06	2,282238417e-12	6,768958224e-12	5,806071336e-12	1,171538821e-11	6,763395399e-11	8,997157186e-11	9,210638979e-13	1,256602786e-13	1,100029789e-11	6,277755551e-13	4,999999912e-15	6,257960729e-15	1,206334328e-14	4,999999912e-15	7,265238758e-12	7,550345982e-14	3,601055204e-14	4,999999912e-15	2,928934561e-14	1,060748434e-10	6,591460711e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,698149826e-09	39,56801443	0	0,2513334218	30,16886222	0	30,65040505	0,2140598895	0,04343371838	0
117,55	1770292772,325	05/02/2026_12:59:32,325	1	2	2,730388815e-06	1,976250587e-06	2,273070187e-12	6,761206178e-12	5,80047772e-12	1,174102569e-11	6,760637883e-11	8,994775064e-11	9,243507652e-13	1,190826544e-13	1,096232046e-11	6,296304624e-13	4,999999912e-15	7,538561043e-15	4,999999912e-15	4,999999912e-15	7,243241163e-12	6,214254507e-14	3,653443515e-14	4,999999912e-15	3,226188915e-14	1,059509147e-10	6,561460403e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,49858284e-09	39,58995923	0	0,2358980097	30,22110042	0	30,56562513	0,2134731329	0,04135478987	0
123,286	1770292778,061	05/02/2026_12:59:38,061	1	2	2,728420441e-06	1,997577101e-06	2,268194096e-12	6,774947357e-12	5,795195487e-12	1,170305259e-11	6,78030132e-11	8,996371009e-11	9,290206408e-13	1,105991655e-13	1,09879111e-11	6,256174506e-13	4,999999912e-15	1,512659728e-14	4,999999912e-15	6,903594653e-15	7,231830586e-12	7,238492168e-14	3,036961416e-14	4,999999912e-15	3,54687254e-14	1,060381088e-10	6,581380579e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6,009531883e-09	39,5760612	0	0,2670905255	30,2171981	0	30,61635681	0,213033511	0,03847285576	0
129,022	1770292783,797	05/02/2026_12:59:43,797	1	2	2,727777201e-06	1,981562946e-06	2,252789101e-12	6,77879454e-12	5,781537575e-12	1,169529317e-11	6,767552491e-11	8,984590849e-11	9,328866889e-13	1,02363559e-13	1,096520097e-11	6,233288625e-13	4,999999912e-15	1,409920222e-14	4,999999912e-15	6,951135224e-15	7,223315262e-12	6,790766137e-14	2,725057457e-14	4,999999912e-15	3,690163409e-14	1,057492635e-10	6,573222522e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,7996362e-09	39,54284363	0	0,2544566949	30,22758671	0	30,63743452	0,2118853449	0,03595932434	0
134,758	1770292789,533	05/02/2026_12:59:49,533	1	2	2,729342896e-06	1,985363042e-06	2,245423032e-12	6,77238517e-12	5,783803124e-12	1,168556484e-11	6,759135612e-11	8,99274058e-11	9,396557967e-13	9,044575798e-14	1,098709318e-11	6,167178313e-13	4,999999912e-15	1,395319746e-14	4,999999912e-15	1,156662453e-14	7,217175642e-12	7,455272294e-14	2,254873873e-14	4,999999912e-15	3,214547294e-14	1,063635985e-10	6,572465489e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,448289995e-09	39,67851487	0	0,2335336784	30,159653	0	30,56683965	0,2105211194	0,0320444619	0
140,494	1770292795,269	05/02/2026_12:59:55,269	1	2	2,731364475e-06	1,983840093e-06	2,236680242e-12	6,789416251e-12	5,774543604e-12	1,168212315e-11	6,757937265e-11	9,0090789e-11	9,424149829e-13	8,67979801e-14	1,099218546e-11	6,040534284e-13	4,999999912e-15	8,301097372e-15	4,999999912e-15	1,115722471e-14	7,209708091e-12	8,166391689e-14	1,117662854e-14	4,999999912e-15	3,089785101e-14	1,062988864e-10	6,575533174e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,084650666e-09	39,6420569	0	0,2065223902	30,18214754	0	30,57591603	0,2094481591	0,03083256184	0
146,23	1770292801,005	05/02/2026_13:00:01,005	1	2	2,730520919e-06	1,964923968e-06	2,238079297e-12	6,835840054e-12	5,768384468e-12	1,170560957e-11	6,776983835e-11	8,985829442e-11	9,422369569e-13	8,667427941e-14	1,099472336e-11	5,982369548e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,791190419e-14	7,204624917e-12	9,742159607e-14	4,999999912e-15	4,999999912e-15	2,317787753e-14	1,061486732e-10	6,560015031e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,822735564e-09	39,65441718	0	0,2591448403	30,22372897	0	30,54733285	0,2103253855	0,03085232001	0
151,966	1770292806,741	05/02/2026_13:00:06,741	1	2	2,732613211e-06	1,969446657e-06	2,237124765e-12	6,853499105e-12	5,759206913e-12	1,172168872e-11	6,771804645e-11	9,007183194e-11	9,421922877e-13	9,115055038e-14	1,099932211e-11	5,975131956e-13	1,274875388e-14	4,999999912e-15	4,999999912e-15	1,424667066e-14	7,206859241e-12	9,984892145e-14	6,601879823e-15	8,445164124e-15	2,030041174e-14	1,061385008e-10	6,578523143e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,01360649e-08	39,60096605	0	0,231726242	30,21743525	0	30,60117497	0,2097832356	0,03239010392	0
157,702	1770292812,477	05/02/2026_13:00:12,477	1	2	2,739227966e-06	1,99298529e-06	2,245091916e-12	6,812723996e-12	5,769199788e-12	1,171456508e-11	6,780259687e-11	9,002184415e-11	9,379586951e-13	9,936577386e-14	1,100744322e-11	5,97664496e-13	2,092324693e-14	4,999999912e-15	1,418651946e-14	1,34026379e-14	7,216380705e-12	1,053884898e-13	6,386504755e-15	2,364743702e-14	1,482682216e-14	1,060821292e-10	6,58473831e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,534702443e-08	39,58260933	0	0,2579751896	30,22164157	0	30,62648831	0,210685321	0,03506137591	0
163,438	1770292818,213	05/02/2026_13:00:18,213	1	2	2,729768994e-06	1,954408845e-06	2,256230142e-12	6,821611852e-12	5,776518153e-12	1,17219524e-11	6,780487283e-11	8,998854439e-11	9,364190196e-13	1,01887208e-13	1,099212301e-11	6,076599727e-13	2,452930166e-14	4,999999912e-15	1,945734969e-14	1,046598822e-14	7,224674851e-12	9,945990293e-14	1,471525267e-14	2,133944334e-14	1,572809232e-14	1,062164107e-10	6,576841849e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,753307327e-08	39,62487365	0	0,2607185635	30,21226229	0	30,58433313	0,2116930606	0,03586674469	0
169,174	1770292823,949	05/02/2026_13:00:23,949	1	2	2,731308086e-06	2,003710051e-06	2,267721167e-12	6,776362457e-12	5,785128886e-12	1,172077452e-11	6,78085435e-11	9,003000428e-11	9,294130136e-13	1,22204601e-13	1,09690694e-11	6,071656307e-13	2,499933718e-14	4,999999912e-15	2,451038572e-14	4,999999912e-15	7,250934662e-12	8,89749903e-14	1,555006463e-14	2,465008517e-14	1,884081812e-14	1,059767621e-10	6,576561518e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,766782896e-08	39,55860513	0	0,2535259425	30,23937908	0	30,60008891	0,212809911	0,0428088071	0
174,91	1770292829,685	05/02/2026_13:00:29,685	1	2	2,734350119e-06	1,955905191e-06	2,270473523e-12	6,780920877e-12	5,797309247e-12	1,173677128e-11	6,775704997e-11	8,992846745e-11	9,2229772e-13	1,293929292e-13	1,098174156e-11	6,181084832e-13	1,613943185e-14	4,999999912e-15	3,080811295e-14	4,999999912e-15	7,2570552e-12	8,398792458e-14	2,2701535e-14	1,763346583e-14	1,639167318e-14	1,059947893e-10	6,585199747e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,233792853e-08	39,562483	0	0,2616768391	30,2038078	0	30,63650118	0,2130559008	0,04492653447	0
180,646	1770292835,421	05/02/2026_13:00:35,421	1	2	2,728321078e-06	1,977767852e-06	2,27222928e-12	6,790330451e-12	5,796526453e-12	1,171282342e-11	6,76619108e-11	8,999012646e-11	9,176906197e-13	1,292352862e-13	1,096197005e-11	6,236534726e-13	5,962059934e-15	4,999999912e-15	2,469373616e-14	4,999999912e-15	7,137048331e-12	7,646488965e-14	3,306420215e-14	1,078953279e-14	2,167075011e-14	1,045326256e-10	6,462715085e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,645476446e-09	39,42470113	0	0,214199167	30,5479937	0	30,38896438	0,215128887	0,04479771918	0
186,382	1770292841,157	05/02/2026_13:00:41,157	1	2	2,692727548e-06	1,931323823e-06	2,227486424e-12	6,660914008e-12	5,712633058e-12	1,153166451e-11	6,671015823e-11	8,864597251e-11	9,060434694e-13	1,288554902e-13	1,079121948e-11	6,174100944e-13	4,999999912e-15	7,004489829e-15	1,6399432e-14	4,999999912e-15	7,146254942e-12	6,743326194e-14	3,363319822e-14	4,999999912e-15	2,494840678e-14	1,046551942e-10	6,464090374e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,57152017e-09	39,64395359	0	0,2473966527	30,20930547	0	30,52531228	0,2121434752	0,04517297856	0
192,118	1770292846,893	05/02/2026_13:00:46,893	1	2	2,692568387e-06	1,964169087e-06	2,222780337e-12	6,661117404e-12	5,721322287e-12	1,152508124e-11	6,678897019e-11	8,856960304e-11	9,032023176e-13	1,147354103e-13	1,078382002e-11	6,157195522e-13	4,999999912e-15	5,220867141e-15	4,999999912e-15	4,999999912e-15	7,129605933e-12	6,160993753e-14	3,284300457e-14	4,999999912e-15	3,076300336e-14	1,045536227e-10	6,474150382e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,995129076e-09	39,61696748	0	0,2678334908	30,21264062	0	30,57689899	0,2119849908	0,03956250438	0
197,854	1770292852,629	05/02/2026_13:00:52,629	1	2	2,688497489e-06	1,952909543e-06	2,216194459e-12	6,642161647e-12	5,700657828e-12	1,302890348e-11	7,595758744e-11	9,304101933e-11	8,930635094e-13	1,373234344e-13	2,557832939e-11	5,226640518e-14	4,999999912e-15	2,871501322e-14	1,84275355e-14	1,306066359e-14	1,365226335e-11	1,627646721e-13	4,006190047e-14	4,999999912e-15	2,910306951e-14	9,594332273e-11	5,024371197e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1,418548893e-08	38,1053313	0	0,8359691847	34,40706097	2,640051762	24,38671037	0,2227186166	0,0390930011	0
203,59	1770292858,365	05/02/2026_13:00:58,365	1	2	2,728096888e-06	2,22473318e-06	2,31608864e-11	6,501706725e-12	5,568591161e-12	1,096188765e-11	6,205362613e-11	8,05066222e-11	1,318130284e-12	2,136390891e-12	1,139495876e-11	5,625707148e-13	4,999999912e-15	1,247953631e-14	4,999999912e-15	9,759235791e-15	1,76472708e-11	1,839556881e-13	4,574796488e-14	4,999999912e-15	4,234855739e-14	1,106868694e-10	5,99656505e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	9,198144039e-09	39,93826435	0	0,5178488705	26,32521555	3,703160166	26,91146462	2,090768909	0,8146179516	0
209,326	1770292864,101	05/02/2026_13:01:04,101	1	2	2,715555866e-06	2,159208634e-06	2,701876049e-11	6,763455247e-12	5,001927258e-12	1,017381665e-11	5,89545357e-11	7,916054617e-11	1,479401779e-12	2,700944503e-12	1,133649251e-11	5,378876598e-13	4,999999912e-15	9,595761821e-15	4,999999912e-15	1,576592589e-14	1,854224066e-11	2,059737201e-13	3,85955238e-14	4,999999912e-15	4,900717825e-14	1,088240539e-10	5,805438422e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	4,908933483e-09	39,67789414	0	0,1749878139	25,78517707	4,501868384	26,39874163	2,461590019	1,046821967	0,02011254774
215,062	1770292869,837	05/02/2026_13:01:09,837	1	2	2,725403647e-06	2,217923793e-06	3,168537308e-11	6,761152402e-12	5,259204097e-12	1,073116943e-11	6,222738991e-11	8,281931391e-11	1,564561198e-12	2,871344005e-12	1,114499638e-11	5,211734906e-13	4,999999912e-15	7,078703468e-15	4,999999912e-15	1,912410151e-14	1,888432639e-11	2,2169167e-13	2,941935161e-14	4,999999912e-15	4,737489833e-14	1,076456146e-10	5,762357258e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,38923972e-09	38,7090073	0	0,2099940897	26,79589698	4,577005309	25,83617353	2,847336897	1,097620623	0,01004799721
220,798	1770292875,573	05/02/2026_13:01:15,573	1	2	2,73978776e-06	2,206895488e-06	3,326990419e-11	6,801006806e-12	5,384340543e-12	1,097606554e-11	6,364254262e-11	8,437071181e-11	1,606259179e-12	2,946671986e-12	1,10683537e-11	5,172744286e-13	4,999999912e-15	4,999999912e-15	4,999999912e-15	1,941417811e-14	1,903893189e-11	2,304589083e-13	3,045837982e-14	4,999999912e-15	4,539482668e-14	1,075692174e-10	5,810138828e-11	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5,91780999e-09	38,32086938	0	0,2448029029	27,10718956	4,545788701	25,80271413	2,962233674	1,116448035	0,0005925706102
