Dauer (s);MFC-1 (mln/min);MFC-2 (mln/min);MFC-3 (mln/min);MFC-4 (mln/min);MFC-5 (mln/min);MFC-6 (mln/min);MFC-7 (mln/min);MFC-8 (mln/min);TIC-1 (°C);TIC-2 (°C);TIC-3 (°C);TIC-4 (°C);TIR-1 (°C);TIR-2 (°C);HIR-1 (°C);PIR-1 (bar)
100;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,68;180,03;461,81;180,25;446,03;454,92;77,86;-0,01
105;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,68;180,04;461,00;180,24;446,13;454,26;77,86;-0,01
110;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;30,68;180,07;460,49;180,22;446,16;453,81;77,86;-0,01
115;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;30,68;180,08;459,27;180,17;446,18;452,78;77,86;-0,01
120;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,69;180,09;458,63;180,15;446,15;452,19;77,86;-0,01
125;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,68;180,09;457,22;180,09;446,05;450,97;77,86;-0,01
130;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,70;180,06;455,92;180,06;445,98;450,35;77,86;-0,01
135;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,70;180,04;455,47;180,02;445,85;449,40;77,86;-0,01
140;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,70;180,03;455,39;180,01;445,80;449,28;77,86;-0,01
145;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;30,69;180,04;456,49;180,01;445,73;450,09;77,86;-0,01
150;0,00;0,00;0,00;0,00;49,01;0,00;70,98;80,00;30,70;180,07;458,76;180,03;445,71;450,96;77,86;-0,01
155;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;30,70;180,08;459,90;180,06;445,71;452,96;77,86;-0,01
160;0,00;0,00;0,00;0,00;49,01;0,00;70,98;80,00;30,70;180,08;461,52;180,10;445,73;453,82;77,86;-0,01
165;0,00;0,00;0,00;0,00;49,00;0,00;70,97;79,98;30,70;180,08;461,92;180,16;445,83;454,85;77,86;-0,01
170;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,70;180,08;462,09;180,19;445,90;455,04;77,86;-0,01
175;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;30,70;180,07;461,89;180,24;446,03;454,96;77,86;-0,01
180;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;30,71;180,05;461,21;180,26;446,09;454,73;77,86;-0,01
185;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;30,71;180,03;460,70;180,28;446,18;454,01;77,86;-0,01
190;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;30,71;180,02;459,58;180,28;446,20;453,55;77,86;-0,01
195;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,72;180,03;458,95;180,25;446,18;452,47;77,86;-0,01
200;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,00;30,72;180,05;457,57;180,22;446,15;451,89;77,86;-0,01
205;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;30,72;180,06;456,88;180,16;446,04;450,66;77,86;-0,01
210;0,00;0,00;0,00;0,00;49,01;0,00;70,99;79,95;30,71;180,08;455,68;180,12;445,98;450,06;77,86;-0,01
215;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,72;180,07;455,44;180,06;445,85;449,35;77,86;-0,01
220;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,71;180,08;456,06;180,03;445,80;449,40;77,86;-0,01
225;0,00;0,00;0,00;0,00;48,99;0,00;71,00;79,98;30,71;180,09;457,02;179,99;445,75;450,53;77,86;-0,01
230;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,71;180,10;459,32;179,99;445,73;451,47;77,86;-0,01
235;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;30,70;180,10;460,34;180,01;445,74;453,38;77,86;-0,01
240;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,71;180,06;461,69;180,03;445,76;454,11;77,86;-0,01
245;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;30,70;180,04;461,97;180,08;445,86;454,92;77,86;-0,01
250;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;30,70;180,03;461,95;180,11;445,92;455,04;77,86;-0,01
255;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,03;30,70;180,04;461,72;180,17;446,05;454,83;77,86;-0,01
260;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;30,71;180,07;460,91;180,20;446,10;454,55;77,86;-0,01
265;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,70;180,08;460,42;180,24;446,17;453,76;77,86;-0,01
270;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;30,70;180,10;459,21;180,26;446,19;453,27;77,86;-0,01
275;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,00;30,70;180,10;458,57;180,26;446,16;452,17;77,86;-0,01
280;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,97;30,70;180,07;457,22;180,22;446,12;451,55;77,86;-0,01
285;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;30,70;180,06;456,53;180,20;446,00;450,34;77,86;-0,01
290;0,00;0,00;0,00;0,00;49,06;0,00;71,20;80,25;30,71;180,03;455,46;180,14;445,95;449,79;77,86;-0,01
295;0,00;0,00;0,00;0,00;49,10;0,00;71,23;80,20;30,70;180,02;455,37;180,11;445,85;449,27;77,86;0,24
300;0,00;0,00;0,00;0,00;48,98;0,00;70,93;79,95;30,71;180,04;456,38;180,10;445,82;449,48;77,86;0,24
305;0,00;0,00;0,00;0,00;48,99;0,00;70,99;79,98;30,71;180,06;457,41;180,10;445,61;450,89;77,86;0,16
310;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;30,71;180,10;459,86;180,13;445,49;451,90;77,86;0,15
315;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,03;30,72;180,09;460,81;180,15;445,35;453,77;77,86;0,15
320;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;30,73;180,06;461,96;180,20;445,27;454,45;77,86;0,15
325;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,73;180,04;462,17;180,22;445,26;455,12;77,86;0,15
330;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,05;30,74;180,01;462,04;180,25;445,27;455,19;77,86;0,15
335;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,75;180,02;461,76;180,26;445,26;454,89;77,86;0,15
340;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;30,75;180,05;460,89;180,28;445,21;454,59;77,86;0,15
345;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,75;180,05;460,37;180,28;445,16;453,74;77,86;0,15
350;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;30,76;180,06;459,18;180,28;445,03;453,24;77,86;0,15
355;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,77;180,06;458,48;180,26;444,93;452,09;77,86;0,15
360;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,77;180,06;457,11;180,24;444,67;451,49;77,86;0,15
365;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,76;180,05;456,42;180,22;444,53;450,25;77,86;0,15
370;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;30,77;180,03;455,44;180,18;444,27;449,72;77,86;0,15
375;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,76;180,03;455,43;180,17;444,14;449,32;77,86;0,15
380;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,76;180,02;456,64;180,14;443,96;450,28;77,86;0,15
385;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;30,75;180,04;457,76;180,14;443,90;451,20;77,86;0,15
390;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,76;180,05;460,22;180,14;443,82;453,24;77,86;0,15
395;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,05;30,75;180,07;461,13;180,15;443,83;454,08;77,86;0,15
400;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,74;180,06;462,17;180,18;443,88;455,09;77,86;0,15
405;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,74;180,06;462,34;180,19;443,92;455,29;77,86;0,15
410;0,00;0,00;0,00;0,00;48,99;0,00;71,03;80,02;30,74;180,05;462,14;180,21;444,01;455,21;77,86;0,15
415;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,74;180,03;461,85;180,22;444,04;454,99;77,86;0,15
420;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,73;180,01;460,98;180,23;444,09;454,25;77,86;0,15
425;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,73;179,99;460,45;180,23;444,08;453,80;77,86;0,15
430;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,73;180,00;459,19;180,22;444,02;452,71;77,86;0,15
435;0,00;0,00;0,00;0,00;48,99;0,00;71,00;79,98;30,73;180,02;457,85;180,21;443,97;452,13;77,86;0,15
440;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,73;180,04;457,10;180,19;443,80;450,89;77,86;0,15
445;0,00;0,00;0,00;0,00;49,00;0,00;70,97;80,05;30,73;180,06;455,86;180,18;443,71;450,28;77,86;0,15
450;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;30,72;180,05;455,52;180,16;443,53;449,44;77,86;0,15
455;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,72;180,01;455,95;180,15;443,45;449,42;77,86;0,15
460;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,72;179,99;456,84;180,13;443,35;450,39;77,86;0,15
465;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,00;30,72;179,99;459,16;180,12;443,31;451,31;77,86;0,15
470;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,72;180,01;460,26;180,12;443,30;453,30;77,86;0,15
475;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;30,72;180,04;461,75;180,12;443,32;454,10;77,86;0,15
480;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;30,71;180,05;462,14;180,13;443,42;455,06;77,86;0,15
485;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,71;180,04;462,24;180,14;443,49;455,24;77,86;0,15
490;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,03;30,71;180,03;462,05;180,16;443,61;455,12;77,86;0,15
495;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;30,71;180,00;461,34;180,18;443,66;454,88;77,86;0,15
500;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,71;179,99;460,82;180,19;443,71;454,14;77,86;0,15
505;0,00;0,00;0,00;0,00;49,00;0,00;71,03;79,98;30,71;180,00;459,69;180,19;443,72;453,67;77,86;0,15
510;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;30,70;180,01;459,06;180,19;443,68;452,59;77,86;0,15
515;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,03;30,71;180,03;457,71;180,19;443,63;452,00;77,86;0,15
520;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;30,71;180,04;456,96;180,19;443,48;450,75;77,86;0,15
525;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,71;180,04;455,76;180,17;443,38;450,16;77,86;0,15
530;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,02;30,70;180,04;455,48;180,16;443,23;449,41;77,86;0,15
535;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,71;180,02;456,11;180,14;443,12;449,44;77,86;0,15
540;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;30,72;180,02;457,01;180,14;443,08;450,55;77,86;0,15
545;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,72;180,00;459,37;180,11;443,06;451,50;77,86;0,15
550;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,73;180,00;460,45;180,11;443,08;453,48;77,86;0,15
555;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,03;30,72;180,00;461,86;180,09;443,15;454,76;77,86;0,15
560;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;30,73;180,00;462,29;180,09;443,21;455,08;77,86;0,15
565;0,00;0,00;0,00;0,00;49,00;0,00;71,03;79,97;30,72;180,00;462,28;180,10;443,33;455,29;77,86;0,15
570;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;30,72;180,01;461,84;180,11;443,46;455,18;77,86;0,15
575;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,73;180,01;461,45;180,12;443,51;454,66;77,86;0,15
580;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;30,73;180,02;460,47;180,14;443,55;454,27;77,86;0,15
585;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,02;30,74;180,02;459,89;180,15;443,57;453,35;77,86;0,15
590;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;30,73;180,02;459,23;180,17;443,61;452,97;77,86;0,15
595;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;30,74;180,02;459,41;180,19;443,65;452,90;77,86;0,15
600;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,75;180,01;461,17;180,20;443,80;453,41;77,86;0,15
605;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,74;180,01;462,64;180,20;443,90;455,57;77,86;0,15
610;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;30,74;180,01;465,92;180,20;444,15;457,00;77,86;0,15
615;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;30,74;180,01;467,19;180,19;444,32;459,54;77,86;0,15
620;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,75;180,02;468,79;180,19;444,72;461,09;77,86;0,15
625;0,00;0,00;0,00;0,00;49,17;0,00;71,34;80,78;30,75;180,02;469,17;180,17;444,93;461,48;77,86;0,15
630;0,00;0,00;0,00;0,00;48,99;0,00;71,00;79,97;30,75;180,01;469,23;180,15;445,35;461,68;77,86;0,15
635;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;30,74;180,01;469,02;180,14;445,55;461,54;77,86;0,15
640;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;30,75;180,01;468,21;180,11;445,90;460,93;77,86;0,15
645;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;30,73;180,01;467,70;180,09;446,05;460,50;77,86;0,15
650;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,74;180,00;466,45;180,04;446,27;459,44;77,86;0,15
655;0,00;0,00;0,00;0,00;48,99;0,00;71,01;79,98;30,75;179,97;465,79;180,02;446,35;458,88;77,86;0,15
660;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;30,73;179,97;464,74;179,96;446,51;457,98;77,86;0,15
665;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;30,73;180,00;464,68;179,94;446,62;457,91;77,86;0,15
670;0,00;0,00;0,00;0,00;48,98;0,00;71,02;79,98;30,73;180,02;466,22;179,90;446,91;459,13;77,86;0,15
675;0,00;0,00;0,00;0,00;49,01;0,00;71,01;80,00;30,74;180,04;467,80;179,88;447,09;460,45;77,86;0,15
680;0,00;0,00;0,00;0,00;49,01;0,00;71,01;80,00;30,73;180,04;471,71;179,87;447,50;463,81;77,86;0,15
685;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,73;180,02;473,62;179,87;447,76;465,41;77,86;0,15
690;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,73;180,01;476,08;179,89;448,34;467,80;77,86;0,15
695;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;30,73;179,98;476,77;179,90;448,66;468,50;77,86;0,15
700;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,02;30,73;179,97;477,32;179,94;449,33;469,15;77,86;0,15
705;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;30,74;179,98;477,25;179,96;449,65;469,17;77,86;0,15
710;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,02;30,73;180,01;476,66;179,98;450,20;468,77;77,86;0,15
715;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,74;180,04;475,62;180,00;450,47;468,40;77,86;0,15
720;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;30,74;180,04;475,00;180,00;450,91;467,42;77,86;0,15
725;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,75;180,03;473,65;179,99;451,08;466,85;77,86;0,15
730;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;30,74;180,01;472,89;179,95;451,37;465,65;77,86;0,15
735;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,74;179,98;472,08;179,93;451,52;465,16;77,86;0,15
740;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,98;30,75;179,97;472,35;179,88;451,86;465,16;77,86;0,15
745;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;30,75;179,98;474,91;179,85;452,07;465,91;77,86;0,15
750;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,74;180,00;476,94;179,79;452,58;468,90;77,86;0,15
755;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,75;180,04;481,27;179,77;452,86;470,82;77,86;0,15
760;0,00;0,00;0,00;0,00;48,99;0,00;70,98;79,98;30,76;180,05;483,03;179,73;453,49;474,30;77,86;0,15
765;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,02;30,75;180,05;485,38;179,73;453,86;475,58;77,86;0,15
770;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,75;180,04;485,94;179,73;454,65;477,14;77,86;0,15
775;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,77;180,01;486,26;179,74;455,05;477,48;77,86;0,15
780;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,77;180,00;486,09;179,76;455,81;477,55;77,86;0,15
785;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;30,77;179,98;485,33;179,80;456,16;477,34;77,86;0,15
790;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,77;179,98;484,79;179,83;456,78;476,56;77,86;0,15
795;0,00;0,00;0,00;0,00;49,01;0,00;70,98;80,02;30,77;180,00;483,45;179,85;457,05;476,05;77,86;0,15
800;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;30,77;180,01;482,72;179,86;457,49;474,84;77,86;0,15
805;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,78;180,02;481,28;179,86;457,68;474,20;77,86;0,15
810;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,77;180,02;480,79;179,85;458,05;473,24;77,86;0,15
815;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;30,78;180,01;481,47;179,82;458,27;473,24;77,86;0,15
820;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,79;180,01;482,82;179,79;458,81;474,95;77,86;0,15
825;0,00;0,00;0,00;0,00;48,99;0,00;71,00;79,98;30,79;180,00;487,27;179,75;459,11;476,60;77,86;0,16
830;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,98;30,79;180,01;489,61;179,72;459,76;480,63;77,86;0,16
835;0,00;0,00;0,00;0,00;49,00;0,00;70,97;80,02;30,80;180,02;493,29;179,68;460,13;482,49;77,86;0,16
840;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,80;180,02;494,48;179,66;460,97;485,17;77,86;0,16
845;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;30,81;180,03;495,72;179,64;461,86;485,95;77,86;0,16
850;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;30,80;180,03;495,85;179,63;462,32;486,68;77,86;0,16
855;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,03;30,80;180,03;495,52;179,64;463,16;486,70;77,86;0,16
860;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;30,81;180,02;495,11;179,64;463,52;486,25;77,86;0,16
865;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;30,81;180,01;493,92;179,68;464,18;485,83;77,86;0,16
870;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,97;30,81;180,01;493,23;179,69;464,46;484,76;77,86;0,16
875;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,82;180,01;491,64;179,74;464,93;484,10;77,86;0,16
880;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,82;180,02;490,88;179,75;465,14;482,79;77,86;0,16
885;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;30,83;180,02;490,16;179,77;465,59;482,32;77,86;0,16
890;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;30,82;180,02;490,69;179,77;465,87;482,60;77,86;0,16
895;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,82;180,02;493,85;179,76;466,54;483,62;77,86;0,16
900;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;30,83;180,01;496,21;179,76;466,90;487,28;77,86;0,16
905;0,00;0,00;0,00;0,00;49,01;0,00;71,01;80,00;30,83;179,98;501,10;179,72;467,66;491,44;77,86;0,16
910;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,03;30,83;179,97;502,89;179,70;468,10;493,12;77,86;0,16
915;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,84;179,99;505,10;179,65;469,05;495,30;77,86;0,16
920;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,84;180,02;505,64;179,63;469,54;495,87;77,86;0,16
925;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,85;180,03;505,76;179,59;470,48;496,21;77,86;0,16
930;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,84;180,04;505,50;179,57;470,92;496,06;77,86;0,16
935;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,85;180,03;504,50;179,55;471,71;495,35;77,86;0,16
940;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,85;179,99;503,86;179,55;472,05;494,83;77,86;0,16
945;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;30,85;179,98;502,35;179,56;472,61;493,54;77,86;0,16
950;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,86;179,98;501,47;179,57;472,85;492,84;77,86;0,16
955;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,86;179,99;500,13;179,60;473,33;491,71;77,86;0,16
960;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;30,86;180,03;500,02;179,61;473,60;491,64;77,86;0,16
965;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,86;180,05;501,96;179,64;474,27;493,23;77,86;0,16
970;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;30,86;180,05;503,98;179,66;474,66;494,92;77,86;0,16
975;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;30,86;180,04;509,00;179,67;475,44;499,22;77,86;0,16
980;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;30,87;179,98;511,45;179,67;475,87;501,27;77,86;0,16
985;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;30,87;179,96;514,55;179,67;476,83;504,30;77,86;0,16
990;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,97;30,87;179,96;515,89;179,66;477,34;505,16;77,86;0,16
995;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;30,87;179,99;516,06;179,62;478,37;505,98;77,86;0,16
1000;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;30,87;180,04;515,65;179,61;478,85;506,00;77,86;0,16
1005;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,87;180,06;515,18;179,56;479,73;505,47;77,86;0,16
1010;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;30,87;180,07;513,83;179,54;480,11;505,01;77,86;0,16
1015;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;30,87;180,06;513,06;179,51;480,76;503,77;77,86;0,16
1020;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;30,87;180,00;511,30;179,50;481,03;503,07;77,86;0,16
1025;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;30,87;179,98;510,55;179,49;481,52;501,72;77,86;0,16
