Dauer (s);MFC-1 (mln/min);MFC-2 (mln/min);MFC-3 (mln/min);MFC-4 (mln/min);MFC-5 (mln/min);MFC-6 (mln/min);MFC-7 (mln/min);MFC-8 (mln/min);TIC-1 (°C);TIC-2 (°C);TIC-3 (°C);TIC-4 (°C);TIR-1 (°C);TIR-2 (°C);HIR-1 (°C);PIR-1 (bar)
3080;0,00;0,00;0,00;0,00;49,00;0,00;71,03;79,98;31,59;180,04;827,67;179,95;741,83;815,37;77,87;0,31
3085;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,59;180,03;826,16;179,94;741,83;812,98;77,87;0,31
3090;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;31,60;180,01;824,85;179,93;742,06;812,25;77,87;0,31
3095;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,60;180,02;825,43;179,90;742,93;812,67;77,87;0,31
3100;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;31,59;180,05;828,98;179,88;743,52;813,90;77,86;0,31
3105;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,59;180,05;831,28;179,84;744,91;817,51;77,87;0,32
3110;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,60;180,06;834,83;179,80;745,38;819,17;77,86;0,32
3115;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,03;31,60;180,05;835,54;179,78;745,95;821,06;77,86;0,32
3120;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,60;180,01;834,67;179,76;746,11;821,08;77,87;0,32
3125;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,61;180,00;833,38;179,76;746,16;819,51;77,87;0,32
3130;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,60;180,01;830,18;179,77;746,07;818,26;77,87;0,32
3135;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,60;180,03;828,99;179,77;746,25;816,27;77,87;0,32
3140;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,61;180,03;829,19;179,81;746,58;816,05;77,87;0,32
3145;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;31,60;180,04;830,51;179,83;747,60;817,71;77,86;0,32
3150;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,05;31,61;180,05;834,90;179,88;748,27;819,39;77,87;0,32
3155;0,00;0,00;0,00;0,00;48,99;0,00;71,00;79,98;31,61;180,03;836,90;179,91;749,35;822,85;77,86;0,32
3160;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,60;180,00;838,98;179,95;749,64;824,07;77,87;0,32
3165;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,61;180,00;838,83;179,96;749,98;824,63;77,87;0,32
3170;0,00;0,00;0,00;0,00;48,99;0,00;71,01;80,02;31,60;180,02;836,71;179,96;749,94;824,03;77,86;0,32
3175;0,00;0,00;0,00;0,00;48,99;0,00;70,98;79,98;31,60;180,04;834,96;179,95;749,82;821,62;77,86;0,32
3180;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,03;31,60;180,06;832,28;179,91;749,82;820,47;77,87;0,32
3185;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,61;180,06;832,06;179,89;750,32;819,58;77,87;0,32
3190;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,61;180,03;834,25;179,87;750,77;820,14;77,86;0,32
3195;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,00;31,61;180,02;836,44;179,82;752,05;823,25;77,87;0,32
3200;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,60;180,03;840,46;179,82;752,61;825,02;77,86;0,32
3205;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,02;31,60;180,02;841,64;179,80;753,21;827,51;77,87;0,32
3210;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;31,60;180,02;841,67;179,80;753,36;827,89;77,86;0,32
3215;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;31,59;180,01;840,69;179,80;753,42;826,90;77,86;0,32
3220;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,61;180,02;837,58;179,83;753,30;825,72;77,86;0,32
3225;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,02;31,60;180,03;835,95;179,85;753,16;823,31;77,87;0,32
3230;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,61;180,05;834,98;179,88;753,36;822,67;77,87;0,32
3235;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;31,60;180,06;835,76;179,90;754,13;823,36;77,86;0,32
3240;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,97;31,61;180,03;839,53;179,94;754,70;824,70;77,86;0,32
3245;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;31,61;180,02;841,69;179,95;755,85;828,14;77,87;0,32
3250;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,05;31,62;180,01;844,50;179,97;756,16;829,55;77,87;0,32
3255;0,00;0,00;0,00;0,00;48,99;0,00;70,98;80,02;31,62;180,01;844,80;179,97;756,49;830,79;77,87;0,32
3260;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,62;180,04;843,25;179,95;756,54;830,47;77,87;0,32
3265;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;31,60;180,05;841,61;179,94;756,31;828,34;77,87;0,32
3270;0,00;0,00;0,00;0,00;49,01;0,00;70,99;80,02;31,61;180,06;838,44;179,91;756,17;827,01;77,86;0,32
3275;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,62;180,05;837,59;179,88;756,35;825,35;77,87;0,32
3280;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,05;31,61;180,05;838,41;179,85;757,09;825,40;77,87;0,32
3285;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,61;180,04;840,15;179,84;757,67;827,54;77,86;0,32
3290;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,61;180,03;844,36;179,82;758,73;829,26;77,86;0,32
3295;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,62;180,03;846,01;179,82;759,01;832,26;77,86;0,32
3300;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,98;31,62;180,04;847,13;179,83;759,29;833,08;77,87;0,32
3305;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,03;31,62;180,05;846,57;179,84;759,30;832,91;77,86;0,32
3310;0,00;0,00;0,00;0,00;49,01;0,00;71,02;80,00;31,62;180,05;843,88;179,86;759,02;832,00;77,86;0,32
3315;0,00;0,00;0,00;0,00;49,01;0,00;70,99;80,03;31,63;180,06;842,15;179,89;758,85;829,41;77,87;0,32
3320;0,00;0,00;0,00;0,00;49,01;0,00;71,02;80,02;31,62;180,05;839,89;179,91;759,02;827,79;77,87;0,32
3325;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,63;180,04;839,95;179,93;759,32;827,88;77,87;0,32
3330;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,63;180,02;842,54;179,95;760,30;830,05;77,87;0,32
3335;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,64;180,02;844,63;179,96;760,88;831,79;77,86;0,33
3340;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,64;180,02;848,34;179,95;761,54;834,65;77,87;0,33
3345;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;31,64;180,05;849,13;179,94;761,67;835,37;77,87;0,33
3350;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,63;180,05;848,52;179,93;761,73;835,00;77,87;0,33
3355;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,63;180,03;847,32;179,92;761,60;834,02;77,87;0,33
3360;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,64;180,02;843,92;179,91;761,23;831,43;77,87;0,33
3365;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;31,64;180,04;842,56;179,91;761,22;830,41;77,87;0,33
3370;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,65;180,05;842,02;179,90;761,70;830,08;77,87;0,33
3375;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,00;31,65;180,06;844,71;179,90;762,14;830,97;77,87;0,33
3380;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,65;180,06;846,98;179,89;763,25;834,14;77,87;0,33
3385;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,65;180,05;850,41;179,89;763,63;835,69;77,87;0,33
3390;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,65;180,04;851,12;179,89;763,95;837,49;77,87;0,33
3395;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,66;180,02;850,27;179,90;764,00;837,51;77,87;0,33
3400;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,65;180,02;848,99;179,91;763,80;835,93;77,87;0,33
3405;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,65;180,04;845,65;179,91;763,57;834,55;77,87;0,33
3410;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,66;180,05;844,21;179,93;763,39;832,25;77,87;0,33
3415;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;31,64;180,07;843,89;179,93;763,55;831,82;77,87;0,33
3420;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,66;180,07;844,98;179,94;764,32;833,02;77,87;0,33
3425;0,00;0,00;0,00;0,00;49,00;0,00;71,03;79,98;31,65;180,04;849,04;179,95;764,88;834,58;77,86;0,33
3430;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,02;31,66;180,03;850,93;179,94;765,71;837,75;77,87;0,33
3435;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,66;180,01;852,82;179,94;765,88;838,82;77,87;0,33
3440;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,67;180,01;852,58;179,93;765,98;839,21;77,87;0,33
3445;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,02;31,67;180,04;850,34;179,93;765,90;838,55;77,87;0,33
3450;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,67;180,06;848,69;179,93;765,48;836,09;77,87;0,33
3455;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,00;31,67;180,06;845,69;179,92;765,30;834,80;77,87;0,33
3460;0,00;0,00;0,00;0,00;48,98;0,00;70,99;80,02;31,67;180,05;845,25;179,92;765,51;833,58;77,87;0,33
3465;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,67;180,05;846,92;179,92;765,83;833,95;77,87;0,33
3470;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,68;180,05;848,79;179,92;766,85;836,56;77,86;0,33
3475;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,68;180,06;852,77;179,92;767,30;838,21;77,87;0,33
3480;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;31,69;180,06;853,89;179,93;767,70;840,54;77,87;0,33
3485;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,69;180,05;853,89;179,93;767,75;840,90;77,87;0,33
3490;0,00;0,00;0,00;0,00;48,99;0,00;70,98;80,02;31,69;180,04;852,93;179,94;767,63;839,87;77,87;0,33
3495;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;31,69;180,04;849,67;179,95;767,17;838,69;77,87;0,33
3500;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,69;180,04;848,06;179,95;767,03;836,09;77,87;0,33
3505;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;31,69;180,04;846,69;179,95;767,28;835,31;77,87;0,33
3510;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,69;180,05;847,33;179,95;767,62;835,68;77,87;0,33
3515;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,70;180,06;850,71;179,94;768,63;836,89;77,87;0,33
3520;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,70;180,05;852,77;179,94;769,05;840,08;77,87;0,33
3525;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,69;180,04;855,43;179,93;769,39;841,39;77,87;0,33
3530;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,70;180,02;855,65;179,92;769,42;842,43;77,87;0,33
3535;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;31,70;180,03;854,05;179,92;769,24;841,20;77,87;0,33
3540;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,00;31,71;180,04;852,53;179,91;769,00;839,94;77,87;0,33
3545;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,72;180,05;849,18;179,92;768,57;837,33;77,87;0,33
3550;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,72;180,06;848,09;179,92;768,63;836,61;77,87;0,33
3555;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,00;31,73;180,07;848,65;179,92;769,20;837,14;77,87;0,33
3560;0,00;0,00;0,00;0,00;48,99;0,00;71,02;80,02;31,72;180,07;850,14;179,93;769,68;838,41;77,87;0,33
3565;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,72;180,06;854,27;179,94;770,56;841,56;77,86;0,33
3570;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,72;180,05;855,81;179,94;770,74;842,80;77,87;0,33
3575;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,73;180,05;856,74;179,95;770,85;843,65;77,87;0,33
3580;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,97;31,72;180,04;856,08;179,95;770,77;843,21;77,87;0,33
3585;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,03;31,73;180,04;853,34;179,95;770,33;840,97;77,87;0,33
3590;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,00;31,73;180,04;850,07;179,94;770,07;839,59;77,87;0,33
3595;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,73;180,04;849,18;179,94;770,03;837,79;77,86;0,33
3600;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,72;180,04;850,01;179,93;770,25;837,80;77,87;0,33
3605;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,73;180,06;851,61;179,92;771,12;839,91;77,87;0,33
3610;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;31,72;180,07;855,76;179,92;771,62;841,55;77,87;0,33
3615;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,00;31,72;180,09;857,19;179,93;772,12;844,27;77,87;0,33
3620;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;31,73;180,05;857,86;179,93;772,20;844,88;77,87;0,33
3625;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,73;180,04;857,16;179,95;772,11;844,36;77,87;0,33
3630;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,02;31,73;180,04;854,18;179,95;771,91;843,31;77,87;0,33
3635;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,97;31,72;180,04;852,30;179,96;771,34;840,50;77,87;0,33
3640;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,72;180,05;850,11;179,98;771,25;839,42;77,87;0,33
3645;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;31,73;180,06;850,22;179,99;771,59;839,03;77,87;0,33
3650;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;31,73;180,07;853,04;179,99;771,98;839,89;77,87;0,33
3655;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,73;180,06;855,11;179,99;772,95;842,95;77,87;0,33
3660;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,74;180,06;858,36;179,98;773,22;844,41;77,87;0,33
3665;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,97;31,75;180,05;858,88;179,97;773,38;845,97;77,87;0,33
3670;0,00;0,00;0,00;0,00;49,00;0,00;70,97;80,00;31,75;180,04;857,83;179,96;773,36;845,85;77,87;0,33
3675;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,74;180,04;856,50;179,94;773,02;844,08;77,87;0,33
3680;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,75;180,05;852,98;179,93;772,72;842,70;77,87;0,33
3685;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,02;31,74;180,05;851,66;179,91;772,40;840,36;77,87;0,33
3690;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;31,75;180,05;851,05;179,90;772,55;839,94;77,87;0,33
3695;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,75;180,06;852,72;179,88;773,26;841,37;77,87;0,33
3700;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,74;180,05;856,60;179,88;773,76;842,87;77,87;0,33
3705;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,75;180,05;858,40;179,89;774,34;845,80;77,86;0,33
3710;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,75;180,07;859,67;179,90;774,41;846,64;77,87;0,33
3715;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,75;180,06;859,23;179,93;774,35;846,55;77,87;0,33
3720;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,74;180,04;856,87;179,95;773,97;845,81;77,87;0,33
3725;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,74;180,03;855,15;179,97;773,65;843,34;77,87;0,33
3730;0,00;0,00;0,00;0,00;49,01;0,00;71,00;79,97;31,74;180,01;852,31;179,99;773,38;842,05;77,87;0,33
3735;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,03;31,73;180,02;851,90;179,99;773,52;840,88;77,87;0,33
3740;0,00;0,00;0,00;0,00;49,01;0,00;70,99;80,02;31,73;180,05;853,77;179,99;774,26;841,30;77,87;0,33
3745;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,02;31,73;180,09;855,67;179,99;774,73;843,97;77,87;0,33
3750;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,72;180,10;859,26;179,98;775,27;845,52;77,87;0,33
3755;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,72;180,08;860,27;179,97;775,34;847,57;77,86;0,33
3760;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,71;180,04;859,90;179,93;775,25;847,75;77,87;0,33
3765;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,72;180,01;858,81;179,91;775,08;846,46;77,87;0,33
3770;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,03;31,72;180,00;855,44;179,89;774,49;845,17;77,87;0,33
3775;0,00;0,00;0,00;0,00;49,01;0,00;71,02;79,97;31,72;180,02;853,86;179,88;774,30;842,58;77,87;0,33
3780;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,72;180,06;852,67;179,87;774,51;841,84;77,87;0,33
3785;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,00;31,71;180,05;853,45;179,87;774,84;842,38;77,87;0,33
3790;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;31,72;180,05;856,93;179,88;775,78;843,68;77,87;0,33
3795;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,72;180,05;858,85;179,90;776,08;846,73;77,87;0,33
3800;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,72;180,05;861,07;179,94;776,26;847,85;77,86;0,33
3805;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,72;180,05;861,02;179,96;776,23;848,48;77,87;0,33
3810;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,73;180,05;859,11;180,00;775,92;846,89;77,87;0,33
3815;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,73;180,04;857,37;180,02;775,61;845,60;77,87;0,33
3820;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;31,73;180,04;854,18;180,03;775,18;843,07;77,87;0,33
3825;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,74;180,03;853,37;180,03;775,24;842,50;77,87;0,33
3830;0,00;0,00;0,00;0,00;49,01;0,00;71,00;80,03;31,74;180,03;854,40;180,00;775,82;843,40;77,87;0,33
3835;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,02;31,75;180,06;856,08;179,99;776,30;844,78;77,87;0,33
3840;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,74;180,07;859,95;179,95;777,01;847,80;77,87;0,33
3845;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,74;180,08;861,25;179,93;777,11;848,83;77,86;0,33
3850;0,00;0,00;0,00;0,00;48,99;0,00;71,00;79,98;31,74;180,07;861,62;179,90;777,09;849,20;77,87;0,33
3855;0,00;0,00;0,00;0,00;48,99;0,00;70,99;80,02;31,75;180,04;860,79;179,89;776,96;848,53;77,87;0,33
3860;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,75;180,02;857,68;179,88;776,40;846,04;77,87;0,33
3865;0,00;0,00;0,00;0,00;49,00;0,00;71,03;79,97;31,76;180,02;855,96;179,89;776,13;844,63;77,87;0,33
3870;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,98;31,75;180,03;853,92;179,91;776,13;843,18;77,87;0,33
3875;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,76;180,06;854,20;179,92;776,37;843,43;77,87;0,33
3880;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,00;31,75;180,07;857,12;179,96;777,23;845,88;77,87;0,33
3885;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,76;180,09;859,26;179,98;777,63;847,44;77,87;0,33
3890;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,75;180,08;862,03;180,01;777,91;849,66;77,86;0,33
3895;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,00;31,76;180,05;862,02;180,02;777,91;849,98;77,87;0,34
3900;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,02;31,75;180,02;861,08;180,03;777,69;848,94;77,87;0,34
3905;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,76;179,99;857,82;180,03;777,42;847,75;77,87;0,34
3910;0,00;0,00;0,00;0,00;48,99;0,00;70,98;80,00;31,76;179,99;856,15;180,01;776,82;845,02;77,87;0,33
3915;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,76;180,03;854,42;179,99;776,75;844,10;77,87;0,33
3920;0,00;0,00;0,00;0,00;48,99;0,00;70,97;80,03;31,77;180,07;854,89;179,95;777,14;844,18;77,87;0,33
3925;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,76;180,08;858,08;179,93;777,55;845,25;77,87;0,33
3930;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,77;180,08;860,07;179,88;778,37;848,32;77,87;0,34
3935;0,00;0,00;0,00;0,00;48,99;0,00;70,99;80,00;31,77;180,04;862,69;179,87;778,54;849,57;77,87;0,34
3940;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;31,77;180,02;862,86;179,84;778,57;850,57;77,86;0,34
3945;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,03;31,78;180,01;861,27;179,84;778,48;850,17;77,87;0,34
3950;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,78;180,02;859,64;179,85;778,00;847,99;77,87;0,34
3955;0,00;0,00;0,00;0,00;49,00;0,00;70,98;79,97;31,78;180,04;856,33;179,86;777,67;846,59;77,87;0,33
3960;0,00;0,00;0,00;0,00;49,00;0,00;71,03;80,02;31,78;180,05;855,27;179,89;777,43;844,60;77,87;0,33
3965;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,03;31,79;180,05;855,71;179,92;777,59;844,46;77,87;0,33
3970;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,79;180,05;857,16;179,96;778,34;846,32;77,87;0,34
3975;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,79;180,03;861,14;179,99;778,77;847,80;77,87;0,34
3980;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,79;180,03;862,54;180,03;779,18;850,42;77,86;0,34
3985;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,79;180,02;863,21;180,04;779,21;851,01;77,86;0,34
3990;0,00;0,00;0,00;0,00;49,00;0,00;70,99;79,98;31,79;180,02;862,54;180,04;779,05;850,49;77,86;0,34
3995;0,00;0,00;0,00;0,00;49,00;0,00;71,02;80,02;31,80;180,02;859,63;180,01;778,84;849,48;77,87;0,34
4000;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,80;180,01;857,89;179,99;778,19;846,77;77,86;0,34
4005;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,00;31,79;180,01;855,57;179,94;778,02;845,64;77,87;0,34
4010;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,80;180,03;855,60;179,91;778,27;845,09;77,87;0,34
4015;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,81;180,04;858,18;179,87;778,61;845,86;77,87;0,34
4020;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,02;31,81;180,05;860,14;179,85;779,45;848,79;77,87;0,34
4025;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,05;31,80;180,04;863,23;179,82;779,68;850,16;77,87;0,34
4030;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,81;180,02;863,71;179,82;779,77;851,57;77,86;0,34
4035;0,00;0,00;0,00;0,00;49,00;0,00;70,99;80,03;31,81;180,00;862,63;179,83;779,55;851,42;77,87;0,34
4040;0,00;0,00;0,00;0,00;49,00;0,00;71,00;79,98;31,82;180,00;861,32;179,85;779,30;849,66;77,87;0,34
4045;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,81;180,01;857,80;179,90;778,66;848,28;77,87;0,34
4050;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,82;180,03;856,46;179,94;778,53;845,85;77,86;0,34
4055;0,00;0,00;0,00;0,00;49,00;0,00;70,97;80,00;31,82;180,05;856,05;179,99;778,83;845,40;77,87;0,34
4060;0,00;0,00;0,00;0,00;48,99;0,00;71,00;80,02;31,82;180,05;857,13;180,02;779,20;846,59;77,86;0,34
4065;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,03;31,83;180,03;861,02;180,06;780,01;848,02;77,87;0,34
4070;0,00;0,00;0,00;0,00;49,00;0,00;71,01;80,00;31,83;180,02;862,70;180,06;780,20;850,91;77,87;0,34
4075;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,82;180,02;864,13;180,05;780,26;851,77;77,87;0,34
4080;0,00;0,00;0,00;0,00;49,00;0,00;71,01;79,98;31,83;180,01;863,74;180,04;780,18;851,78;77,86;0,34
4085;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,02;31,83;180,03;861,23;180,00;779,72;850,96;77,86;0,34
4090;0,00;0,00;0,00;0,00;48,98;0,00;71,00;79,97;31,83;180,03;859,49;179,97;779,37;848,35;77,87;0,34
4095;0,00;0,00;0,00;0,00;49,00;0,00;71,00;80,00;31,83;180,03;856,63;179,91;779,03;847,03;77,87;0,34
4100;0,00;0,00;0,00;0,00;49,00;0,00;71,02;79,98;31,83;180,02;856,18;179,88;779,13;845,84;77,87;0,34
4105;0,00;0,00;0,00;0,00;49,00;0,00;70,98;80,02;31,84;180,04;857,98;179,84;779,81;846,27;77,87;0,34
